date,sales,covers,outside,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature,day_of_week,month
2018-06-17,18720.02,271,1,81.18,0.43,0.0,05:01:00,0.0,none,1017.77,clear-day,81.18,6,6
2018-06-18,15238.61,220,1,92.45,0.57,0.057,21:00:00,0.0,rain,1008.56,partly-cloudy-day,87.26,0,6
2018-06-19,19066.09,247,1,83.64,0.32,0.0108,03:00:00,0.0,rain,1009.05,clear-day,83.64,1,6
2018-06-20,17807.35,239,1,76.01,0.66,0.0,05:01:00,0.0,none,1008.34,partly-cloudy-day,75.63,2,6
2018-06-21,20054.76,231,1,79.61,0.49,0.0701,02:00:00,0.0,rain,1008.1,partly-cloudy-day,79.61,3,6
2018-06-22,23974.74,252,1,67.73,0.75,0.0109,00:00:00,0.0,none,1015.92,clear-day,67.73,4,6
2018-06-23,21335.83,257,1,66.68,0.84,0.0134,01:00:00,0.0,none,1009.84,cloudy,66.38,5,6
2018-06-24,18088.94,255,1,84.2,0.55,0.0148,21:00:00,0.0,none,1007.76,partly-cloudy-day,82.45,6,6
2018-06-25,18901.46,271,1,77.59,0.33,0.0,05:01:00,0.0,none,1018.49,partly-cloudy-day,77.59,0,6
2018-06-26,17697.73,249,1,72.29,0.64,0.0,05:01:00,0.0,none,1022.18,partly-cloudy-day,72.29,1,6
2018-06-27,14848.95,199,1,70.89,0.75,0.0017,20:00:00,0.08,rain,1014.26,cloudy,70.62,2,6
2018-06-28,18233.31,223,1,79.28,0.8,0.0831,07:00:00,0.12,none,1008.42,partly-cloudy-day,78.02,3,6
2018-06-29,20554.35,265,1,86.85,0.39,0.0,05:01:00,0.0,none,1014.31,partly-cloudy-day,86.85,4,6
2018-06-30,21052.63,266,1,90.84,0.44,0.0,05:01:00,0.0,none,1015.92,clear-day,89.23,5,6
2018-07-01,19125.53,280,1,96.24,0.53,0.0,05:01:00,0.0,none,1015.36,partly-cloudy-day,90.11,6,7
2018-07-02,19309.07,265,1,90.05,0.64,0.0,05:01:00,0.0,none,1017.38,clear-day,84.81,0,7
2018-07-03,17903.76,237,1,81.37,0.86,0.5709,17:00:00,0.1,rain,1022.24,partly-cloudy-day,78.43,1,7
2018-07-04,17014.13,261,1,83.32,0.77,0.0039,18:00:00,0.0,rain,1025.56,partly-cloudy-day,79.73,2,7
2018-07-05,17429.53,255,1,90.48,0.75,0.0,05:01:00,0.0,none,1021.05,partly-cloudy-day,83.23,3,7
2018-07-06,17613.89,246,1,81.21,0.51,0.1566,06:00:00,0.0,rain,1016.93,partly-cloudy-day,80.38,4,7
2018-07-07,20770.03,277,1,70.27,0.49,0.0,05:01:00,0.0,none,1026.38,clear-day,70.27,5,7
2018-07-08,19662.42,272,1,75.33,0.45,0.0,05:01:00,0.0,none,1026.0,clear-day,75.33,6,7
2018-07-09,19864.91,264,1,79.89,0.54,0.0,05:01:00,0.0,none,1018.04,clear-day,79.7,0,7
2018-07-10,17776.0,235,1,87.91,0.44,0.0,05:01:00,0.0,none,1010.0,clear-day,87.23,1,7
2018-07-11,20568.22,260,1,77.85,0.68,0.0114,19:00:00,0.0,rain,1014.91,partly-cloudy-day,77.25,2,7
2018-07-12,18466.52,242,1,76.56,0.55,0.0127,09:00:00,0.0,rain,1022.29,partly-cloudy-day,76.56,3,7
2018-07-13,18420.84,245,1,78.7,0.48,0.0001,13:00:00,0.0,none,1021.44,clear-day,78.7,4,7
2018-07-14,20962.87,296,1,86.94,0.45,0.0,05:01:00,0.0,none,1015.72,partly-cloudy-day,86.34,5,7
2018-07-15,19200.45,250,1,84.36,0.64,0.0879,05:00:00,0.0,rain,1014.02,partly-cloudy-day,81.48,6,7
2018-07-16,17532.43,231,1,88.7,0.67,0.0021,23:00:00,0.0,rain,1012.52,partly-cloudy-day,83.52,0,7
2018-07-17,13153.74,165,0,73.55,0.95,0.2116,16:00:00,0.49,rain,1010.19,rain,72.19,1,7
2018-07-18,18395.94,247,1,81.99,0.34,0.0037,00:00:00,0.0,rain,1012.61,clear-day,81.99,2,7
2018-07-19,20136.22,235,1,77.1,0.46,0.0,05:01:00,0.0,none,1018.37,clear-day,77.1,3,7
2018-07-20,19032.37,258,1,75.15,0.53,0.0011,16:00:00,0.0,none,1020.0,partly-cloudy-day,75.15,4,7
2018-07-21,18651.66,227,1,71.07,0.71,0.1045,00:00:00,0.19,rain,1014.97,cloudy,70.96,5,7
2018-07-22,14591.49,189,0,75.94,0.95,0.1722,02:00:00,0.84,rain,1015.06,rain,74.33,6,7
2018-07-23,16599.2,232,1,79.53,0.83,0.089,07:00:00,0.0,rain,1020.54,cloudy,78.11,0,7
2018-07-24,18471.5,246,1,81.99,0.82,0.007,08:00:00,0.04,rain,1019.95,partly-cloudy-day,78.83,1,7
2018-07-25,13308.51,171,0,76.63,0.94,0.1379,07:00:00,0.68,rain,1012.7,rain,75.01,2,7
2018-07-26,19037.19,242,1,88.0,0.61,0.0223,00:00:00,0.0,rain,1011.62,partly-cloudy-day,84.09,3,7
2018-07-27,13722.27,169,0,75.87,0.85,0.1009,18:00:00,0.44,rain,1015.28,rain,74.71,4,7
2018-07-28,23515.34,292,1,83.99,0.7,0.0122,13:00:00,0.0,rain,1014.27,partly-cloudy-day,80.65,5,7
2018-07-29,17437.0,254,1,80.92,0.51,0.0002,00:00:00,0.0,none,1018.32,partly-cloudy-day,80.04,6,7
2018-07-30,14636.92,218,1,75.55,0.74,0.0004,18:00:00,0.0,none,1020.45,partly-cloudy-day,74.86,0,7
2018-07-31,16954.35,220,1,76.22,0.67,0.0,05:01:00,0.0,none,1019.61,partly-cloudy-day,75.8,1,7
2018-08-01,16807.44,229,1,89.69,0.68,0.0818,14:00:00,0.0,rain,1015.65,partly-cloudy-day,83.96,2,8
2018-08-02,18051.46,242,1,86.63,0.75,0.0541,17:00:00,0.05,rain,1018.52,partly-cloudy-day,81.55,3,8
2018-08-03,18817.99,265,1,81.74,0.83,0.1025,16:00:00,0.0,rain,1019.78,partly-cloudy-day,78.67,4,8
2018-08-04,19186.8,269,1,89.27,0.57,0.114,10:00:00,0.0,rain,1017.57,partly-cloudy-day,85.52,5,8
2018-08-05,16912.96,280,1,90.02,0.53,0.0,05:01:00,0.0,none,1018.92,partly-cloudy-day,86.71,6,8
2018-08-06,15930.68,242,1,92.81,0.61,0.0,05:01:00,0.0,none,1016.07,partly-cloudy-day,86.59,0,8
2018-08-07,14436.0,162,1,82.86,0.82,0.1028,19:00:00,0.51,rain,1012.6,rain,79.26,1,8
2018-08-08,18439.75,234,1,88.99,0.7,0.0057,00:00:00,0.0,rain,1009.1,partly-cloudy-day,83.32,2,8
2018-08-09,18732.41,248,1,86.98,0.44,0.0448,03:00:00,0.0,rain,1008.72,clear-day,86.54,3,8
2018-08-10,19621.11,274,1,83.94,0.62,0.0124,23:00:00,0.0,rain,1011.27,cloudy,81.45,4,8
2018-08-11,18665.55,217,1,75.63,0.92,0.1977,18:00:00,0.43,rain,1013.79,rain,74.2,5,8
2018-08-12,16544.5,259,1,79.93,0.79,0.0134,02:00:00,0.03,rain,1016.32,partly-cloudy-day,78.65,6,8
2018-08-13,15843.99,220,1,76.05,0.93,0.0545,11:00:00,0.0,rain,1011.95,cloudy,74.54,0,8
2018-08-14,14021.0,176,1,74.71,0.83,0.0956,16:00:00,0.0,rain,1010.15,partly-cloudy-day,73.74,1,8
2018-08-15,18027.25,242,1,87.63,0.53,0.0004,05:00:00,0.0,none,1013.31,partly-cloudy-day,85.2,2,8
2018-08-16,17058.75,250,1,89.95,0.55,0.0006,05:00:00,0.0,rain,1017.23,partly-cloudy-day,86.34,3,8
2018-08-17,18602.79,219,1,88.95,0.79,0.1796,23:00:00,0.32,rain,1013.52,rain,82.13,4,8
2018-08-18,16693.42,221,1,76.72,0.87,0.271,01:00:00,0.74,rain,1009.36,rain,75.39,5,8
2018-08-19,16915.76,248,1,72.84,0.78,0.0048,08:00:00,0.0,rain,1017.13,cloudy,72.27,6,8
2018-08-20,17508.99,218,1,73.07,0.78,0.0005,19:00:00,0.0,none,1019.94,partly-cloudy-day,72.46,0,8
2018-08-21,16520.0,228,1,73.83,0.79,0.0035,00:00:00,0.0,rain,1014.64,partly-cloudy-day,73.09,1,8
2018-08-22,18468.65,242,1,82.33,0.56,0.2471,02:00:00,0.0,rain,1006.79,partly-cloudy-day,80.87,2,8
2018-08-23,18457.36,281,1,76.46,0.41,0.0024,08:00:00,0.0,rain,1016.48,clear-day,76.46,3,8
2018-08-24,20671.67,283,1,76.89,0.49,0.0,05:01:00,0.0,none,1023.21,clear-day,76.89,4,8
2018-08-25,21394.14,287,1,74.16,0.6,0.0,05:01:00,0.0,none,1023.3,clear-day,74.16,5,8
2018-08-26,17948.49,289,1,83.69,0.63,0.0001,20:00:00,0.0,none,1017.32,cloudy,81.16,6,8
2018-08-27,15743.67,248,1,87.38,0.68,0.0003,03:00:00,0.0,none,1017.08,partly-cloudy-day,82.72,0,8
2018-08-28,16426.75,246,1,96.06,0.54,0.0003,08:00:00,0.0,none,1015.46,clear-night,89.81,1,8
2018-08-29,16096.66,249,1,95.06,0.52,0.0003,02:00:00,0.0,rain,1013.06,clear-night,89.71,2,8
2018-08-30,18462.61,273,1,87.08,0.51,0.001,17:00:00,0.0,rain,1017.32,clear-night,85.22,3,8
2018-08-31,18168.68,250,1,71.79,0.77,0.0374,15:00:00,0.0,rain,1024.76,partly-cloudy-night,71.33,4,8
2018-09-01,20437.75,266,1,72.75,0.71,0.0007,08:00:00,0.0,rain,1024.76,partly-cloudy-night,72.47,5,9
2018-09-02,18696.14,267,1,77.56,0.79,0.0,05:01:00,0.0,none,1022.65,partly-cloudy-night,76.49,6,9
2018-09-03,16762.98,237,1,90.85,0.75,0.0028,15:00:00,0.0,rain,1022.07,clear-night,83.49,0,9
2018-09-04,16015.25,244,1,91.66,0.6,0.0004,05:00:00,0.0,rain,1021.71,partly-cloudy-night,86.29,1,9
2018-09-05,15439.42,212,1,84.72,0.77,0.0009,23:00:00,0.0,rain,1021.4,clear-night,80.44,2,9
2018-09-06,18117.15,205,1,78.58,0.85,0.0503,19:00:00,0.67,rain,1019.62,rain,77.19,3,9
2018-09-07,18680.0,254,1,72.55,0.79,0.0075,02:00:00,0.0,rain,1019.43,cloudy,71.96,4,9
2018-09-08,15178.5,241,0,63.41,0.82,0.0063,10:00:00,0.37,rain,1020.88,rain,63.41,5,9
2018-09-09,14679.25,197,0,60.03,0.9,0.0322,18:00:00,0.97,rain,1022.81,rain,60.03,6,9
2018-09-10,12763.67,185,0,63.21,0.96,0.0849,05:00:00,0.83,rain,1019.81,rain,62.72,0,9
2018-09-11,15832.75,191,1,74.2,0.91,0.0131,14:00:00,0.0,rain,1020.37,cloudy,72.94,1,9
2018-09-12,13564.72,179,0,75.6,0.95,0.007,21:00:00,0.35,rain,1023.3,rain,74.02,2,9
2018-09-13,17284.8,234,1,74.17,0.87,0.0017,03:00:00,0.0,rain,1023.94,cloudy,73.06,3,9
2018-09-14,19072.09,246,1,72.62,0.79,0.0003,02:00:00,0.0,none,1022.77,cloudy,72.01,4,9
2018-09-15,19974.0,270,1,73.04,0.76,0.0003,07:00:00,0.0,none,1022.03,clear-night,72.5,5,9
2018-09-16,17065.79,278,1,75.33,0.72,0.0,05:01:00,0.0,none,1022.04,clear-night,74.76,6,9
2018-09-17,14932.88,212,1,76.14,0.86,0.0011,18:00:00,0.0,rain,1015.5,partly-cloudy-night,74.89,0,9
2018-09-18,18315.5,243,1,73.25,0.92,0.1312,14:00:00,0.0,rain,1008.18,partly-cloudy-night,72.02,1,9
2018-09-19,16643.54,235,1,73.8,0.83,0.0003,17:00:00,0.0,none,1014.84,partly-cloudy-night,72.9,2,9
2018-09-20,15009.7,220,1,68.28,0.74,0.0,05:01:00,0.0,none,1023.83,cloudy,68.25,3,9
2018-09-21,21252.0,284,1,72.96,0.79,0.0001,08:00:00,0.0,none,1016.53,cloudy,72.32,4,9
2018-09-22,20649.25,285,1,65.81,0.57,0.0081,05:00:00,0.0,rain,1022.04,partly-cloudy-night,65.81,5,9
2018-09-23,15416.27,233,1,63.87,0.81,0.0025,18:00:00,0.0,rain,1024.24,cloudy,63.87,6,9
2018-09-24,19496.46,233,1,62.85,0.67,0.0006,01:00:00,0.0,rain,1032.07,partly-cloudy-night,62.85,0,9
2018-09-25,13328.38,164,0,72.97,0.96,0.18,15:00:00,0.92,rain,1021.57,rain,71.6,1,9
2018-09-26,15864.5,191,1,77.13,0.88,0.1104,04:00:00,0.0,rain,1011.6,partly-cloudy-night,75.72,2,9
2018-09-27,15575.25,212,1,67.95,0.73,0.0159,22:00:00,0.0,rain,1019.08,cloudy,67.95,3,9
2018-09-28,19322.93,262,1,60.68,0.84,0.3667,07:00:00,0.0,rain,1019.33,partly-cloudy-night,60.68,4,9
2018-09-29,20224.75,280,1,66.45,0.63,0.0,05:01:00,0.0,none,1023.19,partly-cloudy-night,66.45,5,9
2018-09-30,18367.01,270,1,64.78,0.76,0.0,05:01:00,0.0,none,1025.75,clear-night,64.78,6,9
2018-10-01,17821.75,217,1,71.72,0.85,0.0005,23:00:00,0.0,none,1023.57,partly-cloudy-night,70.96,0,10
2018-10-02,16216.34,209,1,74.42,0.81,0.3115,23:00:00,0.0,rain,1016.33,partly-cloudy-night,73.55,1,10
2018-10-03,25000.01,1,1,68.83,0.7,0.1656,00:00:00,0.0,rain,1017.92,partly-cloudy-night,68.83,2,10
2018-10-04,16258.59,2,0,74.07,0.9,0.0213,18:00:00,0.06,rain,1013.79,cloudy,72.85,3,10
2018-10-05,19032.6,240,1,64.71,0.74,0.0,05:01:00,0.0,none,1021.1,partly-cloudy-night,64.71,4,10
2018-10-06,20786.38,277,1,66.45,0.92,0.0016,11:00:00,0.13,rain,1022.29,cloudy,65.84,5,10
2018-10-07,19098.41,258,1,75.46,0.85,0.0016,20:00:00,0.0,rain,1022.95,partly-cloudy-night,74.32,6,10
2018-10-08,15722.99,188,1,64.29,0.94,0.0047,07:00:00,0.16,rain,1029.91,cloudy,63.78,0,10
2018-10-09,15684.59,231,1,72.45,0.91,0.0029,02:00:00,0.0,rain,1023.8,partly-cloudy-night,71.34,1,10
2018-10-10,18442.77,251,1,74.41,0.93,0.0025,00:00:00,0.0,rain,1014.63,partly-cloudy-night,73.05,2,10
2018-10-11,15418.14,177,0,71.55,0.97,0.0914,17:00:00,0.94,rain,1002.63,rain,70.26,3,10
2018-10-12,19191.42,247,1,55.04,0.56,0.0761,05:00:00,0.0,rain,1007.47,clear-night,55.04,4,10
2018-10-13,20660.75,265,1,52.7,0.65,0.0248,09:00:00,0.0,rain,1015.68,clear-night,52.7,5,10
2018-10-14,18563.63,262,1,54.87,0.66,0.0011,13:00:00,0.0,rain,1023.23,partly-cloudy-night,54.87,6,10
2018-10-15,14750.25,198,1,66.47,0.85,0.0164,11:00:00,0.0,rain,1012.09,cloudy,66.17,0,10
2018-10-16,15190.07,170,1,51.74,0.57,0.0089,01:00:00,0.0,rain,1018.44,partly-cloudy-night,51.74,1,10
2018-10-17,13724.67,162,1,56.05,0.47,0.0,05:01:00,0.0,none,1015.57,partly-cloudy-night,56.05,2,10
2018-10-18,14878.0,181,0,45.94,0.4,0.0,05:01:00,0.0,none,1027.4,clear-night,47.86,3,10
2018-10-19,16887.5,228,1,56.44,0.56,0.0,05:01:00,0.0,none,1017.4,partly-cloudy-night,56.44,4,10
2018-10-20,18547.04,226,1,56.22,0.66,0.0071,04:00:00,0.0,rain,1002.77,partly-cloudy-night,56.22,5,10
2018-10-21,14927.0,178,0,38.14,0.5,0.0025,07:00:00,0.0,rain,1019.62,clear-night,42.6,6,10
2018-10-22,13160.74,196,0,48.44,0.58,0.0,05:01:00,0.0,none,1021.96,partly-cloudy-night,49.11,0,10
2018-10-23,14008.51,183,1,56.71,0.52,0.0008,19:00:00,0.0,none,1014.63,partly-cloudy-night,56.71,1,10
2018-10-24,15935.0,183,0,50.24,0.5,0.001,01:00:00,0.0,none,1020.17,partly-cloudy-night,50.24,2,10
2018-10-25,14465.01,171,0,42.35,0.55,0.0,05:01:00,0.0,none,1018.83,clear-night,45.39,3,10
2018-10-26,14558.0,196,0,44.63,0.7,0.0002,13:00:00,0.0,none,1018.38,cloudy,47.86,4,10
2018-10-27,16526.96,191,0,50.48,0.96,0.0922,05:00:00,0.29,rain,999.19,cloudy,50.48,5,10
2018-10-28,14556.23,196,1,51.36,0.74,0.0063,00:00:00,0.0,rain,1009.42,cloudy,51.36,6,10
2018-10-29,14752.5,186,0,52.63,0.65,0.0104,01:00:00,0.0,rain,1012.11,partly-cloudy-night,52.63,0,10
2018-10-30,13185.25,162,0,50.68,0.44,0.0016,19:00:00,0.0,rain,1019.28,clear-night,50.68,1,10
2018-10-31,15653.8,215,1,59.87,0.72,0.0001,07:00:00,0.0,none,1013.59,partly-cloudy-night,59.87,2,10
2018-11-01,16452.25,206,1,63.5,0.8,0.0,05:01:00,0.0,none,1009.79,partly-cloudy-night,63.5,3,11
2018-11-02,17802.78,223,1,64.37,0.97,0.1424,22:00:00,0.0,rain,1006.06,cloudy,63.72,4,11
2018-11-03,20010.5,232,1,52.86,0.48,0.1557,03:00:00,0.0,rain,1020.92,clear-night,52.86,5,11
2018-11-04,17146.5,209,1,47.53,0.64,0.0023,06:00:00,0.0,rain,1032.36,clear-night,47.53,6,11
2018-11-05,14828.91,161,0,51.52,0.95,0.0524,11:00:00,0.8,rain,1021.07,rain,51.52,0,11
2018-11-06,12192.5,159,0,57.27,0.96,0.5273,12:00:00,0.29,rain,1009.23,partly-cloudy-night,57.27,1,11
2018-11-07,16467.5,156,1,59.16,0.49,0.0002,05:00:00,0.0,none,1016.9,partly-cloudy-night,59.16,2,11
2018-11-08,13734.5,179,0,45.72,0.52,0.0,05:01:00,0.0,none,1026.28,clear-night,48.61,3,11
2018-11-09,14426.65,181,0,50.44,0.96,0.2149,19:00:00,0.98,rain,1013.95,rain,50.44,4,11
2018-11-10,15439.52,203,0,31.55,0.4,0.0108,00:00:00,0.0,rain,1021.84,clear-night,37.9,5,11
2018-11-11,13939.95,199,0,40.72,0.52,0.0011,00:00:00,0.0,none,1028.08,clear-night,40.72,6,11
2018-11-12,11892.0,153,0,45.53,0.69,0.0157,00:00:00,0.0,rain,1027.87,partly-cloudy-night,45.53,0,11
2018-11-13,13397.5,165,0,39.04,0.63,0.1403,05:00:00,0.0,rain,1016.96,cloudy,44.71,1,11
2018-11-14,13446.0,171,0,28.07,0.44,0.0,05:01:00,0.0,none,1034.05,partly-cloudy-night,34.64,2,11
2018-11-15,13457.0,146,0,22.95,0.97,0.0627,17:00:00,0.5,snow,1021.26,sleet,31.93,3,11
2018-11-16,15187.25,188,0,34.8,0.65,0.0571,06:00:00,0.0,rain,1011.75,partly-cloudy-night,40.71,4,11
2018-11-17,17525.25,195,0,41.0,0.59,0.0,05:01:00,0.0,none,1024.05,cloudy,44.75,5,11
2018-11-18,14531.0,180,0,43.05,0.68,0.0,05:01:00,0.0,none,1025.16,cloudy,43.05,6,11
2018-11-19,13200.24,174,0,46.49,0.76,0.0,05:01:00,0.0,none,1015.68,partly-cloudy-night,46.49,0,11
2018-11-20,14088.25,194,0,39.54,0.59,0.0012,07:00:00,0.0,rain,1015.96,cloudy,43.7,1,11
2018-11-21,14029.99,174,0,30.5,0.64,0.006,19:00:00,0.0,rain,1019.2,cloudy,37.76,2,11
2018-11-22,0.0,0,0,11.24,0.33,0.0,05:01:00,0.0,none,1034.67,clear-night,21.98,3,11
2018-11-23,14565.5,199,0,29.91,0.38,0.0,05:01:00,0.0,none,1031.22,clear-night,29.91,4,11
2018-11-24,15461.75,198,0,41.72,0.93,0.3288,23:00:00,0.7,rain,1009.06,rain,46.1,5,11
2018-11-25,11946.5,193,0,50.85,0.62,0.2538,01:00:00,0.0,rain,1014.06,cloudy,50.85,6,11
2018-11-26,12201.5,164,0,43.93,0.95,0.1992,16:00:00,1.0,rain,995.96,rain,48.63,0,11
2018-11-27,13653.0,163,0,32.9,0.58,0.0117,00:00:00,0.0,rain,998.13,cloudy,39.8,1,11
2018-11-28,14088.95,171,0,35.05,0.56,0.0,05:01:00,0.0,none,1004.0,cloudy,41.0,2,11
2018-11-29,14179.59,183,0,35.57,0.55,0.0,05:01:00,0.0,none,1015.49,cloudy,40.83,3,11
2018-11-30,14363.37,187,0,39.28,0.84,0.0041,15:00:00,0.0,rain,1018.55,cloudy,39.28,4,11
2018-12-01,15720.91,203,0,38.66,0.81,0.0083,21:00:00,0.75,rain,1021.39,rain,41.5,5,12
2018-12-02,13512.75,196,0,52.32,1.0,0.0782,04:00:00,0.54,rain,1002.91,rain,52.32,6,12
2018-12-03,11313.5,167,0,44.49,0.58,0.0003,00:00:00,0.0,none,1006.77,partly-cloudy-night,48.28,0,12
2018-12-04,12529.75,162,0,29.74,0.46,0.0,05:01:00,0.0,none,1017.53,clear-night,34.93,1,12
2018-12-05,11761.25,172,0,30.02,0.52,0.0,05:01:00,0.0,none,1018.63,partly-cloudy-night,33.63,2,12
2018-12-06,15825.84,178,0,32.01,0.53,0.0,05:01:00,0.0,none,1021.65,partly-cloudy-night,37.75,3,12
2018-12-07,16930.08,202,0,23.98,0.44,0.0,05:01:00,0.0,none,1030.77,clear-night,31.28,4,12
2018-12-08,15826.49,206,0,31.01,0.57,0.0,05:01:00,0.0,none,1033.37,partly-cloudy-night,31.01,5,12
2018-12-09,14290.71,186,0,28.57,0.57,0.0003,11:00:00,0.0,none,1023.68,clear-night,32.71,6,12
2018-12-10,14184.25,176,0,33.47,0.54,0.0,05:01:00,0.0,none,1021.34,clear-night,33.47,0,12
2018-12-11,18929.5,170,0,30.48,0.6,0.0,05:01:00,0.0,none,1014.76,clear-night,34.82,1,12
2018-12-12,13305.57,159,0,34.57,0.63,0.0,05:01:00,0.0,none,1023.64,partly-cloudy-night,34.57,2,12
2018-12-13,18817.5,164,0,35.08,0.91,0.0014,13:00:00,0.0,rain,1031.68,cloudy,39.14,3,12
2018-12-14,16720.16,183,0,47.58,0.95,0.0174,00:00:00,0.09,rain,1026.88,cloudy,47.58,4,12
2018-12-15,16371.82,202,0,47.03,0.72,0.0339,02:00:00,0.0,rain,1020.0,partly-cloudy-night,49.65,5,12
2018-12-16,13708.5,170,0,32.26,0.94,0.1232,06:00:00,1.0,rain,1009.31,rain,38.67,6,12
2018-12-17,14433.0,173,0,36.19,0.49,0.0031,01:00:00,0.0,rain,1008.35,cloudy,42.46,0,12
2018-12-18,15217.59,169,0,23.37,0.49,0.0,05:01:00,0.0,none,1020.88,clear-night,31.23,1,12
2018-12-19,15203.41,194,0,36.2,0.63,0.0014,00:00:00,0.0,rain,1020.0,clear-night,36.2,2,12
2018-12-20,13216.0,159,0,40.58,0.95,0.04,19:00:00,1.0,rain,1014.6,rain,43.97,3,12
2018-12-21,12837.89,180,0,54.25,0.97,0.2207,07:00:00,0.0,rain,991.23,cloudy,54.25,4,12
2018-12-22,16637.99,204,0,36.55,0.55,0.0005,07:00:00,0.0,none,1011.26,cloudy,42.8,5,12
2018-12-23,14078.37,189,0,37.46,0.6,0.0003,23:00:00,0.0,none,1019.19,partly-cloudy-night,39.69,6,12
2018-12-24,0.0,0,0,33.23,0.55,0.0098,04:00:00,0.0,rain,1018.88,partly-cloudy-night,39.22,0,12
2018-12-25,0.0,0,0,31.16,0.52,0.0,05:01:00,0.0,none,1027.2,partly-cloudy-night,36.75,1,12
2018-12-26,13206.7,176,0,34.34,0.61,0.0,05:01:00,0.0,none,1031.82,clear-night,38.11,2,12
2018-12-27,15357.03,201,0,36.67,0.72,0.0,05:01:00,0.0,none,1035.16,partly-cloudy-night,38.73,3,12
2018-12-28,15497.37,211,0,56.46,0.98,0.1741,11:00:00,0.12,rain,1010.97,cloudy,56.46,4,12
2018-12-29,16236.11,207,0,39.17,0.55,0.0001,06:00:00,0.0,none,1021.15,partly-cloudy-night,43.62,5,12
2018-12-30,15208.0,209,0,37.87,0.76,0.0001,22:00:00,0.0,none,1025.07,partly-cloudy-night,37.87,6,12
2018-12-31,15099.0,177,0,38.78,0.96,0.2171,22:00:00,1.0,rain,1019.36,rain,43.76,0,12
2019-01-01,0.0,0,0,39.16,0.58,0.1339,00:00:00,0.0,rain,1019.39,partly-cloudy-night,44.36,1,1
2019-01-02,12685.24,191,0,31.98,0.61,0.0,05:01:00,0.0,none,1023.7,cloudy,36.71,2,1
2019-01-03,13580.96,184,0,37.55,0.58,0.0001,07:00:00,0.0,none,1016.84,partly-cloudy-night,37.55,3,1
2019-01-04,16002.75,199,0,41.93,0.75,0.0001,13:00:00,0.0,none,1011.7,clear-night,43.32,4,1
2019-01-05,16463.62,232,0,40.87,0.89,0.0778,03:00:00,0.06,rain,1003.26,partly-cloudy-night,44.62,5,1
2019-01-06,12405.14,182,0,30.02,0.44,0.0001,12:00:00,0.0,none,1021.62,partly-cloudy-night,38.42,6,1
2019-01-07,14222.67,178,0,31.57,0.34,0.0,05:01:00,0.0,none,1028.72,cloudy,31.57,0,1
2019-01-08,10811.32,167,0,41.97,0.92,0.0792,00:00:00,0.06,rain,1006.89,cloudy,41.97,1,1
2019-01-09,12985.09,173,0,30.43,0.43,0.0792,00:00:00,0.0,rain,1003.79,partly-cloudy-night,37.97,2,1
2019-01-10,13196.76,151,0,22.21,0.53,0.0,05:01:00,0.0,none,1012.98,partly-cloudy-night,31.44,3,1
2019-01-11,14699.25,187,0,16.39,0.33,0.0,05:01:00,0.0,none,1028.1,clear-night,25.78,4,1
2019-01-12,17112.96,214,0,27.76,0.42,0.0,05:01:00,0.0,none,1033.23,partly-cloudy-night,30.78,5,1
2019-01-13,14285.0,189,0,19.9,0.46,0.0023,02:00:00,0.0,snow,1026.44,partly-cloudy-night,29.02,6,1
2019-01-14,14422.25,189,0,28.65,0.48,0.0,05:01:00,0.0,none,1021.18,clear-night,28.65,0,1
2019-01-15,13893.17,190,0,31.01,0.56,0.0,05:01:00,0.0,none,1020.62,clear-night,31.01,1,1
2019-01-16,12378.42,178,0,31.67,0.52,0.0,05:01:00,0.0,none,1019.96,partly-cloudy-night,37.95,2,1
2019-01-17,13888.74,183,0,26.75,0.49,0.0,05:01:00,0.0,none,1026.56,partly-cloudy-night,29.87,3,1
2019-01-18,15526.62,192,0,31.11,0.84,0.0034,12:00:00,0.0,snow,1019.53,partly-cloudy-night,35.25,4,1
2019-01-19,15916.88,212,0,30.52,0.77,0.059,00:00:00,0.0,rain,1017.38,cloudy,36.73,5,1
2019-01-20,16673.0,212,0,2.42,0.59,0.1636,03:00:00,0.0,rain,1003.67,partly-cloudy-night,17.81,6,1
2019-01-21,11967.25,171,0,-3.83,0.43,0.0,05:01:00,0.0,none,1024.97,clear-night,11.62,0,1
2019-01-22,13409.07,187,0,27.2,0.42,0.0,05:01:00,0.0,none,1037.03,partly-cloudy-night,27.2,1,1
2019-01-23,13602.0,182,0,39.42,0.75,0.0,05:01:00,0.0,none,1017.18,cloudy,41.68,2,1
2019-01-24,13681.91,194,0,33.8,0.68,0.218,12:00:00,0.0,rain,1001.59,cloudy,40.84,3,1
2019-01-25,17980.69,202,0,25.91,0.32,0.0,05:01:00,0.0,none,1019.62,clear-night,33.17,4,1
2019-01-26,25000.0,75,0,32.18,0.47,0.0,05:01:00,0.0,none,1024.09,cloudy,32.18,5,1
2019-01-27,13926.0,179,0,39.89,0.53,0.0001,22:00:00,0.0,none,1014.57,partly-cloudy-night,42.5,6,1
2019-01-28,15725.4,190,0,26.84,0.42,0.0,05:01:00,0.0,none,1017.74,clear-night,26.84,0,1
2019-01-29,13610.53,158,0,34.02,0.92,0.0611,20:00:00,1.0,rain,1009.38,rain,40.06,1,1
