date,covers,net_sales,outside
2019-01-14,189.0,14422.25,0
2019-01-15,190.0,13893.17,0
2019-01-16,178.0,12378.42,0
2019-01-17,183.0,13888.74,0
2019-01-18,192.0,15526.62,0
2019-01-19,212.0,15916.880000000001,0
2019-01-20,212.0,16673.0,0
2019-01-21,171.0,11967.25,0
2019-01-22,187.0,13409.07,0
2019-01-23,182.0,13602.0,0
2019-01-24,194.0,13681.91,0
2019-01-25,202.0,17980.690000000002,0
2019-01-26,75.0,25000.0,0
2019-01-27,179.0,13926.0,0
2019-01-28,190.0,15725.4,0
2019-01-29,158.0,13610.529999999999,0
2019-01-30,174.0,14601.529999999999,0
2019-01-31,186.0,15421.91,0
2019-02-01,195.0,16049.24,0
2019-02-02,229.0,18353.309999999998,0
2019-02-03,0.0,0.0,0
2019-02-04,169.0,11976.75,0
2019-02-05,183.0,14941.96,0
2019-02-06,191.0,14392.54,0
2019-02-07,188.0,14755.85,0
2019-02-08,186.0,14796.74,0
2019-02-09,216.0,18597.28,0
2019-02-10,211.0,14265.28,0
2019-02-11,183.0,13817.81,0
2019-02-12,160.0,13575.01,0
2019-02-13,175.0,15300.51,0
2019-02-14,184.0,15169.45,0
2019-02-15,219.0,16749.41,0
2019-02-16,233.0,16851.88,0
2019-02-17,230.0,16455.36,0
2019-02-18,188.0,15747.65,0
2019-02-19,178.0,13941.199999999999,0
2019-02-20,157.0,13769.0,0
2019-02-21,190.0,14799.51,0
2019-02-22,210.0,17253.5,0
2019-02-23,229.0,17842.15,0
2019-02-24,197.0,13862.720000000001,0
2019-02-25,162.0,13771.25,0
2019-02-26,178.0,13913.67,0
2019-02-27,179.0,27909.75,0
2019-02-28,169.0,14560.02,0
2019-03-01,194.0,14837.11,0
2019-03-02,198.0,19093.57,0
2019-03-03,188.0,13957.5,0
2019-03-04,188.0,13369.25,0
2019-03-05,175.0,13599.77,0
2019-03-06,153.0,11925.17,0
2019-03-07,204.0,15261.42,0
2019-03-08,212.0,17086.85,0
2019-03-09,269.0,19019.559999999998,0
2019-03-10,206.0,15061.300000000001,0
2019-03-11,191.0,14179.58,0
2019-03-12,191.0,14019.5,0
2019-03-13,183.0,16744.55,0
2019-03-14,180.0,14913.4,0
2019-03-15,197.0,15491.380000000001,0
2019-03-16,211.0,16980.42,0
2019-03-17,189.0,14554.25,0
2019-03-18,186.0,14174.46,0
2019-03-19,188.0,13480.41,0
2019-03-20,167.0,12259.69,0
2019-03-21,176.0,13971.17,0
2019-03-22,216.0,15905.09,0
2019-03-23,215.0,17432.25,0
2019-03-24,220.0,14233.0,0
2019-03-25,188.0,14034.25,0
2019-03-26,185.0,14285.5,0
2019-03-27,172.0,15776.1,0
2019-03-28,188.0,13559.5,0
2019-03-29,204.0,16291.09,0
2019-03-30,243.0,17937.190000000002,0
2019-03-31,220.0,14248.72,0
2019-04-01,167.0,12858.5,0
2019-04-02,173.0,13983.0,0
2019-04-03,183.0,15275.98,1
2019-04-04,190.0,14172.84,0
2019-04-05,210.0,17164.91,0
2019-04-06,253.0,19636.7,0
2019-04-07,206.0,15262.66,0
2019-04-08,185.0,13748.75,0
2019-04-09,184.0,15610.75,0
2019-04-10,213.0,16141.529999999999,1
2019-04-11,193.0,15233.42,1
2019-04-12,195.0,15499.54,0
2019-04-13,309.0,22044.7,1
2019-04-14,273.0,19197.14,1
2019-04-15,207.0,15071.21,0
2019-04-16,231.0,16704.25,1
2019-04-17,210.0,15640.2,1
2019-04-18,223.0,18789.730000000003,1
2019-04-19,256.0,18099.510000000002,1
2019-04-20,285.0,19922.12,1
2019-04-21,262.0,17947.379999999997,1
2019-04-22,199.0,14521.0,0
2019-04-23,226.0,15124.71,1
2019-04-24,263.0,18315.590000000004,1
2019-04-25,194.0,15795.0,0
2019-04-26,190.0,15665.17,0
2019-04-27,233.0,20572.2,1
2019-04-28,187.0,13385.27,1
2019-04-29,194.0,13533.34,1
2019-04-30,160.0,15476.48,1
2019-05-01,174.0,13112.84,0
2019-05-02,208.0,18046.26,1
2019-05-03,236.0,17950.989999999998,1
2019-05-04,304.0,21879.9,1
2019-05-05,206.0,14566.4,0
2019-05-06,210.0,15982.0,1
2019-05-07,219.0,16030.75,1
2019-05-08,193.0,13849.69,1
2019-05-09,203.0,16304.6,1
2019-05-10,301.0,24313.539999999997,1
2019-05-11,257.0,20713.68,1
2019-05-12,180.0,12262.59,0
2019-05-13,179.0,13163.0,0
2019-05-14,170.0,14125.75,0
2019-05-15,238.0,17601.21,1
2019-05-16,247.0,18423.489999999998,1
2019-05-17,245.0,21350.489999999998,1
2019-05-18,314.0,24635.4,1
2019-05-19,270.0,17560.629999999997,1
2019-05-20,257.0,17033.5,1
2019-05-21,228.0,20307.91,1
2019-05-22,251.0,17455.46,1
2019-05-23,213.0,16084.5,1
2019-05-24,300.0,21672.14,1
2019-05-25,42.0,25080.0,0
2019-05-26,281.0,20863.739999999998,1
2019-05-27,309.0,19083.489999999998,1
2019-05-28,181.0,13647.99,1
2019-05-29,184.0,13669.77,0
2019-05-30,180.0,14610.130000000001,0
2019-05-31,307.0,22367.260000000002,1
2019-06-01,334.0,25309.0,1
2019-06-02,252.0,17890.58,1
2019-06-03,278.0,18854.8,1
2019-06-04,243.0,19001.46,1
2019-06-05,231.0,15613.58,1
2019-06-06,253.0,18421.260000000002,1
2019-06-07,270.0,21023.88,1
2019-06-08,304.0,21201.510000000002,1
2019-06-09,305.0,20616.1,1
