date,covers,sales,outside,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature,day_of_week,month,closed,ppa
2017-08-20,273.0,17123.57,1,79.41,0.54,0.0,05:01AM,0.0,none,1018.85,clear-day,79.25,6,8,0,62.72369963369963
2017-08-21,259.0,17029.72,1,84.37,0.68,0.0,05:01AM,0.0,none,1019.19,partly-cloudy-day,81.01,0,8,0,65.75181467181467
2017-08-22,243.0,16495.79,1,92.29,0.67,0.0584,12:00AM,0.0,rain,1008.6,partly-cloudy-day,85.38,1,8,0,67.88390946502058
2017-08-23,276.0,18835.74,1,76.86,0.49,0.1164,01:00AM,0.0,rain,1010.37,partly-cloudy-day,76.86,2,8,0,68.2454347826087
2017-08-24,257.0,18486.74,1,74.26,0.46,0.0,05:01AM,0.0,none,1013.65,partly-cloudy-day,74.26,3,8,0,71.93284046692608
2017-08-25,287.0,20544.34,1,72.9,0.54,0.0,05:01AM,0.0,none,1020.45,partly-cloudy-day,72.9,4,8,0,71.58306620209059
2017-08-26,318.0,20256.75,1,71.28,0.49,0.0,05:01AM,0.0,none,1023.43,clear-day,71.28,5,8,0,63.700471698113205
2017-08-27,298.0,20214.07,1,70.8,0.57,0.0,05:01AM,0.0,none,1023.77,partly-cloudy-day,70.8,6,8,0,67.83244966442953
2017-08-28,265.0,19499.14,1,69.58,0.56,0.0,05:01AM,0.0,none,1025.13,partly-cloudy-night,69.58,0,8,0,73.58166037735849
2017-08-29,180.0,13213.19,0,62.81,0.87,0.0288,05:00PM,0.45,rain,1018.01,rain,62.75,1,8,0,73.40661111111112
2017-08-30,263.0,19277.14,1,74.01,0.57,0.0162,12:00AM,0.0,rain,1013.25,partly-cloudy-night,74.01,2,8,0,73.29711026615969
2017-08-31,269.0,18963.38,1,72.64,0.55,0.0,04:00PM,0.0,none,1013.15,partly-cloudy-night,72.64,3,8,0,70.49583643122676
2017-09-01,304.0,20902.56,1,66.61,0.45,0.0,05:01AM,0.0,none,1019.8,partly-cloudy-night,66.61,4,9,0,68.75842105263159
2017-09-02,219.0,16146.44,0,62.39,0.73,0.0962,11:00PM,0.37,rain,1020.85,rain,62.39,5,9,0,73.72803652968037
2017-09-03,317.0,22341.210000000006,1,68.11,0.74,0.0567,10:00AM,0.0,rain,1011.72,partly-cloudy-night,68.11,6,9,0,70.47700315457415
2017-09-04,281.0,19093.88,1,75.31,0.57,0.0,05:01AM,0.0,none,1011.21,clear-night,75.31,0,9,0,67.94975088967972
2017-09-05,233.0,15330.97,1,77.93,0.73,0.0108,09:00PM,0.0,rain,1008.1,partly-cloudy-night,77.1,1,9,0,65.79815450643777
2017-09-06,183.0,19011.01,0,62.49,0.89,0.0824,10:00PM,0.63,rain,1012.01,rain,62.36,2,9,0,103.88530054644808
2017-09-07,259.0,17132.96,1,68.26,0.55,0.0509,12:00AM,0.0,rain,1013.45,clear-night,68.26,3,9,0,66.1504247104247
2017-09-08,286.0,20744.69,1,66.67,0.58,0.0,05:01AM,0.0,none,1020.01,partly-cloudy-night,66.67,4,9,0,72.53388111888111
2017-09-09,295.0,19019.56,1,62.51,0.62,0.0,05:01AM,0.0,none,1024.8,clear-night,62.51,5,9,0,64.47308474576272
2017-09-10,295.0,19838.99,1,67.62,0.52,0.0,05:01AM,0.0,none,1027.21,clear-night,67.62,6,9,0,67.25081355932204
2017-09-11,230.0,16490.239999999998,1,70.24,0.52,0.0,05:01AM,0.0,none,1020.81,clear-night,70.24,0,9,0,71.6966956521739
2017-09-12,236.0,19295.39,1,73.23,0.64,0.0,05:01AM,0.0,none,1013.44,clear-night,73.21,1,9,0,81.76012711864406
2017-09-13,236.0,17701.940000000002,1,72.86,0.87,0.0045,04:00PM,0.0,rain,1011.47,cloudy,71.88,2,9,0,75.00822033898307
2017-09-14,259.0,18848.97,1,76.8,0.74,0.0,05:01AM,0.0,none,1011.96,partly-cloudy-night,76.01,3,9,0,72.77594594594595
2017-09-15,300.0,17726.059999999998,1,76.28,0.76,0.0,05:01AM,0.0,none,1018.14,partly-cloudy-night,75.45,4,9,0,59.08686666666666
2017-09-16,293.0,22523.97,1,73.75,0.85,0.0,05:01AM,0.0,none,1020.62,partly-cloudy-night,72.79,5,9,0,76.87361774744028
2017-09-17,280.0,18574.45,1,72.94,0.82,0.0,05:01AM,0.0,none,1019.53,partly-cloudy-night,72.17,6,9,0,66.33732142857143
2017-09-18,238.0,16130.44,1,72.44,0.83,0.0,05:01AM,0.0,none,1018.97,partly-cloudy-night,71.66,0,9,0,67.77495798319327
2017-09-19,180.0,13213.17,0,71.75,0.83,0.0143,04:00PM,0.42,rain,1011.88,rain,71.04,1,9,0,73.4065
2017-09-20,238.0,17877.5,1,76.82,0.7,0.0,05:01AM,0.0,none,1012.64,partly-cloudy-night,76.2,2,9,0,75.1155462184874
2017-09-21,248.0,17543.5,1,76.16,0.66,0.0,05:01AM,0.0,none,1016.06,partly-cloudy-night,75.79,3,9,0,70.7399193548387
2017-09-22,294.0,17726.059999999998,1,76.73,0.54,0.0,05:01AM,0.0,none,1014.22,partly-cloudy-night,76.73,4,9,0,60.292721088435364
2017-09-23,298.0,22869.189999999995,1,79.34,0.45,0.0,05:01AM,0.0,none,1016.71,clear-night,79.34,5,9,0,76.74224832214763
2017-09-24,275.0,21105.07,1,79.85,0.63,0.0,05:01AM,0.0,none,1017.0,clear-night,79.27,6,9,0,76.74570909090909
2017-09-25,229.0,16621.97,1,76.65,0.7,0.0,05:01AM,0.0,none,1017.18,clear-night,76.04,0,9,0,72.58502183406114
2017-09-26,215.0,15022.89,1,74.98,0.78,0.0,05:01AM,0.0,none,1015.29,clear-night,74.21,1,9,0,69.87390697674418
2017-09-27,224.0,17679.96,1,81.84,0.81,0.0,05:01AM,0.0,none,1008.96,partly-cloudy-night,78.77,2,9,0,78.92839285714285
2017-09-28,245.0,17033.1,1,68.08,0.49,0.0,05:01AM,0.0,none,1011.28,clear-night,68.08,3,9,0,69.52285714285713
2017-09-29,293.0,21847.5,1,62.42,0.57,0.0,05:01AM,0.0,none,1016.74,clear-night,62.42,4,9,0,74.56484641638225
2017-09-30,277.0,21402.44,1,56.63,0.74,0.0,03:00PM,0.0,none,1025.48,partly-cloudy-night,56.63,5,9,0,77.2651263537906
2017-10-01,274.0,18929.99,1,60.83,0.58,0.0,05:01AM,0.0,none,1025.77,clear-night,60.83,6,10,0,69.08755474452555
2017-10-02,227.0,15204.55,1,63.71,0.57,0.0,05:01AM,0.0,none,1030.77,clear-night,63.71,0,10,0,66.98039647577092
2017-10-03,248.0,17482.16,1,61.04,0.64,0.0,05:01AM,0.0,none,1035.47,clear-night,61.04,1,10,0,70.49258064516128
2017-10-04,244.0,16700.510000000002,1,69.58,0.69,0.0,05:01AM,0.0,none,1023.59,clear-night,69.58,2,10,0,68.44471311475411
2017-10-05,240.0,19832.61,1,77.22,0.63,0.0028,11:00PM,0.0,rain,1017.44,partly-cloudy-night,76.85,3,10,0,82.635875
2017-10-06,293.0,22079.16,1,72.01,0.79,0.0028,12:00AM,0.0,rain,1017.86,partly-cloudy-night,71.45,4,10,0,75.35549488054608
2017-10-07,303.0,20941.32,1,74.35,0.8,0.0,05:01AM,0.0,none,1017.57,partly-cloudy-night,73.55,5,10,0,69.11326732673267
2017-10-08,271.0,19543.23,1,77.13,0.87,0.0382,10:00AM,0.0,rain,1014.8,partly-cloudy-night,75.79,6,10,0,72.11523985239852
2017-10-09,177.0,11963.9,0,76.49,0.93,0.0719,02:00PM,0.26,rain,1011.43,cloudy,74.93,0,10,0,67.59265536723164
2017-10-10,235.0,20857.96,1,73.0,0.71,0.0,05:01AM,0.0,none,1018.64,clear-night,72.7,1,10,0,88.75727659574467
2017-10-11,182.0,16262.21,0,67.66,0.82,0.0035,07:00PM,0.38,rain,1020.72,rain,67.38,2,10,0,89.35280219780219
2017-10-12,197.0,17214.37,1,59.62,0.65,0.0179,05:00AM,0.0,rain,1028.38,partly-cloudy-night,59.62,3,10,0,87.3825888324873
2017-10-13,297.0,21080.36,1,63.0,0.8,0.0,05:01AM,0.0,none,1027.56,cloudy,63.0,4,10,0,70.9776430976431
2017-10-14,295.0,22069.9,1,68.93,0.83,0.0045,04:00AM,0.0,rain,1022.05,cloudy,68.48,5,10,0,74.81322033898306
2017-10-15,251.0,18960.73,1,69.74,0.8,0.0,09:00AM,0.0,none,1010.85,cloudy,69.33,6,10,0,75.54075697211155
2017-10-16,182.0,14182.99,0,53.92,0.56,0.0054,05:00AM,0.0,rain,1020.18,partly-cloudy-night,53.92,0,10,0,77.92851648351649
2017-10-17,169.0,12756.3,0,53.79,0.57,0.0,05:01AM,0.0,none,1025.23,clear-night,53.79,1,10,0,75.48106508875739
2017-10-18,232.0,17304.629999999994,1,63.3,0.64,0.0,05:01AM,0.0,none,1025.18,clear-night,63.3,2,10,0,74.58892241379307
2017-10-19,237.0,18461.05,1,64.13,0.56,0.0,05:01AM,0.0,none,1018.98,clear-night,64.13,3,10,0,77.89472573839662
2017-10-20,258.0,20765.46,1,65.49,0.41,0.0,05:01AM,0.0,none,1021.09,clear-night,65.49,4,10,0,80.48627906976743
2017-10-21,310.0,23795.719999999994,1,64.6,0.55,0.0,05:01AM,0.0,none,1027.42,clear-night,64.6,5,10,0,76.76038709677417
2017-10-22,245.0,19438.08,1,63.95,0.66,0.0,05:01AM,0.0,none,1028.28,clear-night,63.95,6,10,0,79.33910204081633
2017-10-23,243.0,19151.8,1,68.88,0.83,0.0,05:01AM,0.0,none,1019.07,cloudy,68.44,0,10,0,78.81399176954733
2017-10-24,186.0,13815.61,0,69.26,0.92,0.0734,03:00PM,0.23,rain,1008.45,cloudy,68.41,1,10,0,74.27747311827957
2017-10-25,231.0,16844.68,1,60.44,0.66,0.0008,01:00AM,0.0,none,1005.42,partly-cloudy-night,60.44,2,10,0,72.92069264069264
2017-10-26,185.0,18560.79,0,54.58,0.57,0.0002,01:00PM,0.0,none,1009.54,partly-cloudy-night,54.58,3,10,0,100.3285945945946
2017-10-27,238.0,18891.58,1,56.06,0.63,0.0,05:01AM,0.0,none,1019.15,clear-night,56.06,4,10,0,79.37638655462186
2017-10-28,285.0,23659.6,1,63.46,0.81,0.0,05:01AM,0.0,none,1013.4,partly-cloudy-night,63.46,5,10,0,83.0161403508772
2017-10-29,188.0,14239.55,0,65.62,0.95,0.3206,10:00PM,1.0,rain,993.26,rain,64.98,6,10,0,75.74228723404255
2017-10-30,165.0,13725.509999999998,0,52.52,0.55,0.066,12:00AM,0.0,rain,1008.39,clear-night,52.52,0,10,0,83.18490909090909
2017-10-31,185.0,13040.32,0,50.68,0.49,0.0,05:01AM,0.0,none,1021.19,clear-night,50.68,1,10,0,70.48821621621622
2017-11-01,179.0,17678.12,0,53.95,0.7,0.0,05:01AM,0.0,none,1025.93,cloudy,53.95,2,11,0,98.76044692737429
2017-11-02,225.0,16444.199999999993,1,65.98,0.8,0.0,05:01AM,0.0,none,1022.51,partly-cloudy-night,65.91,3,11,0,73.08533333333331
2017-11-03,270.0,21471.5,1,63.92,0.68,0.0,05:01AM,0.0,none,1018.66,partly-cloudy-night,63.92,4,11,0,79.52407407407408
2017-11-04,215.0,17404.57,0,51.0,0.7,0.0,05:01AM,0.0,none,1026.58,clear-night,51.0,5,11,0,80.95148837209302
2017-11-05,197.0,15577.17,0,59.8,0.94,0.0047,02:00AM,0.0,rain,1018.59,cloudy,59.7,6,11,0,79.07192893401016
2017-11-06,179.0,14282.8,0,55.48,0.74,0.0,10:00AM,0.0,none,1016.77,partly-cloudy-night,55.48,0,11,0,79.79217877094972
2017-11-07,163.0,12763.13,0,38.47,0.9,0.1053,07:00PM,0.99,rain,1021.84,rain,40.98,1,11,0,78.30141104294478
2017-11-08,185.0,15251.01,0,45.83,0.75,0.0169,12:00AM,0.0,rain,1025.12,cloudy,45.83,2,11,0,82.4378918918919
2017-11-09,182.0,16385.379999999994,0,51.54,0.79,0.0005,12:00AM,0.0,none,1016.86,cloudy,51.54,3,11,0,90.0295604395604
2017-11-10,195.0,17368.440000000002,0,20.6,0.42,0.001,01:00AM,0.0,rain,1031.9,clear-night,27.93,4,11,0,89.06892307692308
2017-11-11,186.0,15800.3,0,32.98,0.44,0.0,05:01AM,0.0,none,1034.36,clear-night,32.98,5,11,0,84.94784946236558
2017-11-12,195.0,14902.36,0,39.95,0.62,0.0,05:01AM,0.0,none,1029.81,partly-cloudy-night,39.95,6,11,0,76.42235897435897
2017-11-13,166.0,12977.0,0,41.59,0.78,0.0141,09:00AM,0.0,rain,1026.59,clear-night,41.59,0,11,0,78.17469879518072
2017-11-14,161.0,13953.13,0,42.56,0.74,0.0,05:01AM,0.0,none,1026.28,cloudy,42.56,1,11,0,86.66540372670806
2017-11-15,186.0,15811.91,0,47.29,0.7,0.0,05:01AM,0.0,none,1020.18,cloudy,47.29,2,11,0,85.0102688172043
2017-11-16,180.0,16681.98,0,44.55,0.62,0.0302,07:00AM,0.0,rain,1011.33,clear-night,47.73,3,11,0,92.67766666666667
2017-11-17,179.0,16040.229999999998,0,40.84,0.42,0.0,05:01AM,0.0,none,1018.66,clear-night,40.84,4,11,0,89.61022346368713
2017-11-18,211.0,19629.02,0,48.08,0.87,0.0306,07:00PM,0.91,rain,1002.2,rain,48.08,5,11,0,93.02853080568721
2017-11-19,208.0,15032.04,0,42.93,0.53,0.0432,05:00AM,0.0,rain,1006.12,partly-cloudy-night,44.87,6,11,0,72.26942307692308
2017-11-20,175.0,14128.5,0,40.26,0.53,0.0,05:01AM,0.0,none,1019.7,clear-night,42.98,0,11,0,80.73428571428572
2017-11-21,187.0,15569.8,0,50.38,0.62,0.0,05:01AM,0.0,none,1017.73,clear-night,50.38,1,11,0,83.26096256684491
2017-11-22,188.0,16224.55,0,35.17,0.59,0.0356,09:00AM,0.0,rain,1017.22,partly-cloudy-night,40.31,2,11,0,86.30079787234042
2017-11-23,0.0,0.0,0,36.8,0.58,0.0,05:01AM,0.0,none,1016.83,partly-cloudy-night,36.8,3,11,1,0.0
2017-11-24,187.0,13427.240000000002,0,43.9,0.58,0.0,05:01AM,0.0,none,1015.17,clear-night,43.9,4,11,0,71.80342245989306
2017-11-25,206.0,14833.24,0,52.61,0.56,0.0,05:01AM,0.0,none,1005.98,partly-cloudy-night,52.61,5,11,0,72.00601941747573
2017-11-26,188.0,13432.36,0,39.84,0.56,0.0,05:01AM,0.0,none,1015.62,clear-night,39.84,6,11,0,71.44872340425532
2017-11-27,175.0,12881.51,0,43.92,0.5,0.0,05:01AM,0.0,none,1022.93,clear-night,43.92,0,11,0,73.60862857142857
2017-11-28,136.0,14999.48,0,49.17,0.79,0.0,05:01AM,0.0,none,1025.57,clear-night,49.71,1,11,0,110.29029411764705
2017-11-29,172.0,15724.67,0,47.47,0.45,0.0,05:01AM,0.0,none,1025.0,clear-night,48.87,2,11,0,91.4225
2017-11-30,171.0,12896.5,0,46.68,0.81,0.0088,12:00AM,0.0,rain,1018.06,partly-cloudy-night,46.68,3,11,0,75.41812865497076
2017-12-01,173.0,15511.27,0,43.64,0.61,0.0088,12:00AM,0.0,rain,1024.93,clear-night,43.64,4,12,0,89.66052023121388
2017-12-02,222.0,18556.11,0,42.72,0.69,0.0,05:01AM,0.0,none,1024.06,partly-cloudy-night,42.72,5,12,0,83.58608108108109
2017-12-03,202.0,15865.48,0,43.22,0.82,0.0,05:01AM,0.0,none,1024.31,partly-cloudy-night,43.22,6,12,0,78.5419801980198
2017-12-04,175.0,19433.48,0,46.98,0.77,0.0,05:01AM,0.0,none,1030.05,partly-cloudy-night,46.98,0,12,0,111.04845714285715
2017-12-05,155.0,14639.21,0,57.96,0.92,0.0694,10:00PM,0.49,rain,1013.23,rain,57.96,1,12,0,94.44651612903225
2017-12-06,178.0,14597.31,0,38.49,0.45,0.0329,12:00AM,0.0,rain,1016.32,partly-cloudy-night,40.76,2,12,0,82.0073595505618
2017-12-07,169.0,20422.05,0,38.35,0.5,0.0,05:01AM,0.0,none,1016.19,partly-cloudy-night,40.27,3,12,0,120.84053254437869
2017-12-08,201.0,17726.059999999998,0,36.26,0.5,0.0,05:01AM,0.0,none,1016.69,partly-cloudy-night,36.26,4,12,0,88.18935323383083
2017-12-09,209.0,15744.28,0,31.21,0.92,0.0004,04:00PM,0.0,snow,1006.77,cloudy,31.21,5,12,0,75.33148325358852
2017-12-10,190.0,14365.0,0,31.96,0.62,0.0221,01:00PM,0.0,rain,1016.18,partly-cloudy-night,35.64,6,12,0,75.60526315789474
2017-12-11,168.0,12052.75,0,36.07,0.61,0.0028,01:00PM,0.0,rain,1016.44,partly-cloudy-night,36.07,0,12,0,71.74255952380952
2017-12-12,161.0,14517.97,0,32.84,0.71,0.0012,02:00PM,0.0,rain,997.86,cloudy,38.51,1,12,0,90.17372670807453
2017-12-13,173.0,15496.48,0,20.67,0.45,0.0,05:01AM,0.0,none,1005.13,clear-night,27.32,2,12,0,89.5750289017341
2017-12-14,179.0,14323.89,0,20.26,0.5,0.0044,01:00PM,0.0,snow,1017.07,clear-night,25.62,3,12,0,80.02173184357541
2017-12-15,197.0,17763.8,0,24.05,0.87,0.0002,06:00PM,0.0,none,1013.28,cloudy,24.05,4,12,0,90.17157360406091
2017-12-16,202.0,15935.17,0,37.39,0.65,0.0054,02:00PM,0.0,rain,1019.96,cloudy,37.39,5,12,0,78.8869801980198
2017-12-17,213.0,16267.0,0,34.77,0.7,0.0016,02:00PM,0.0,rain,1025.15,partly-cloudy-night,34.77,6,12,0,76.37089201877934
2017-12-18,170.0,14395.6,0,44.32,0.72,0.0006,03:00AM,0.0,rain,1014.99,cloudy,44.32,0,12,0,84.68
2017-12-19,193.0,16609.84,0,51.62,0.58,0.0,05:01AM,0.0,none,1007.98,clear-night,51.62,1,12,0,86.06134715025907
2017-12-20,171.0,17182.139999999996,0,33.96,0.48,0.0,05:01AM,0.0,none,1016.38,clear-night,37.21,2,12,0,100.48035087719296
2017-12-21,195.0,17355.11,0,36.7,0.49,0.0,05:01AM,0.0,none,1025.06,partly-cloudy-night,36.7,3,12,0,89.00056410256411
2017-12-22,156.0,18221.14,0,43.79,0.78,0.0,05:01AM,0.0,none,1020.96,cloudy,43.79,4,12,0,116.80217948717949
2017-12-23,206.0,15586.86,0,45.43,0.93,0.0766,01:00PM,0.97,rain,1007.61,rain,46.77,5,12,0,75.66436893203884
2017-12-24,0.0,0.0,0,34.82,0.67,0.0028,12:00AM,0.0,rain,1018.31,cloudy,38.13,6,12,1,0.0
2017-12-25,0.0,0.0,0,22.73,0.47,0.0189,05:00AM,0.0,rain,1021.05,partly-cloudy-night,30.38,0,12,1,0.0
2017-12-26,185.0,14696.17,0,24.33,0.46,0.0,05:01AM,0.0,none,1030.84,clear-night,24.33,1,12,0,79.43875675675676
2017-12-27,192.0,13799.65,0,12.86,0.43,0.0,05:01AM,0.0,none,1033.11,clear-night,20.21,2,12,0,71.87317708333333
2017-12-28,201.0,16099.48,0,5.35,0.43,0.0,05:01AM,0.0,none,1033.04,clear-night,14.88,3,12,0,80.09691542288557
2017-12-29,208.0,15889.64,0,12.52,0.53,0.0,05:01AM,0.0,none,1025.5,clear-night,18.42,4,12,0,76.3925
2017-12-30,203.0,14915.91,0,20.19,0.77,0.0,05:01AM,0.0,none,1015.58,clear-night,20.19,5,12,0,73.47738916256158
2017-12-31,201.0,16199.589999999998,0,2.33,0.53,0.0,05:01AM,0.0,none,1026.88,clear-night,11.63,6,12,0,80.5949751243781
2018-01-01,0.0,0.0,0,16.02,0.46,0.0,05:01AM,0.0,none,1028.5,clear-night,16.02,0,1,1,0.0
2018-01-02,163.0,11591.75,0,13.67,0.55,0.0,05:01AM,0.0,none,1027.49,clear-night,21.33,1,1,0,71.11503067484662
2018-01-03,156.0,12052.11,0,25.05,0.54,0.0,05:01AM,0.0,none,1021.1,partly-cloudy-night,25.05,2,1,0,77.25711538461539
2018-01-04,172.0,12296.98,0,13.26,0.75,0.0004,12:00PM,0.0,snow,996.53,partly-cloudy-night,24.01,3,1,0,71.49406976744186
2018-01-05,182.0,15831.14,0,1.39,0.42,0.0,05:01AM,0.0,none,1015.4,clear-night,13.38,4,1,0,86.9842857142857
2018-01-06,203.0,17706.94,0,-1.65,0.42,0.0,05:01AM,0.0,none,1028.69,clear-night,9.16,5,1,0,87.2263054187192
2018-01-07,174.0,12013.589999999998,0,10.84,0.49,0.0,05:01AM,0.0,none,1031.55,partly-cloudy-night,17.27,6,1,0,69.04362068965516
2018-01-08,156.0,10950.13,0,25.31,0.76,0.0,05:01AM,0.0,none,1019.12,cloudy,29.33,0,1,0,70.19314102564103
2018-01-09,183.0,13713.21,0,36.7,0.57,0.0044,01:00PM,0.0,rain,1026.36,clear-night,36.7,1,1,0,74.9355737704918
2018-01-10,178.0,13153.22,0,36.25,0.76,0.0,05:01AM,0.0,none,1031.24,cloudy,36.25,2,1,0,73.89449438202247
2018-01-11,171.0,13591.3,0,42.89,0.89,0.0,05:01AM,0.0,none,1025.48,clear-night,42.89,3,1,0,79.4812865497076
2018-01-12,195.0,15769.51,0,56.77,0.95,0.1344,04:00PM,0.68,rain,1005.95,rain,56.77,4,1,0,80.86928205128206
2018-01-13,205.0,15649.11,0,15.25,0.58,0.0356,04:00AM,0.0,rain,1024.44,clear-night,23.83,5,1,0,76.33712195121952
2018-01-14,193.0,14887.05,0,12.59,0.43,0.0,05:01AM,0.0,none,1038.51,clear-night,19.64,6,1,0,77.13497409326425
2018-01-15,181.0,14474.18,0,25.81,0.72,0.0,05:01AM,0.0,none,1034.38,clear-night,25.81,0,1,0,79.9678453038674
2018-01-16,174.0,12975.52,0,33.43,0.81,0.0,05:01AM,0.0,none,1029.68,cloudy,33.43,1,1,0,74.5719540229885
2018-01-17,181.0,13090.01,0,19.35,0.72,0.0087,07:00AM,0.0,snow,1022.16,partly-cloudy-night,25.89,2,1,0,72.32049723756906
2018-01-18,152.0,12896.48,0,27.91,0.57,0.0,05:01AM,0.0,none,1017.3,clear-night,27.91,3,1,0,84.84526315789473
2018-01-19,179.0,14100.47,0,34.16,0.58,0.0004,03:00PM,0.0,none,1015.8,clear-night,34.16,4,1,0,78.77357541899441
2018-01-20,197.0,16153.19,0,44.62,0.55,0.0022,11:00AM,0.0,rain,1015.82,partly-cloudy-night,44.62,5,1,0,81.99588832487309
2018-01-21,188.0,13986.0,0,45.02,0.65,0.0,05:01AM,0.0,none,1022.01,cloudy,45.02,6,1,0,74.3936170212766
2018-01-22,179.0,13145.0,0,39.64,0.89,0.0007,03:00AM,0.0,rain,1020.67,cloudy,41.2,0,1,0,73.43575418994413
2018-01-23,175.0,13383.92,0,46.74,0.63,0.0646,08:00AM,0.0,rain,1004.55,partly-cloudy-night,49.2,1,1,0,76.47954285714286
2018-01-24,187.0,14668.75,0,25.71,0.56,0.0,05:01AM,0.0,none,1019.32,clear-night,31.9,2,1,0,78.44251336898395
2018-01-25,180.0,14697.44,0,30.05,0.33,0.0,05:01AM,0.0,none,1033.78,clear-night,30.05,3,1,0,81.65244444444444
2018-01-26,193.0,15793.57,0,32.65,0.62,0.0,05:01AM,0.0,none,1038.2,clear-night,32.65,4,1,0,81.8319689119171
2018-01-27,208.0,18097.83,0,52.24,0.66,0.0,05:01AM,0.0,none,1026.02,partly-cloudy-night,52.24,5,1,0,87.00879807692309
2018-01-28,217.0,15762.86,0,44.82,0.78,0.0272,07:00AM,0.0,rain,1024.22,partly-cloudy-night,44.82,6,1,0,72.63990783410138
2018-01-29,179.0,13543.61,0,36.55,0.65,0.0,05:01AM,0.0,none,1017.94,cloudy,40.11,0,1,0,75.66262569832402
2018-01-30,159.0,12223.45,0,20.54,0.57,0.0054,01:00PM,0.0,snow,1019.15,cloudy,28.44,1,1,0,76.87704402515723
2018-01-31,175.0,14233.5,0,25.57,0.51,0.0,05:01AM,0.0,none,1018.89,partly-cloudy-night,30.69,2,1,0,81.33428571428571
2018-02-01,168.0,15137.0,0,40.85,0.72,0.0185,12:00AM,0.16,rain,1013.05,cloudy,40.85,3,2,0,90.10119047619048
2018-02-02,167.0,16261.74,0,9.79,0.45,0.0463,02:00AM,0.0,rain,1024.98,partly-cloudy-night,19.97,4,2,0,97.3756886227545
2018-02-03,206.0,17275.07,0,23.41,0.49,0.0,05:01AM,0.0,none,1028.93,clear-night,28.78,5,2,0,83.85956310679612
2018-02-04,0.0,0.0,0,40.8,0.93,0.1461,10:00PM,1.0,rain,1009.06,rain,40.8,6,2,1,0.0
2018-02-05,167.0,13081.65,0,27.82,0.48,0.0232,12:00AM,0.0,rain,1024.86,clear-night,27.82,0,2,0,78.33323353293413
2018-02-06,155.0,12446.82,0,31.52,0.67,0.0,05:01AM,0.0,none,1031.47,clear-night,31.52,1,2,0,80.30206451612904
2018-02-07,141.0,11371.75,0,37.76,0.91,0.0895,07:00PM,0.95,rain,1013.33,rain,40.45,2,2,0,80.65070921985816
2018-02-08,173.0,16081.5,0,28.37,0.57,0.0002,12:00AM,0.0,none,1030.14,partly-cloudy-night,28.37,3,2,0,92.95664739884393
2018-02-09,204.0,18509.32,0,34.49,0.71,0.0,05:01AM,0.0,none,1031.5,partly-cloudy-night,34.49,4,2,0,90.73196078431373
2018-02-10,199.0,16519.23,0,43.36,0.93,0.0848,08:00PM,0.98,rain,1018.71,rain,43.36,5,2,0,83.01120603015075
2018-02-11,198.0,15937.24,0,52.78,0.94,0.0955,10:00AM,0.38,rain,1011.84,rain,52.78,6,2,0,80.49111111111111
2018-02-12,195.0,16637.839999999997,0,36.01,0.4,0.0,12:00AM,0.0,none,1034.94,clear-night,38.67,0,2,0,85.32225641025639
2018-02-13,176.0,13032.24,0,31.71,0.66,0.0,05:01AM,0.0,none,1039.82,partly-cloudy-night,31.71,1,2,0,74.04681818181818
2018-02-14,185.0,15317.94,0,47.04,0.71,0.0209,12:00AM,0.0,rain,1020.05,partly-cloudy-night,47.04,2,2,0,82.79967567567567
2018-02-15,192.0,14609.26,0,54.32,0.84,0.0255,12:00AM,0.0,rain,1007.39,partly-cloudy-night,54.32,3,2,0,76.08989583333333
2018-02-16,191.0,15764.829999999998,0,37.39,0.62,0.0255,12:00AM,0.0,rain,1014.32,partly-cloudy-night,42.43,4,2,0,82.53837696335077
2018-02-17,199.0,15503.48,0,33.21,0.89,0.0066,08:00PM,0.15,snow,1022.26,fog,33.21,5,2,0,77.90693467336683
2018-02-18,223.0,17442.629999999994,0,37.32,0.64,0.0666,01:00PM,0.0,rain,1031.99,clear-night,37.32,6,2,0,78.2180717488789
2018-02-19,179.0,13704.0,0,44.78,0.92,0.0114,09:00PM,0.66,rain,1028.03,rain,44.78,0,2,0,76.55865921787709
2018-02-20,160.0,12742.07,0,58.48,0.8,0.0006,12:00AM,0.0,none,1026.56,partly-cloudy-night,58.48,1,2,0,79.63793749999999
2018-02-21,181.0,13869.01,0,68.37,0.7,0.0127,10:00PM,0.1,rain,1025.3,partly-cloudy-night,68.37,2,2,0,76.62436464088398
2018-02-22,173.0,15877.63,0,35.0,0.9,0.0415,05:00PM,0.39,rain,1037.32,rain,37.76,3,2,0,91.77820809248554
2018-02-23,178.0,13772.15,0,39.2,0.94,0.0254,07:00PM,0.71,rain,1026.2,rain,39.2,4,2,0,77.37162921348315
2018-02-24,206.0,21976.76,0,45.85,0.9,0.0186,05:00PM,0.44,rain,1022.43,rain,45.85,5,2,0,106.68330097087377
2018-02-25,193.0,13971.81,0,42.95,0.93,0.136,07:00AM,0.0,rain,1016.07,cloudy,42.95,6,2,0,72.39279792746113
2018-02-26,166.0,17876.87,0,45.29,0.54,0.0,05:01AM,0.0,none,1022.7,clear-night,45.29,0,2,0,107.69198795180722
