date,covers,sales,outside,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature,day_of_week,month,closed,ppa
2017-02-12,193.0,14299.8,0,34.4,0.94,0.0181,01:00PM,0.5,rain,1005.48,rain,34.4,6,2,0,74.09222797927461
2017-02-13,192.0,14230.93,0,25.59,0.58,0.0061,12:00PM,0.0,snow,1014.03,partly-cloudy-night,32.6,0,2,0,74.11942708333333
2017-02-14,186.0,14481.16,0,36.52,0.65,0.0059,03:00PM,0.0,rain,1008.79,clear-night,36.52,1,2,0,77.85569892473119
2017-02-15,193.0,15609.009999999998,0,32.07,0.78,0.0032,01:00PM,0.26,rain,995.37,cloudy,37.47,2,2,0,80.87569948186528
2017-02-16,193.0,15115.679999999997,0,23.62,0.53,0.0,05:01AM,0.0,none,1006.68,partly-cloudy-night,30.87,3,2,0,78.31958549222796
2017-02-17,198.0,16962.3,0,37.94,0.45,0.0,05:01AM,0.0,none,1011.67,clear-night,37.94,4,2,0,85.66818181818182
2017-02-18,211.0,15932.199999999995,0,55.52,0.47,0.0,05:01AM,0.0,none,1004.57,clear-night,55.52,5,2,0,75.5080568720379
2017-02-19,195.0,15567.31,0,54.49,0.46,0.0,05:01AM,0.0,none,1012.24,clear-night,54.49,6,2,0,79.83235897435897
2017-02-20,184.0,12690.5,0,41.97,0.31,0.0,05:01AM,0.0,none,1026.07,clear-night,44.46,0,2,0,68.97010869565217
2017-02-21,186.0,13379.98,0,41.45,0.71,0.0,05:01AM,0.0,none,1022.59,partly-cloudy-night,41.45,1,2,0,71.93537634408602
2017-02-22,172.0,12914.12,0,49.82,0.73,0.0,05:01AM,0.0,none,1012.75,partly-cloudy-night,49.82,2,2,0,75.08209302325582
2017-02-23,185.0,13450.75,0,56.74,0.78,0.0,05:01AM,0.0,none,1011.24,partly-cloudy-night,56.74,3,2,0,72.70675675675676
2017-02-24,211.0,14834.670000000002,0,61.06,0.77,0.0,05:01AM,0.0,none,1011.06,partly-cloudy-night,61.06,4,2,0,70.30649289099527
2017-02-25,232.0,16599.519999999997,0,52.18,0.9,0.1641,08:00PM,1.0,rain,1000.85,rain,52.18,5,2,0,71.54965517241378
2017-02-26,198.0,14263.85,0,34.59,0.46,0.0,02:00AM,0.0,none,1022.15,partly-cloudy-night,37.75,6,2,0,72.03964646464647
2017-02-27,169.0,13716.86,0,48.55,0.52,0.0,05:01AM,0.0,none,1029.25,partly-cloudy-night,48.55,0,2,0,81.16485207100592
2017-02-28,157.0,15136.09,0,51.81,0.9,0.0,05:01AM,0.0,none,1020.57,cloudy,51.81,1,2,0,96.40821656050956
2017-03-01,177.0,13773.48,0,65.76,0.61,0.0827,12:00PM,0.0,rain,997.46,clear-night,65.76,2,3,0,77.81627118644067
2017-03-02,179.0,15066.19,0,35.75,0.34,0.0014,02:00AM,0.0,rain,1016.13,clear-night,40.41,3,3,0,84.16865921787709
2017-03-03,188.0,14819.79,0,24.47,0.55,0.0,05:01AM,0.0,none,1026.66,partly-cloudy-night,31.1,4,3,0,78.82867021276596
2017-03-04,236.0,18980.779999999995,0,13.64,0.31,0.0,05:01AM,0.0,none,1034.61,clear-night,22.65,5,3,0,80.42703389830507
2017-03-05,215.0,14517.5,0,30.91,0.26,0.0,05:01AM,0.0,none,1033.91,clear-night,30.91,6,3,0,67.52325581395348
2017-03-06,165.0,13041.74,0,39.38,0.54,0.0,05:01AM,0.0,none,1030.78,cloudy,39.38,0,3,0,79.04084848484848
2017-03-07,168.0,13784.06,0,48.34,0.87,0.0318,11:00AM,0.0,rain,1019.58,partly-cloudy-night,48.34,1,3,0,82.04797619047619
2017-03-08,187.0,14269.45,0,55.23,0.33,0.0146,07:00AM,0.0,rain,1012.25,clear-night,55.23,2,3,0,76.3072192513369
2017-03-09,188.0,14775.67,0,52.4,0.32,0.0,05:01AM,0.0,none,1014.93,partly-cloudy-night,52.4,3,3,0,78.59398936170213
2017-03-10,192.0,15135.91,0,24.96,0.47,0.0232,04:00PM,0.0,snow,1012.52,partly-cloudy-night,31.61,4,3,0,78.83286458333333
2017-03-11,210.0,18060.54,0,17.49,0.49,0.0,05:01AM,0.0,none,1022.62,partly-cloudy-night,25.07,5,3,0,86.00257142857143
2017-03-12,193.0,14304.03,0,20.81,0.37,0.0,05:01AM,0.0,none,1026.9,clear-night,27.72,6,3,0,74.11414507772021
2017-03-13,177.0,13130.57,0,27.76,0.49,0.0005,03:00PM,0.0,none,1028.04,partly-cloudy-night,31.26,0,3,0,74.18401129943503
2017-03-14,0.0,0.0,0,21.77,0.82,0.0212,10:00AM,0.0,snow,993.63,cloudy,29.62,1,3,1,0.0
2017-03-15,174.0,13946.539999999995,0,16.76,0.55,0.0,05:01AM,0.0,none,1006.81,cloudy,25.77,2,3,0,80.15252873563216
2017-03-16,185.0,14506.04,0,33.02,0.35,0.021,03:00PM,0.19,rain,1015.55,clear-night,37.42,3,3,0,78.41102702702703
2017-03-17,212.0,18270.45,0,41.57,0.37,0.0088,02:00PM,0.0,rain,1022.36,clear-night,41.57,4,3,0,86.1813679245283
2017-03-18,221.0,17417.11,0,30.53,0.89,0.0109,07:00PM,0.83,sleet,1021.4,sleet,34.81,5,3,0,78.81045248868779
2017-03-19,200.0,15175.57,0,43.82,0.37,0.0004,11:00AM,0.0,none,1020.4,clear-night,43.82,6,3,0,75.87785
2017-03-20,189.0,13641.76,0,48.54,0.32,0.0,05:01AM,0.0,none,1015.28,partly-cloudy-night,48.54,0,3,0,72.17862433862435
2017-03-21,177.0,13990.11,0,54.19,0.43,0.0,05:01AM,0.0,none,1010.56,partly-cloudy-night,54.19,1,3,0,79.04016949152543
2017-03-22,182.0,13219.240000000002,0,21.24,0.27,0.0,05:01AM,0.0,none,1026.71,clear-night,29.42,2,3,0,72.63318681318682
2017-03-23,166.0,12274.55,0,39.66,0.25,0.0,05:01AM,0.0,none,1033.22,clear-night,39.66,3,3,0,73.94307228915662
2017-03-24,193.0,14918.99,0,52.53,0.55,0.001,02:00PM,0.0,none,1019.86,partly-cloudy-night,52.53,4,3,0,77.30046632124352
2017-03-25,230.0,17790.2,0,44.57,0.8,0.0028,08:00PM,0.28,rain,1026.05,cloudy,45.58,5,3,0,77.34869565217392
2017-03-26,212.0,15494.25,0,37.21,0.84,0.0083,04:00AM,0.0,rain,1028.38,cloudy,40.23,6,3,0,73.08608490566037
2017-03-27,175.0,14012.569999999998,0,50.48,0.85,0.0789,10:00AM,0.0,rain,1015.37,partly-cloudy-night,50.48,0,3,0,80.07182857142855
2017-03-28,183.0,13764.82,0,42.62,0.94,0.0675,12:00PM,0.98,rain,1012.63,rain,42.62,1,3,0,75.2175956284153
2017-03-29,189.0,13511.06,0,51.27,0.39,0.0047,12:00AM,0.0,rain,1020.19,clear-night,51.27,2,3,0,71.48708994708994
2017-03-30,180.0,14750.53,0,43.81,0.57,0.0,12:00AM,0.0,none,1020.54,cloudy,45.03,3,3,0,81.9473888888889
2017-03-31,192.0,14993.56,0,34.03,0.92,0.1179,08:00PM,1.0,rain,1008.21,rain,39.55,4,3,0,78.09145833333334
2017-04-01,230.0,18240.05,0,44.38,0.69,0.0229,12:00AM,0.0,rain,1014.78,cloudy,45.85,5,4,0,79.3045652173913
2017-04-02,201.0,13855.399999999998,0,58.42,0.35,0.0,05:01AM,0.0,none,1017.19,clear-night,58.42,6,4,0,68.9323383084577
2017-04-03,187.0,14837.15,0,52.91,0.59,0.0009,12:00AM,0.0,none,1014.52,partly-cloudy-night,52.91,0,4,0,79.34304812834225
2017-04-04,181.0,13197.14,0,49.02,0.9,0.3501,04:00AM,0.0,rain,1003.76,cloudy,49.02,1,4,0,72.91237569060773
2017-04-05,176.0,12760.13,1,52.08,0.73,0.0,05:01AM,0.0,none,1014.6,clear-night,52.08,2,4,0,72.50073863636364
2017-04-06,183.0,13259.94,0,48.43,0.94,0.2229,05:00PM,0.49,rain,989.22,rain,48.94,3,4,0,72.45868852459017
2017-04-07,201.0,15871.63,0,38.8,0.61,0.0013,01:00PM,0.0,rain,1000.1,cloudy,43.56,4,4,0,78.96333333333332
2017-04-08,231.0,17201.92,0,53.42,0.3,0.0,05:01AM,0.0,none,1011.65,clear-night,53.42,5,4,0,74.46718614718614
2017-04-09,207.0,13944.97,0,56.58,0.42,0.0,05:01AM,0.0,none,1019.94,clear-night,56.58,6,4,0,67.36700483091788
2017-04-10,252.0,17458.15,1,71.46,0.38,0.0,05:01AM,0.0,none,1018.55,clear-night,71.46,0,4,0,69.27837301587302
2017-04-11,250.0,15865.8,1,71.97,0.49,0.0,05:01AM,0.0,none,1017.87,clear-night,71.97,1,4,0,63.4632
2017-04-12,268.0,19837.869999999995,1,71.18,0.37,0.0094,01:00PM,0.0,rain,1020.55,clear-night,71.18,2,4,0,74.0219029850746
2017-04-13,257.0,19452.21,1,60.35,0.32,0.0,05:01AM,0.0,none,1026.5,partly-cloudy-night,60.35,3,4,0,75.68953307392995
2017-04-14,272.0,20412.7,1,57.04,0.42,0.0,05:01AM,0.0,none,1027.5,clear-night,57.04,4,4,0,75.04669117647059
2017-04-15,289.0,21810.18,1,60.0,0.73,0.0,05:01AM,0.0,none,1021.51,cloudy,60.0,5,4,0,75.4677508650519
2017-04-16,296.0,18083.99,1,80.52,0.41,0.0009,05:00PM,0.0,rain,1008.26,clear-day,80.52,6,4,0,61.09456081081082
2017-04-17,218.0,15066.58,1,66.91,0.26,0.0,05:01AM,0.0,none,1016.94,clear-day,66.91,0,4,0,69.11275229357798
2017-04-18,183.0,13495.61,1,52.69,0.59,0.0,05:01AM,0.0,none,1030.36,clear-day,52.69,1,4,0,73.74650273224044
2017-04-19,174.0,12213.749999999998,0,46.95,0.79,0.003,10:00PM,0.0,rain,1026.43,cloudy,48.52,2,4,0,70.19396551724137
2017-04-20,210.0,15218.24,1,59.59,0.75,0.0329,08:00AM,0.0,rain,1017.07,cloudy,59.59,3,4,0,72.46780952380952
2017-04-21,199.0,16031.95,1,51.96,0.89,0.0599,02:00AM,0.0,rain,1012.3,cloudy,51.96,4,4,0,80.56256281407036
2017-04-22,225.0,17513.949999999993,0,54.0,0.77,0.0123,04:00PM,0.0,rain,1014.26,cloudy,54.0,5,4,0,77.83977777777775
2017-04-23,250.0,17484.27,1,55.1,0.61,0.0,05:01AM,0.0,none,1018.95,partly-cloudy-day,55.1,6,4,0,69.93708000000001
2017-04-24,191.0,14321.38,0,55.3,0.66,0.0,05:01AM,0.0,none,1020.21,cloudy,55.3,0,4,0,74.98104712041885
2017-04-25,170.0,15762.3,0,53.51,0.94,0.1511,10:00PM,1.0,rain,1012.24,rain,53.51,1,4,0,92.71941176470588
2017-04-26,159.0,14203.22,1,60.21,0.9,0.0166,12:00AM,0.0,rain,1008.91,cloudy,60.21,2,4,0,89.32842767295597
2017-04-27,223.0,15568.95,1,60.92,0.89,0.0016,02:00AM,0.0,rain,1011.89,cloudy,60.92,3,4,0,69.81591928251122
2017-04-28,293.0,22179.55,1,78.5,0.34,0.0015,05:00AM,0.0,rain,1015.52,clear-day,78.5,4,4,0,75.6981228668942
2017-04-29,308.0,19019.56,1,79.39,0.51,0.0539,06:00AM,0.0,rain,1015.61,partly-cloudy-day,79.36,5,4,0,61.75181818181819
2017-04-30,204.0,14023.2,1,54.02,0.64,0.0,05:01AM,0.0,none,1022.75,cloudy,54.02,6,4,0,68.74117647058824
2017-05-01,213.0,15385.12,1,69.73,0.72,0.0,05:01AM,0.0,none,1006.44,partly-cloudy-day,69.68,0,5,0,72.2306103286385
2017-05-02,266.0,19039.12,1,68.36,0.35,0.0082,07:00AM,0.0,rain,1004.74,partly-cloudy-day,68.36,1,5,0,71.57563909774436
2017-05-03,218.0,15689.27,1,59.72,0.36,0.0,05:01AM,0.0,none,1016.59,clear-day,59.72,2,5,0,71.96912844036697
2017-05-04,199.0,14832.34,1,53.62,0.62,0.0,05:01AM,0.0,none,1022.08,partly-cloudy-day,53.62,3,5,0,74.53437185929648
2017-05-05,202.0,15769.13,0,59.08,0.94,0.391,02:00PM,0.0,rain,1001.27,cloudy,59.05,4,5,0,78.065
2017-05-06,263.0,19004.37,1,60.39,0.77,0.0265,03:00AM,0.0,rain,994.98,partly-cloudy-day,60.39,5,5,0,72.25996197718631
2017-05-07,201.0,14938.69,0,50.4,0.69,0.0011,05:00PM,0.0,rain,1006.53,cloudy,50.4,6,5,0,74.3218407960199
2017-05-08,206.0,14801.45,1,55.7,0.42,0.0,05:01AM,0.0,none,1012.09,partly-cloudy-day,55.7,0,5,0,71.85169902912622
2017-05-09,182.0,14619.84,1,55.85,0.51,0.0,05:01AM,0.0,none,1014.82,partly-cloudy-day,55.85,1,5,0,80.32879120879122
2017-05-10,223.0,16527.61,1,56.65,0.57,0.0,05:01AM,0.0,none,1016.27,partly-cloudy-day,56.65,2,5,0,74.11484304932736
2017-05-11,224.0,18698.78,1,55.96,0.57,0.0,05:01AM,0.0,none,1015.44,partly-cloudy-day,55.96,3,5,0,83.47669642857143
2017-05-12,251.0,18947.369999999995,1,54.46,0.65,0.0,05:01AM,0.0,none,1016.98,partly-cloudy-day,54.46,4,5,0,75.48752988047806
2017-05-13,217.0,16634.989999999998,0,43.22,0.93,0.132,04:00PM,1.0,rain,1008.91,rain,46.41,5,5,0,76.65894009216589
2017-05-14,264.0,17818.57,1,61.13,0.58,0.012,12:00AM,0.0,rain,1001.47,partly-cloudy-day,61.13,6,5,0,67.49458333333334
2017-05-15,231.0,19517.05,1,65.81,0.45,0.0,05:01AM,0.0,none,1009.75,partly-cloudy-day,65.81,0,5,0,84.48939393939393
2017-05-16,182.0,20262.87,1,74.97,0.39,0.0,05:01AM,0.0,none,1014.16,partly-cloudy-day,74.97,1,5,0,111.33445054945054
2017-05-17,257.0,18129.5,1,86.35,0.46,0.0,05:01AM,0.0,none,1012.67,clear-day,85.59,2,5,0,70.54280155642023
2017-05-18,270.0,19878.199999999993,1,88.36,0.44,0.0,05:01AM,0.0,none,1010.21,clear-day,87.52,3,5,0,73.62296296296294
2017-05-19,289.0,20266.91,1,87.03,0.43,0.0002,05:00PM,0.0,none,1011.19,partly-cloudy-day,86.7,4,5,0,70.12771626297578
2017-05-20,321.0,23498.47,1,60.24,0.57,0.0015,08:00AM,0.0,rain,1026.08,partly-cloudy-day,60.24,5,5,0,73.20395638629284
2017-05-21,275.0,18246.0,1,59.52,0.49,0.0,05:01AM,0.0,none,1025.58,partly-cloudy-day,59.52,6,5,0,66.3490909090909
2017-05-22,188.0,14307.2,0,60.36,0.95,0.0784,04:00PM,0.48,rain,1014.7,rain,60.18,0,5,0,76.10212765957448
2017-05-23,237.0,17736.03,1,65.15,0.62,0.0,05:01AM,0.0,none,1010.11,partly-cloudy-day,65.15,1,5,0,74.83556962025315
2017-05-24,256.0,17580.3,1,63.35,0.67,0.0087,07:00AM,0.0,rain,1008.61,partly-cloudy-day,63.35,2,5,0,68.673046875
2017-05-25,177.0,15073.34,0,58.22,0.95,0.0782,12:00AM,0.41,rain,999.88,rain,58.22,3,5,0,85.16011299435029
2017-05-26,287.0,21686.48,1,71.59,0.59,0.0978,01:00AM,0.0,rain,1005.1,partly-cloudy-day,71.59,4,5,0,75.56264808362369
2017-05-27,304.0,21370.05,1,68.63,0.68,0.0,05:01AM,0.0,none,1011.78,cloudy,68.63,5,5,0,70.29621710526315
2017-05-28,306.0,21784.689999999995,1,63.69,0.66,0.0003,12:00AM,0.0,none,1013.89,partly-cloudy-day,63.69,6,5,0,71.1917973856209
2017-05-29,206.0,14086.2,1,57.07,0.86,0.0248,06:00AM,0.0,rain,1018.12,cloudy,57.07,0,5,0,68.37961165048544
2017-05-30,192.0,13965.62,1,58.11,0.89,0.0035,03:00PM,0.0,rain,1019.81,cloudy,58.11,1,5,0,72.73760416666667
2017-05-31,251.0,18832.98,1,71.83,0.69,0.0082,07:00AM,0.0,rain,1013.05,partly-cloudy-day,71.74,2,5,0,75.03179282868525
2017-06-01,255.0,17440.9,1,75.22,0.39,0.0004,12:00AM,0.0,none,1012.01,partly-cloudy-day,75.22,3,6,0,68.39568627450981
2017-06-02,309.0,23012.79,1,71.76,0.35,0.0,05:01AM,0.0,none,1012.49,clear-day,71.76,4,6,0,74.47504854368933
2017-06-03,323.0,24031.63,1,72.09,0.34,0.0061,09:00AM,0.0,rain,1014.05,clear-day,72.09,5,6,0,74.40133126934985
2017-06-04,210.0,14567.5,0,62.38,0.81,0.0086,04:00PM,0.0,rain,1011.63,cloudy,62.38,6,6,0,69.36904761904762
2017-06-05,197.0,14018.04,1,63.66,0.9,0.0232,04:00AM,0.0,rain,1006.99,cloudy,63.41,0,6,0,71.15756345177665
2017-06-06,180.0,15728.74,0,55.76,0.84,0.0151,08:00AM,0.0,rain,1011.09,cloudy,55.76,1,6,0,87.38188888888888
2017-06-07,256.0,19752.97,1,65.89,0.61,0.0,05:01AM,0.0,none,1015.98,partly-cloudy-day,65.89,2,6,0,77.1600390625
2017-06-08,188.0,17338.07,1,62.37,0.58,0.0,05:01AM,0.0,none,1011.57,partly-cloudy-day,62.37,3,6,0,92.22377659574468
2017-06-09,292.0,22601.02,1,79.13,0.38,0.0,05:01AM,0.0,none,1008.25,partly-cloudy-day,79.13,4,6,0,77.40075342465754
2017-06-10,312.0,22954.239999999994,1,81.93,0.47,0.0,05:01AM,0.0,none,1014.54,partly-cloudy-day,81.59,5,6,0,73.57128205128204
2017-06-11,284.0,18198.21,1,88.88,0.43,0.0,05:01AM,0.0,none,1015.35,clear-day,88.03,6,6,0,64.07820422535211
2017-06-12,257.0,17578.510000000002,1,90.61,0.43,0.0,05:01AM,0.0,none,1013.26,clear-day,89.16,0,6,0,68.39887159533075
2017-06-13,237.0,16006.31,1,93.58,0.45,0.0,05:01AM,0.0,none,1009.83,partly-cloudy-day,90.57,1,6,0,67.5371729957806
2017-06-14,248.0,18580.99,1,75.25,0.47,0.0151,08:00AM,0.0,rain,1015.01,clear-day,75.25,2,6,0,74.92334677419356
2017-06-15,272.0,20507.23,1,69.05,0.59,0.0,05:01AM,0.0,none,1016.57,partly-cloudy-day,69.05,3,6,0,75.39422794117647
2017-06-16,277.0,20774.78,1,66.75,0.91,0.0142,07:00PM,0.17,rain,1013.65,cloudy,66.17,4,6,0,74.99920577617328
2017-06-17,289.0,21806.1,1,72.05,0.91,0.126,02:00PM,0.13,rain,1013.07,cloudy,70.96,5,6,0,75.45363321799307
2017-06-18,282.0,18156.88,1,85.77,0.74,0.0,05:01AM,0.0,none,1008.69,partly-cloudy-day,81.21,6,6,0,64.38609929078015
2017-06-19,172.0,13991.77,0,72.12,0.92,0.1908,07:00PM,1.0,rain,1010.48,rain,70.98,0,6,0,81.3475
2017-06-20,269.0,18875.86,1,81.55,0.41,0.0099,02:00AM,0.0,rain,1013.33,partly-cloudy-day,81.55,1,6,0,70.17048327137546
2017-06-21,274.0,19154.24,1,79.11,0.53,0.0005,06:00PM,0.0,none,1011.57,partly-cloudy-day,79.02,2,6,0,69.90598540145986
2017-06-22,269.0,20021.36,1,82.49,0.59,0.0,05:01AM,0.0,none,1012.46,partly-cloudy-day,80.69,3,6,0,74.42884758364312
2017-06-23,207.0,16353.36,0,85.71,0.76,0.0064,09:00PM,0.19,rain,1003.6,partly-cloudy-day,80.97,4,6,0,79.00173913043479
2017-06-24,314.0,23524.39,1,82.89,0.43,0.309,08:00AM,0.0,rain,1009.53,partly-cloudy-day,82.89,5,6,0,74.91843949044586
2017-06-25,286.0,18404.04,1,78.41,0.53,0.0003,03:00PM,0.0,none,1013.25,partly-cloudy-day,78.39,6,6,0,64.34979020979021
2017-06-26,251.0,17895.879999999994,1,75.35,0.46,0.0,05:01AM,0.0,none,1015.09,clear-day,75.35,0,6,0,71.29832669322707
2017-06-27,246.0,17814.799999999996,1,72.75,0.5,0.043,06:00AM,0.0,rain,1013.9,partly-cloudy-day,72.75,1,6,0,72.41788617886176
2017-06-28,254.0,15640.2,1,76.45,0.44,0.0,05:01AM,0.0,none,1018.68,partly-cloudy-day,76.45,2,6,0,61.57559055118111
2017-06-29,261.0,18345.13,1,78.85,0.64,0.0,05:01AM,0.0,none,1016.95,partly-cloudy-day,78.29,3,6,0,70.28785440613028
2017-06-30,277.0,20441.16,1,87.17,0.61,0.0004,11:00PM,0.0,none,1013.02,partly-cloudy-day,83.56,4,6,0,73.79480144404332
2017-07-01,302.0,21305.69,1,76.18,0.85,0.0593,08:00PM,0.65,rain,1011.97,rain,74.96,5,7,0,70.54864238410596
2017-07-02,212.0,22313.93,1,86.61,0.53,0.0,05:01AM,0.0,none,1013.93,partly-cloudy-day,84.61,6,7,0,105.25438679245283
2017-07-03,188.0,14422.25,1,84.41,0.55,0.0026,12:00AM,0.0,rain,1014.54,partly-cloudy-day,82.64,0,7,0,76.71409574468085
2017-07-04,280.0,17863.649999999998,1,82.0,0.47,0.0026,12:00AM,0.0,rain,1017.71,partly-cloudy-day,81.65,1,7,0,63.79874999999999
2017-07-05,247.0,17305.17,1,76.7,0.52,0.0,05:01AM,0.0,none,1021.97,clear-day,76.7,2,7,0,70.06141700404858
2017-07-06,245.0,16685.379999999994,1,74.11,0.65,0.0,05:01AM,0.0,none,1016.46,partly-cloudy-day,73.98,3,7,0,68.10359183673467
2017-07-07,258.0,18709.34,1,79.68,0.7,0.3603,11:00AM,0.0,rain,1006.65,partly-cloudy-day,78.79,4,7,0,72.51682170542635
2017-07-08,319.0,23457.75,1,79.49,0.6,0.0135,12:00AM,0.0,rain,1008.12,partly-cloudy-day,79.04,5,7,0,73.53526645768025
2017-07-09,284.0,19854.0,1,78.63,0.48,0.0,05:01AM,0.0,none,1016.31,clear-day,78.63,6,7,0,69.90845070422536
2017-07-10,253.0,16903.47,1,82.55,0.63,0.0,05:01AM,0.0,none,1014.54,partly-cloudy-day,80.31,0,7,0,66.81213438735179
2017-07-11,243.0,17150.61,1,87.66,0.69,0.0138,05:00AM,0.0,rain,1013.71,partly-cloudy-day,82.75,1,7,0,70.57864197530864
2017-07-12,211.0,15346.97,1,90.09,0.65,0.0032,10:00PM,0.0,rain,1014.15,cloudy,84.62,2,7,0,72.73445497630331
2017-07-13,182.0,13686.990000000002,0,78.26,0.83,0.0124,07:00PM,0.46,rain,1015.63,rain,76.97,3,7,0,75.20324175824177
2017-07-14,197.0,15037.84,0,70.04,0.94,0.0743,10:00AM,0.0,rain,1015.87,cloudy,69.02,4,7,0,76.33421319796955
2017-07-15,296.0,22466.169999999995,1,81.86,0.58,0.0026,02:00AM,0.0,rain,1011.87,partly-cloudy-day,80.27,5,7,0,75.89922297297295
2017-07-16,303.0,19423.81,1,82.93,0.63,0.0,05:01AM,0.0,none,1014.22,partly-cloudy-day,80.63,6,7,0,64.10498349834984
2017-07-17,254.0,16964.379999999994,1,79.84,0.75,0.0022,09:00PM,0.02,rain,1017.8,partly-cloudy-day,78.74,0,7,0,66.78889763779524
2017-07-18,245.0,18465.34,1,87.38,0.69,0.0,05:01AM,0.0,none,1017.42,partly-cloudy-day,82.59,1,7,0,75.36873469387756
2017-07-19,245.0,17635.23,1,92.44,0.55,0.0,05:01AM,0.0,none,1014.33,partly-cloudy-day,87.82,2,7,0,71.98053061224489
2017-07-20,204.0,16617.98,1,92.22,0.58,0.0091,09:00PM,0.0,rain,1011.54,partly-cloudy-day,86.95,3,7,0,81.4606862745098
2017-07-21,308.0,20971.17,1,91.68,0.54,0.0,05:01AM,0.0,none,1010.72,partly-cloudy-day,87.49,4,7,0,68.08821428571429
2017-07-22,244.0,19257.54,1,83.59,0.64,0.0797,12:00AM,0.0,rain,1007.89,partly-cloudy-day,80.94,5,7,0,78.92434426229508
2017-07-23,294.0,22029.2,1,75.81,0.78,0.1456,01:00AM,0.0,rain,1010.3,partly-cloudy-day,74.93,6,7,0,74.92925170068027
2017-07-24,188.0,14590.44,1,68.04,0.77,0.1343,06:00AM,0.0,rain,1011.57,partly-cloudy-day,67.91,0,7,0,77.60872340425531
2017-07-25,236.0,18330.76,1,68.82,0.77,0.0,05:01AM,0.0,none,1021.29,cloudy,68.64,1,7,0,77.67271186440678
2017-07-26,254.0,19567.17,1,71.99,0.6,0.0,05:01AM,0.0,none,1020.81,partly-cloudy-day,71.99,2,7,0,77.03610236220472
2017-07-27,257.0,18607.4,1,76.83,0.82,0.0,05:01AM,0.0,none,1012.14,cloudy,75.72,3,7,0,72.4023346303502
2017-07-28,291.0,20365.74,1,78.98,0.72,0.0,05:01AM,0.0,none,1008.7,partly-cloudy-day,78.07,4,7,0,69.98536082474227
2017-07-29,232.0,22751.11,1,74.53,0.55,0.0008,09:00AM,0.0,rain,1010.17,partly-cloudy-day,74.53,5,7,0,98.06512931034483
2017-07-30,310.0,20959.24,1,77.85,0.46,0.0,05:01AM,0.0,none,1016.55,clear-day,77.85,6,7,0,67.61045161290323
2017-07-31,258.0,17848.37,1,83.24,0.57,0.0,05:01AM,0.0,none,1016.42,partly-cloudy-day,81.47,0,7,0,69.17972868217053
2017-08-01,239.0,15615.86,1,85.01,0.58,0.0,05:01AM,0.0,none,1016.13,clear-day,82.73,1,8,0,65.33832635983264
2017-08-02,204.0,16260.86,1,71.6,0.87,0.0482,06:00PM,0.39,rain,1017.89,rain,70.75,2,8,0,79.7100980392157
2017-08-03,257.0,19525.26,1,79.17,0.71,0.0005,08:00PM,0.0,none,1018.3,partly-cloudy-day,78.3,3,8,0,75.97377431906614
2017-08-04,310.0,21803.73,1,79.5,0.72,0.0044,08:00AM,0.0,rain,1013.68,partly-cloudy-day,78.55,4,8,0,70.3346129032258
2017-08-05,232.0,23863.22,1,74.96,0.53,0.1924,06:00AM,0.0,rain,1012.61,partly-cloudy-day,74.96,5,8,0,102.85870689655172
2017-08-06,307.0,20567.84,1,72.92,0.56,0.0,05:01AM,0.0,none,1018.98,partly-cloudy-day,72.92,6,8,0,66.99622149837134
2017-08-07,183.0,14308.249999999998,0,67.23,0.91,0.1218,04:00PM,0.69,rain,1014.16,rain,66.61,0,8,0,78.18715846994535
2017-08-08,249.0,17467.489999999998,1,76.45,0.59,0.0005,12:00AM,0.0,none,1016.26,partly-cloudy-day,76.33,1,8,0,70.15056224899598
2017-08-09,188.0,19425.2,1,78.45,0.56,0.0,05:01AM,0.0,none,1022.28,partly-cloudy-day,78.27,2,8,0,103.32553191489362
2017-08-10,278.0,20483.49,1,76.29,0.61,0.0,05:01AM,0.0,none,1021.93,partly-cloudy-day,76.12,3,8,0,73.68161870503597
2017-08-11,274.0,20652.63,1,75.53,0.66,0.0033,10:00PM,0.0,rain,1017.49,partly-cloudy-day,75.22,4,8,0,75.37456204379562
2017-08-12,285.0,21577.2,1,75.74,0.84,0.0903,03:00AM,0.0,rain,1012.15,partly-cloudy-day,74.64,5,8,0,75.70947368421052
2017-08-13,318.0,21017.46,1,79.49,0.55,0.0,05:01AM,0.0,none,1014.95,partly-cloudy-day,79.27,6,8,0,66.09264150943396
2017-08-14,253.0,17737.09,1,77.12,0.73,0.0,05:01AM,0.0,none,1014.55,partly-cloudy-day,76.34,0,8,0,70.10707509881424
2017-08-15,229.0,16214.97,1,74.61,0.9,0.0694,04:00AM,0.0,rain,1012.45,cloudy,73.34,1,8,0,70.80772925764192
2017-08-16,254.0,18502.89,1,82.75,0.55,0.0,05:01AM,0.0,none,1014.63,clear-day,81.33,2,8,0,72.84602362204724
2017-08-17,265.0,18114.11,1,76.83,0.71,0.0,05:01AM,0.0,none,1015.11,clear-day,76.19,3,8,0,68.3551320754717
2017-08-18,213.0,17402.829999999998,1,78.98,0.91,0.1191,09:00AM,0.77,rain,1008.81,rain,77.29,4,8,0,81.70342723004694
2017-08-19,327.0,22582.44,1,84.54,0.59,0.0,05:01AM,0.0,none,1010.36,clear-day,82.23,5,8,0,69.0594495412844
