date,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature
2018-06-01,76.82,0.79,0.0116,06:00AM,0.0,rain,1007.01,partly-cloudy-day,75.81
2018-06-02,79.48,0.63,0.0206,01:00AM,0.0,rain,1008.45,partly-cloudy-day,78.92
2018-06-03,58.45,0.71,0.0409,01:00AM,0.0,rain,1014.48,partly-cloudy-day,58.45
2018-06-04,67.7,0.68,0.0869,01:00AM,0.0,rain,1005.5,partly-cloudy-day,67.7
2018-06-05,70.55,0.51,0.0,05:01AM,0.0,none,1003.96,partly-cloudy-day,70.55
2018-06-06,63.08,0.7,0.0,05:01AM,0.0,none,1014.38,cloudy,63.08
2018-06-07,64.37,0.68,0.0,05:01AM,0.0,none,1019.72,clear-day,64.37
2018-06-08,79.21,0.5,0.0,05:01AM,0.0,none,1018.32,partly-cloudy-day,79.21
2018-06-09,72.87,0.55,0.0,05:01AM,0.0,none,1017.94,partly-cloudy-day,72.87
2018-06-10,63.74,0.7,0.0011,05:00PM,0.0,rain,1016.3,cloudy,63.74
2018-06-11,64.79,0.47,0.0064,01:00AM,0.0,rain,1019.89,partly-cloudy-day,64.79
2018-06-12,67.77,0.52,0.0,05:01AM,0.0,none,1019.71,clear-day,67.77
2018-06-13,77.49,0.73,0.0124,02:00PM,0.0,rain,1008.52,partly-cloudy-day,76.67
2018-06-14,80.7,0.3,0.0021,01:00AM,0.0,rain,1008.2,clear-day,80.7
2018-06-15,73.13,0.48,0.0,05:01AM,0.0,none,1014.36,partly-cloudy-day,73.13
2018-06-16,78.17,0.41,0.0,05:01AM,0.0,none,1015.33,partly-cloudy-day,78.17
2018-06-17,81.18,0.43,0.0,05:01AM,0.0,none,1017.77,clear-day,81.18
2018-06-18,92.45,0.57,0.057,09:00PM,0.0,rain,1008.56,partly-cloudy-day,87.26
2018-06-19,83.64,0.32,0.0108,03:00AM,0.0,rain,1009.05,clear-day,83.64
2018-06-20,76.01,0.66,0.0,05:01AM,0.0,none,1008.34,partly-cloudy-day,75.63
2018-06-21,79.61,0.49,0.0701,02:00AM,0.0,rain,1008.1,partly-cloudy-day,79.61
2018-06-22,67.73,0.75,0.0,05:01AM,0.0,none,1015.92,clear-day,67.73
2018-06-23,66.68,0.84,0.0134,01:00AM,0.0,none,1009.84,cloudy,66.38
2018-06-24,84.2,0.55,0.0148,09:00PM,0.0,none,1007.76,partly-cloudy-day,82.45
2018-06-25,77.59,0.33,0.0,05:01AM,0.0,none,1018.49,partly-cloudy-day,77.59
2018-06-26,72.29,0.64,0.0,05:01AM,0.0,none,1022.18,partly-cloudy-day,72.29
2018-06-27,70.89,0.75,0.0017,08:00PM,0.08,rain,1014.26,cloudy,70.62
2018-06-28,79.28,0.8,0.0831,07:00AM,0.12,none,1008.42,partly-cloudy-day,78.02
2018-06-29,86.85,0.39,0.0,05:01AM,0.0,none,1014.31,partly-cloudy-day,86.85
2018-06-30,90.84,0.44,0.0,05:01AM,0.0,none,1015.92,clear-day,89.23
2018-07-01,96.24,0.53,0.0,05:01AM,0.0,none,1015.36,partly-cloudy-day,90.11
2018-07-02,90.05,0.64,0.0,05:01AM,0.0,none,1017.38,clear-day,84.81
2018-07-03,82.16,0.85,0.1362,05:00PM,0.1,rain,1022.26,partly-cloudy-day,78.82
2018-07-04,83.93,0.75,0.0006,03:00PM,0.0,none,1025.56,partly-cloudy-day,80.17
2018-07-05,91.0,0.74,0.0,05:01AM,0.0,none,1021.1,partly-cloudy-day,83.68
2018-07-06,80.82,0.5,0.0854,06:00AM,0.0,rain,1016.93,partly-cloudy-day,80.01
2018-07-07,70.59,0.48,0.0,05:01AM,0.0,none,1026.34,clear-day,70.59
2018-07-08,75.88,0.46,0.0,05:01AM,0.0,none,1025.96,clear-day,75.88
2018-07-09,80.0,0.52,0.0,05:01AM,0.0,none,1018.01,clear-day,79.87
2018-07-10,88.22,0.44,0.0,05:01AM,0.0,none,1010.03,clear-day,87.33
2018-07-11,77.64,0.66,0.0,05:01AM,0.0,none,1014.96,partly-cloudy-day,77.13
2018-07-12,76.92,0.54,0.0,05:01AM,0.0,none,1022.23,partly-cloudy-day,76.92
2018-07-13,79.09,0.47,0.0,05:01AM,0.0,none,1021.48,clear-day,79.09
2018-07-14,86.59,0.46,0.0,05:01AM,0.0,none,1015.76,partly-cloudy-day,85.85
2018-07-15,84.75,0.66,0.1458,05:00AM,0.0,rain,1014.03,partly-cloudy-day,81.49
2018-07-16,89.53,0.67,0.0,05:01AM,0.0,none,1012.57,partly-cloudy-day,84.03
2018-07-17,73.67,0.94,0.1937,03:00PM,0.49,none,1010.2,rain,72.31
2018-07-18,81.16,0.36,0.0,05:01AM,0.0,none,1012.67,clear-day,81.16
2018-07-19,77.2,0.46,0.0,05:01AM,0.0,none,1018.34,clear-day,77.2
2018-07-20,75.24,0.53,0.0,05:01AM,0.0,none,1019.97,partly-cloudy-day,75.24
2018-07-21,75.24,0.53,0.0763,11:00PM,0.0,none,1015.16,clear-day,75.24
2018-07-22,76.28,0.93,0.1222,02:00AM,0.84,none,1015.15,rain,74.72
2018-07-23,79.51,0.83,0.0299,05:00AM,0.0,rain,1020.58,cloudy,78.09
2018-07-24,81.8,0.82,0.0006,03:00AM,0.0,none,1019.98,clear-day,78.73
2018-07-25,76.84,0.93,0.1647,07:00AM,0.0,none,1012.76,clear-day,75.24
2018-07-26,87.13,0.66,0.0074,01:00AM,0.0,rain,1011.66,partly-cloudy-day,82.94
2018-07-27,76.08,0.83,0.0642,10:00PM,0.44,rain,1015.51,rain,75.0
2018-07-28,83.39,0.7,0.0022,12:00AM,0.0,rain,1014.27,partly-cloudy-day,80.26
2018-07-29,78.97,0.54,0.0,05:01AM,0.0,none,1018.33,partly-cloudy-day,78.84
2018-07-30,75.53,0.74,0.0,05:01AM,0.0,none,1020.42,partly-cloudy-day,74.89
2018-07-31,76.43,0.67,0.0,05:01AM,0.0,none,1019.6,partly-cloudy-day,75.97
2018-08-01,89.53,0.68,0.0897,02:00PM,0.0,rain,1015.68,partly-cloudy-day,83.87
2018-08-02,85.75,0.76,0.0685,05:00PM,0.0,rain,1018.6,partly-cloudy-day,81.07
2018-08-03,81.6,0.83,0.1254,04:00PM,0.0,rain,1019.82,partly-cloudy-day,78.61
2018-08-04,88.73,0.61,0.1766,10:00AM,0.0,rain,1017.58,partly-cloudy-day,84.59
2018-08-05,90.06,0.58,0.0,05:01AM,0.0,none,1018.95,partly-cloudy-day,85.87
2018-08-06,93.04,0.64,0.0,05:01AM,0.0,none,1016.15,partly-cloudy-day,86.28
2018-08-07,82.82,0.8,0.0519,08:00PM,0.51,rain,1012.7,rain,79.3
2018-08-08,88.89,0.72,0.0,05:01AM,0.0,none,1009.09,partly-cloudy-day,83.01
2018-08-09,85.99,0.48,0.0648,03:00AM,0.0,rain,1008.73,clear-day,85.08
2018-08-10,82.91,0.65,0.0,05:01AM,0.0,none,1011.29,cloudy,80.36
2018-08-11,75.65,0.91,0.2247,06:00PM,0.43,rain,1013.82,rain,74.24
2018-08-12,79.57,0.8,0.0021,08:00PM,0.03,rain,1016.35,partly-cloudy-day,78.27
2018-08-13,75.8,0.93,0.0655,11:00AM,0.24,rain,1011.98,cloudy,74.32
2018-08-14,74.46,0.84,0.0302,04:00PM,0.05,rain,1010.11,partly-cloudy-day,73.48
2018-08-15,87.08,0.59,0.0,05:01AM,0.0,none,1013.32,partly-cloudy-day,83.9
2018-08-16,89.22,0.59,0.0,05:01AM,0.0,none,1017.25,partly-cloudy-day,85.15
2018-08-17,89.17,0.79,0.0833,11:00PM,0.32,rain,1013.55,rain,82.31
2018-08-18,76.44,0.87,0.2674,01:00AM,0.74,rain,1009.46,rain,75.15
2018-08-19,72.5,0.79,0.0023,03:00PM,0.0,rain,1017.14,cloudy,71.91
2018-08-20,72.83,0.79,0.0,05:01AM,0.0,none,1019.95,partly-cloudy-day,72.2
2018-08-21,73.84,0.8,0.0,05:01AM,0.0,none,1014.66,partly-cloudy-day,73.09
2018-08-22,81.5,0.58,0.2323,02:00AM,0.0,rain,1006.8,partly-cloudy-day,79.93
2018-08-23,74.84,0.45,0.0023,08:00AM,0.0,rain,1016.47,clear-day,74.84
2018-08-24,76.36,0.52,0.0,05:01AM,0.0,none,1023.17,clear-day,76.36
2018-08-25,73.69,0.63,0.0,05:01AM,0.0,none,1023.28,clear-day,73.67
2018-08-26,83.49,0.62,0.0,05:01AM,0.0,none,1017.33,cloudy,81.05
2018-08-27,88.14,0.68,0.0,05:01AM,0.0,none,1017.08,partly-cloudy-day,83.08
2018-08-28,95.55,0.56,0.0,05:01AM,0.0,none,1015.5,clear-night,89.08
2018-08-29,94.23,0.54,0.0,05:01AM,0.0,none,1013.09,clear-night,88.92
2018-08-30,85.65,0.54,0.0,05:01AM,0.0,none,1017.35,clear-night,83.72
2018-08-31,71.49,0.8,0.0375,03:00PM,0.0,none,1024.81,clear-night,70.95
2018-09-01,72.72,0.72,0.0,05:01AM,0.0,none,1024.72,partly-cloudy-night,72.38
2018-09-02,77.92,0.79,0.0,05:01AM,0.0,none,1022.68,partly-cloudy-night,76.81
2018-09-03,91.56,0.73,0.0,05:01AM,0.0,none,1022.15,clear-night,84.06
2018-09-04,90.82,0.63,0.0,05:01AM,0.0,none,1021.75,partly-cloudy-night,85.35
2018-09-05,85.14,0.76,0.0009,11:00PM,0.0,rain,1021.35,clear-night,80.7
2018-09-06,78.89,0.87,0.0503,07:00PM,0.67,rain,1019.62,rain,77.38
2018-09-07,72.76,0.8,0.0075,02:00AM,0.0,rain,1019.38,cloudy,72.08
2018-09-08,63.38,0.85,0.0063,10:00AM,0.37,rain,1020.8,rain,63.35
2018-09-09,59.93,0.92,0.0322,06:00PM,0.97,rain,1022.81,rain,59.91
2018-09-10,62.72,1.0,0.0849,05:00AM,0.83,rain,1019.81,rain,62.11
2018-09-11,74.35,0.92,0.0131,02:00PM,0.0,rain,1020.37,cloudy,73.01
2018-09-12,75.67,0.97,0.007,09:00PM,0.35,rain,1023.26,rain,74.01
2018-09-13,74.33,0.88,0.0017,03:00AM,0.0,rain,1023.94,cloudy,73.17
2018-09-14,72.81,0.8,0.0003,02:00AM,0.0,none,1022.8,cloudy,72.12
2018-09-15,73.28,0.77,0.0003,07:00AM,0.0,none,1022.0,clear-night,72.68
2018-09-16,75.57,0.74,0.0,05:01AM,0.0,none,1022.03,clear-night,74.91
2018-09-17,76.34,0.88,0.0011,06:00PM,0.0,rain,1015.47,partly-cloudy-night,75.01
2018-09-18,73.4,0.94,0.1312,02:00PM,0.0,rain,1008.17,partly-cloudy-night,72.09
2018-09-19,73.84,0.85,0.0003,05:00PM,0.0,none,1014.83,partly-cloudy-night,72.88
2018-09-20,68.45,0.76,0.0,05:01AM,0.0,none,1023.84,cloudy,68.35
2018-09-21,73.1,0.8,0.0001,08:00AM,0.0,none,1016.51,cloudy,72.39
2018-09-22,65.89,0.58,0.0081,05:00AM,0.0,rain,1022.04,partly-cloudy-night,65.89
2018-09-23,63.97,0.83,0.0025,06:00PM,0.0,rain,1024.18,cloudy,63.96
2018-09-24,63.0,0.69,0.0006,01:00AM,0.0,rain,1032.1,partly-cloudy-night,63.0
2018-09-25,72.77,0.98,0.18,03:00PM,0.92,rain,1021.57,rain,71.32
2018-09-26,77.27,0.89,0.1104,04:00AM,0.0,rain,1011.6,partly-cloudy-night,75.83
2018-09-27,68.08,0.75,0.0159,10:00PM,0.0,rain,1019.13,cloudy,68.04
2018-09-28,60.78,0.86,0.3667,07:00AM,0.0,rain,1019.3,partly-cloudy-night,60.78
2018-09-29,66.59,0.64,0.0,05:01AM,0.0,none,1023.21,partly-cloudy-night,66.59
2018-09-30,64.95,0.77,0.0,05:01AM,0.0,none,1025.7,clear-night,64.95
2018-10-01,71.82,0.85,0.0005,11:00PM,0.0,none,1023.44,partly-cloudy-night,71.01
2018-10-02,74.56,0.83,0.3115,11:00PM,0.0,rain,1016.33,partly-cloudy-night,73.62
2018-10-03,68.82,0.73,0.1656,12:00AM,0.0,rain,1017.87,partly-cloudy-night,68.8
2018-10-04,73.93,0.86,0.0213,06:00PM,0.06,rain,1013.78,cloudy,72.89
2018-10-05,64.83,0.75,0.0,05:01AM,0.0,none,1021.12,partly-cloudy-night,64.83
2018-10-06,66.41,0.94,0.0016,11:00AM,0.13,rain,1022.27,cloudy,65.73
2018-10-07,75.49,0.86,0.0016,08:00PM,0.0,rain,1022.94,partly-cloudy-night,74.32
2018-10-08,64.41,0.96,0.0047,07:00AM,0.16,rain,1029.85,cloudy,63.83
2018-10-09,72.49,0.92,0.0029,02:00AM,0.0,rain,1023.76,partly-cloudy-night,71.32
2018-10-10,74.4,0.94,0.0011,12:00PM,0.0,rain,1014.62,partly-cloudy-night,73.0
2018-10-11,71.6,0.99,0.0914,05:00PM,0.94,rain,1002.63,rain,70.23
2018-10-12,54.88,0.56,0.0761,05:00AM,0.0,rain,1007.48,clear-night,54.88
2018-10-13,52.59,0.66,0.0248,09:00AM,0.0,rain,1015.66,clear-night,52.59
2018-10-14,54.79,0.61,0.0011,01:00PM,0.0,rain,1023.24,partly-cloudy-night,54.79
2018-10-15,66.56,0.86,0.0164,11:00AM,0.0,rain,1012.09,cloudy,66.2
2018-10-16,51.83,0.57,0.0089,01:00AM,0.0,rain,1018.44,partly-cloudy-night,51.83
2018-10-17,56.08,0.47,0.0,05:01AM,0.0,none,1015.56,partly-cloudy-night,56.08
2018-10-18,45.91,0.39,0.0,05:01AM,0.0,none,1027.4,clear-night,47.84
2018-10-19,56.66,0.56,0.0,05:01AM,0.0,none,1017.41,partly-cloudy-night,56.66
2018-10-20,56.18,0.67,0.0071,04:00AM,0.0,rain,1002.76,partly-cloudy-night,56.18
2018-10-21,38.18,0.48,0.0025,07:00AM,0.0,rain,1019.6,clear-night,42.64
2018-10-22,48.31,0.59,0.0,05:01AM,0.0,none,1021.93,partly-cloudy-night,49.0
2018-10-23,56.73,0.52,0.0008,07:00PM,0.01,none,1014.55,partly-cloudy-night,56.73
2018-10-24,50.3,0.5,0.001,01:00AM,0.0,none,1020.18,partly-cloudy-night,50.3
2018-10-25,42.26,0.55,0.0,05:01AM,0.0,none,1018.81,clear-night,45.31
2018-10-26,44.55,0.71,0.0002,01:00PM,0.0,none,1018.39,cloudy,47.79
2018-10-27,50.69,0.97,0.0922,05:00AM,0.29,rain,999.12,cloudy,50.69
2018-10-28,51.17,0.76,0.0063,12:00AM,0.0,rain,1009.41,cloudy,51.17
2018-10-29,52.67,0.62,0.0104,01:00AM,0.01,rain,1012.57,partly-cloudy-night,52.67
2018-10-30,50.76,0.43,0.0016,07:00PM,0.0,rain,1019.24,clear-night,50.76
2018-10-31,60.15,0.72,0.0001,07:00AM,0.0,none,1013.57,partly-cloudy-night,60.15
2018-11-01,64.0,0.8,0.0,05:01AM,0.0,none,1009.78,partly-cloudy-night,64.0
2018-11-02,64.52,0.99,0.1424,10:00PM,0.0,rain,1006.04,cloudy,63.8
2018-11-03,52.95,0.48,0.1557,03:00AM,0.0,rain,1020.86,clear-night,52.95
2018-11-04,47.5,0.65,0.0023,06:00AM,0.0,rain,1032.36,clear-night,47.5
2018-11-05,51.76,0.96,0.0524,11:00AM,0.8,rain,1021.07,rain,51.76
2018-11-06,57.28,0.98,0.5273,12:00PM,0.29,rain,1009.28,partly-cloudy-night,57.25
2018-11-07,59.32,0.49,0.0002,05:00AM,0.0,none,1016.92,partly-cloudy-night,59.32
2018-11-08,45.85,0.52,0.0,05:01AM,0.0,none,1026.27,clear-night,48.73
2018-11-09,50.51,0.98,0.2149,07:00PM,0.98,rain,1013.95,rain,50.51
2018-11-10,31.68,0.39,0.0108,12:00AM,0.0,rain,1021.84,clear-night,38.02
2018-11-11,40.71,0.53,0.0011,12:00AM,0.0,none,1028.08,clear-night,40.71
2018-11-12,45.55,0.7,0.0029,11:00PM,0.0,rain,1027.88,partly-cloudy-night,45.55
2018-11-13,38.89,0.65,0.1403,05:00AM,0.0,rain,1016.94,cloudy,44.6
2018-11-14,27.8,0.45,0.0,05:01AM,0.0,none,1034.06,partly-cloudy-night,34.42
2018-11-15,22.44,1.0,0.0627,05:00PM,0.5,snow,1021.26,sleet,31.52
2018-11-16,34.86,0.66,0.0571,06:00AM,0.0,rain,1011.73,partly-cloudy-night,40.76
2018-11-17,40.87,0.6,0.0,05:01AM,0.0,none,1024.01,cloudy,44.65
2018-11-18,43.03,0.7,0.0,05:01AM,0.0,none,1025.14,cloudy,43.03
2018-11-19,46.52,0.78,0.0,05:01AM,0.0,none,1015.63,partly-cloudy-night,46.52
2018-11-20,39.48,0.6,0.0012,07:00AM,0.0,rain,1015.97,cloudy,43.64
2018-11-21,30.39,0.64,0.006,07:00PM,0.0,snow,1019.16,cloudy,37.68
2018-11-22,11.1,0.32,0.0,05:01AM,0.0,none,1034.67,clear-night,21.87
2018-11-23,29.97,0.39,0.0,05:01AM,0.0,none,1031.22,clear-night,29.97
2018-11-24,41.77,0.94,0.3288,11:00PM,0.7,rain,1009.06,rain,46.14
2018-11-25,50.77,0.63,0.2538,01:00AM,0.0,rain,1014.02,cloudy,50.77
2018-11-26,44.07,0.95,0.1992,04:00PM,1.0,rain,995.96,rain,48.74
2018-11-27,32.92,0.58,0.0117,12:00AM,0.0,rain,998.13,cloudy,39.81
2018-11-28,35.0,0.57,0.0,05:01AM,0.0,none,1004.0,cloudy,40.96
2018-11-29,35.68,0.55,0.0,05:01AM,0.0,none,1015.51,cloudy,40.91
2018-11-30,39.34,0.85,0.0041,03:00PM,0.0,rain,1018.61,cloudy,39.34
2018-12-01,38.82,0.82,0.0083,09:00PM,0.75,rain,1021.39,rain,41.63
2018-12-02,52.59,1.0,0.0782,04:00AM,0.54,rain,1002.83,rain,52.59
2018-12-03,44.53,0.59,0.0003,12:00AM,0.0,none,1006.88,partly-cloudy-night,48.32
2018-12-04,29.57,0.46,0.0,05:01AM,0.0,none,1017.54,clear-night,34.79
2018-12-05,29.92,0.51,0.0,05:01AM,0.0,none,1018.63,partly-cloudy-night,33.54
2018-12-06,31.9,0.54,0.0,05:01AM,0.0,none,1021.65,partly-cloudy-night,37.66
2018-12-07,23.97,0.44,0.0,05:01AM,0.0,none,1030.74,clear-night,31.27
2018-12-08,31.25,0.57,0.0,05:01AM,0.0,none,1033.41,partly-cloudy-night,31.25
2018-12-09,28.54,0.58,0.0003,11:00AM,0.0,none,1023.64,clear-night,32.69
2018-12-10,33.42,0.54,0.0,05:01AM,0.0,none,1021.34,clear-night,33.42
2018-12-11,30.31,0.62,0.0,05:01AM,0.0,none,1014.72,clear-night,34.68
2018-12-12,34.48,0.64,0.0,05:01AM,0.0,none,1023.64,partly-cloudy-night,34.48
2018-12-13,34.91,0.93,0.0014,01:00PM,0.0,rain,1031.63,cloudy,38.99
2018-12-14,47.66,0.96,0.0092,11:00PM,0.09,rain,1026.89,cloudy,47.66
2018-12-15,47.36,0.72,0.0339,02:00AM,0.0,rain,1020.0,partly-cloudy-night,49.93
2018-12-16,32.24,0.95,0.1232,06:00AM,1.0,rain,1009.31,rain,38.66
2018-12-17,36.31,0.5,0.0031,01:00AM,0.0,rain,1008.34,cloudy,42.55
2018-12-18,23.28,0.49,0.0,05:01AM,0.0,none,1020.9,clear-night,31.16
2018-12-19,36.08,0.64,0.0,05:01AM,0.0,none,1020.01,clear-night,36.08
2018-12-20,40.62,0.96,0.04,07:00PM,1.0,rain,1014.6,rain,44.01
2018-12-21,54.71,0.96,0.2207,07:00AM,0.0,rain,991.23,cloudy,54.71
2018-12-22,36.57,0.56,0.0005,07:00AM,0.0,none,1011.24,cloudy,42.81
2018-12-23,37.32,0.61,0.0003,11:00PM,0.0,none,1019.19,partly-cloudy-night,39.58
2018-12-24,33.29,0.56,0.0098,04:00AM,0.0,rain,1018.88,partly-cloudy-night,39.27
2018-12-25,31.22,0.52,0.0,05:01AM,0.0,none,1027.22,partly-cloudy-night,36.79
2018-12-26,34.19,0.63,0.0,05:01AM,0.0,none,1031.81,clear-night,37.98
2018-12-27,36.64,0.73,0.0,05:01AM,0.0,none,1035.16,partly-cloudy-night,38.71
2018-12-28,56.75,0.99,0.1741,11:00AM,0.12,rain,1010.94,cloudy,56.73
2018-12-29,38.94,0.56,0.0001,06:00AM,0.0,none,1021.11,partly-cloudy-night,43.43
2018-12-30,37.71,0.79,0.0001,10:00PM,0.0,none,1025.1,partly-cloudy-night,37.71
2018-12-31,38.77,0.97,0.2171,10:00PM,1.0,rain,1019.36,rain,43.74
2019-01-01,39.07,0.59,0.1339,12:00AM,0.0,rain,1019.33,partly-cloudy-night,44.29
2019-01-02,31.74,0.61,0.0,05:01AM,0.0,none,1023.7,cloudy,36.51
2019-01-03,37.38,0.59,0.0001,07:00AM,0.0,none,1016.86,partly-cloudy-night,37.38
2019-01-04,42.03,0.76,0.0001,01:00PM,0.0,none,1011.72,clear-night,43.4
2019-01-05,40.82,0.9,0.0778,03:00AM,0.06,rain,1003.25,partly-cloudy-night,44.58
2019-01-06,30.14,0.43,0.0001,12:00PM,0.0,none,1021.61,partly-cloudy-night,38.52
2019-01-07,31.42,0.34,0.0,05:01AM,0.0,none,1028.62,cloudy,31.42
2019-01-08,41.85,0.94,0.0112,04:00AM,0.06,rain,1006.92,cloudy,41.85
2019-01-09,30.54,0.41,0.0792,12:00AM,0.0,rain,1003.79,partly-cloudy-night,38.06
2019-01-10,21.95,0.54,0.0,05:01AM,0.0,none,1012.98,partly-cloudy-night,31.23
2019-01-11,16.29,0.32,0.0,05:01AM,0.0,none,1028.1,clear-night,25.7
2019-01-12,27.6,0.43,0.0,05:01AM,0.0,none,1033.23,partly-cloudy-night,30.63
2019-01-13,19.81,0.46,0.0023,02:00AM,0.0,snow,1026.45,partly-cloudy-night,28.95
2019-01-14,28.52,0.48,0.0,05:01AM,0.0,none,1021.2,clear-night,28.52
2019-01-15,30.92,0.57,0.0,05:01AM,0.0,none,1020.63,clear-night,30.92
2019-01-16,31.77,0.52,0.0,05:01AM,0.0,none,1019.97,partly-cloudy-night,38.04
2019-01-17,26.49,0.49,0.0,05:01AM,0.0,none,1026.56,partly-cloudy-night,29.64
2019-01-18,30.79,0.86,0.0034,12:00PM,0.0,snow,1019.53,partly-cloudy-night,34.98
2019-01-19,30.32,0.79,0.0237,10:00PM,0.0,rain,1017.36,cloudy,36.56
2019-01-20,2.33,0.59,0.1636,03:00AM,0.0,rain,1003.67,partly-cloudy-night,17.74
2019-01-21,-4.4,0.43,0.0,05:01AM,0.0,none,1025.0,clear-night,11.17
2019-01-22,27.1,0.42,0.0,05:01AM,0.0,none,1036.97,partly-cloudy-night,27.1
2019-01-23,39.46,0.76,0.0,05:01AM,0.0,none,1017.19,cloudy,41.71
2019-01-24,33.49,0.69,0.218,12:00PM,0.0,rain,1001.6,cloudy,40.59
2019-01-25,26.06,0.33,0.0,05:01AM,0.0,none,1019.55,clear-night,33.29
2019-01-26,31.98,0.47,0.0,05:01AM,0.0,none,1024.05,cloudy,31.98
2019-01-27,39.64,0.55,0.0001,10:00PM,0.0,none,1014.55,partly-cloudy-night,42.29
2019-01-28,26.59,0.4,0.0,05:01AM,0.0,none,1017.74,clear-night,26.59
2019-01-29,33.8,0.93,0.0611,08:00PM,1.0,rain,1009.38,rain,39.89
2019-01-30,-5.44,0.33,0.005,04:00PM,0.0,snow,1020.07,clear-night,11.12
2019-01-31,2.43,0.36,0.0,05:01AM,0.0,none,1029.62,clear-night,14.3
2019-02-01,13.23,0.44,0.0001,04:00PM,0.0,none,1028.79,partly-cloudy-night,19.49
2019-02-02,22.75,0.65,0.0,05:01AM,0.0,none,1019.13,partly-cloudy-night,31.23
2019-02-03,36.51,0.79,0.0,05:01AM,0.0,none,1020.07,partly-cloudy-night,39.32
2019-02-04,43.67,0.75,0.0,05:01AM,0.0,none,1016.14,clear-night,43.67
2019-02-05,53.62,0.66,0.0002,04:00AM,0.0,none,1016.2,partly-cloudy-night,53.62
2019-02-06,35.38,0.92,0.1027,10:00PM,0.86,rain,1019.84,rain,40.53
2019-02-07,40.72,0.94,0.0822,12:00AM,0.0,rain,1019.02,cloudy,42.65
2019-02-08,32.91,0.36,0.0844,02:00AM,0.0,rain,1019.34,clear-night,40.92
2019-02-09,22.36,0.4,0.0,05:01AM,0.0,none,1039.34,clear-night,29.1
2019-02-10,28.29,0.36,0.0,05:01AM,0.0,none,1030.9,partly-cloudy-night,33.48
2019-02-11,31.55,0.46,0.0019,11:00AM,0.0,snow,1027.46,partly-cloudy-night,35.1
2019-02-12,26.21,0.98,0.043,06:00PM,0.68,rain,1013.07,rain,33.89
2019-02-13,26.4,0.53,0.0435,12:00AM,0.0,rain,1009.46,clear-night,34.7
2019-02-14,41.24,0.44,0.0082,01:00PM,0.0,rain,1017.32,partly-cloudy-night,41.24
2019-02-15,52.07,0.63,0.0013,05:00AM,0.0,rain,1003.66,cloudy,52.07
2019-02-16,31.23,0.44,0.0002,12:00AM,0.0,none,1013.95,clear-night,37.25
2019-02-17,28.41,0.64,0.0077,11:00PM,0.0,rain,1017.4,cloudy,33.92
2019-02-18,20.83,0.54,0.0258,06:00AM,0.0,rain,1021.88,partly-cloudy-night,30.91
2019-02-19,27.88,0.34,0.0,05:01AM,0.0,none,1035.88,clear-night,32.6
2019-02-20,23.35,0.97,0.0245,11:00PM,0.55,snow,1026.25,sleet,29.51
2019-02-21,44.12,0.57,0.0923,01:00AM,0.0,rain,1017.4,clear-night,46.46
2019-02-22,35.63,0.49,0.0006,10:00PM,0.0,none,1030.21,clear-night,39.72
2019-02-23,34.88,0.78,0.0007,10:00AM,0.0,rain,1026.73,cloudy,38.03
2019-02-24,39.25,0.82,0.1716,07:00AM,0.0,rain,995.93,partly-cloudy-night,45.5
2019-02-25,26.98,0.34,0.0013,11:00AM,0.0,rain,1018.54,clear-night,35.4
2019-02-26,21.11,0.36,0.0016,06:00AM,0.0,snow,1029.37,partly-cloudy-night,30.04
2019-02-27,20.94,0.58,0.0015,11:00PM,0.0,snow,1020.77,cloudy,28.19
2019-02-28,26.66,0.42,0.0034,03:00AM,0.0,snow,1024.76,clear-night,32.1
2019-03-01,27.87,0.82,0.0168,01:00PM,0.0,snow,1024.77,cloudy,33.83
2019-03-02,33.76,0.76,0.0419,05:00AM,0.0,snow,1017.53,cloudy,38.35
2019-03-03,32.93,0.98,0.0881,10:00PM,0.76,snow,1014.59,snow,32.93
2019-03-04,28.36,0.52,0.0775,01:00AM,0.0,snow,1012.87,partly-cloudy-night,33.74
2019-03-05,20.16,0.43,0.0019,01:00PM,0.0,snow,1014.58,clear-night,28.44
2019-03-06,14.43,0.5,0.0018,04:00AM,0.0,snow,1022.99,partly-cloudy-night,23.02
2019-03-07,24.59,0.45,0.0013,06:00AM,0.0,snow,1026.88,partly-cloudy-night,29.77
2019-03-08,35.55,0.58,0.0054,12:00PM,0.0,snow,1024.26,partly-cloudy-night,35.55
2019-03-09,35.6,0.6,0.003,11:00AM,0.0,rain,1026.8,clear-night,38.24
2019-03-10,39.6,0.98,0.0946,11:00AM,0.0,rain,1013.2,cloudy,39.6
2019-03-11,50.69,0.31,0.0001,12:00AM,0.0,none,1015.78,clear-night,50.69
2019-03-12,33.54,0.41,0.0003,01:00PM,0.0,none,1024.61,clear-night,39.81
2019-03-13,34.2,0.62,0.0016,05:00PM,0.0,rain,1026.38,partly-cloudy-night,39.59
2019-03-14,44.82,0.72,0.0,05:01AM,0.0,none,1018.32,partly-cloudy-night,48.14
2019-03-15,62.3,0.69,0.1669,10:00PM,0.0,rain,1003.37,partly-cloudy-night,62.3
2019-03-16,38.5,0.39,0.0123,12:00AM,0.0,rain,1017.83,partly-cloudy-night,44.01
