date,inside_sales,outside_sales,inside_covers,outside_covers,reserved_covers,walkin_covers,waitlist_covers,no_show_covers,no_show_parties,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature
2017-09-27,13053.71,4626.25,154,77,121,52,58,24,9,81.84,0.81,0.0,05:01:00,0.0,none,1008.96,partly-cloudy-night,78.77
2017-09-28,13579.76,3453.34,171,75,131,64,51,14,5,68.08,0.49,0.0,05:01:00,0.0,none,1011.28,clear-night,68.08
2017-09-29,15094.87,6752.63,195,106,155,63,83,7,3,62.42,0.57,0.0,05:01:00,0.0,none,1016.74,clear-night,62.42
2017-09-30,17188.44,4214.0,221,69,154,78,58,22,10,56.63,0.74,0.0,15:00:00,0.0,none,1025.48,partly-cloudy-night,56.63
2017-10-01,13615.99,5314.0,180,100,130,77,73,13,6,60.83,0.58,0.0,05:01:00,0.0,none,1025.77,clear-night,60.83
2017-10-02,12110.05,3094.5,168,58,113,69,44,37,14,63.71,0.57,0.0,05:01:00,0.0,none,1030.77,clear-night,63.71
2017-10-03,14212.16,3270.0,195,60,144,54,57,17,7,61.04,0.64,0.0,05:01:00,0.0,none,1035.47,clear-night,61.04
2017-10-04,11686.51,5014.0,159,83,114,69,59,28,9,69.58,0.69,0.0,05:01:00,0.0,none,1023.59,clear-night,69.58
2017-10-05,16526.11,3306.5,184,65,121,80,48,21,9,77.22,0.63,0.0028,23:00:00,0.0,rain,1017.44,partly-cloudy-night,76.85
2017-10-06,14574.51,7504.65,202,104,161,58,87,12,4,72.01,0.79,0.0028,00:00:00,0.0,rain,1017.86,partly-cloudy-night,71.45
2017-10-07,13430.32,7511.0,189,122,130,62,119,16,7,74.35,0.8,0.0,05:01:00,0.0,none,1017.57,partly-cloudy-night,73.55
2017-10-08,14986.73,4556.5,191,86,122,63,92,9,4,77.13,0.87,0.0382,10:00:00,0.0,rain,1014.8,partly-cloudy-night,75.79
2017-10-09,11963.9,,180,0,114,36,30,10,4,76.49,0.93,0.0719,14:00:00,0.26,rain,1011.43,cloudy,74.93
2017-10-10,16150.46,4707.5,157,88,135,62,48,15,7,73.0,0.71,0.0,05:01:00,0.0,none,1018.64,clear-night,72.7
2017-10-11,16262.21,,180,4,121,26,37,15,6,67.66,0.82,0.0035,19:00:00,0.38,rain,1020.72,rain,67.38
2017-10-12,14665.87,2548.5,189,28,127,45,45,19,6,59.62,0.65,0.0179,05:00:00,0.0,rain,1028.38,partly-cloudy-night,59.62
2017-10-13,14984.36,6096.0,199,108,143,53,111,18,6,63.0,0.8,0.0,05:01:00,0.0,none,1027.56,cloudy,63.0
2017-10-14,15717.4,6352.5,196,106,151,61,90,6,2,68.93,0.83,0.0045,04:00:00,0.0,rain,1022.05,cloudy,68.48
2017-10-15,14638.73,4322.0,182,78,122,80,58,5,2,69.74,0.8,0.0,09:00:00,0.0,none,1010.85,cloudy,69.33
2017-10-16,14182.99,,182,0,122,20,40,13,5,53.92,0.56,0.0054,05:00:00,0.0,rain,1020.18,partly-cloudy-night,53.92
2017-10-17,12756.3,,179,0,114,35,30,21,10,53.79,0.57,0.0,05:01:00,0.0,none,1025.23,clear-night,53.79
2017-10-18,13725.51,3579.12,184,56,137,46,57,8,4,63.3,0.64,0.0,05:01:00,0.0,none,1025.18,clear-night,63.3
2017-10-19,14178.88,4282.17,185,65,127,67,56,29,10,64.13,0.56,0.0,05:01:00,0.0,none,1018.98,clear-night,64.13
2017-10-20,14863.48,5901.98,187,85,145,54,73,13,5,65.49,0.41,0.0,05:01:00,0.0,none,1021.09,clear-night,65.49
2017-10-21,16583.74,7211.98,202,113,145,54,116,10,5,64.6,0.55,0.0,05:01:00,0.0,none,1027.42,clear-night,64.6
2017-10-22,14256.47,5181.61,188,89,117,54,106,13,5,63.95,0.66,0.0,05:01:00,0.0,none,1028.28,clear-night,63.95
2017-10-23,15603.8,3548.0,181,67,135,64,49,11,5,68.88,0.83,0.0,05:01:00,0.0,none,1019.07,cloudy,68.44
2017-10-24,13815.61,,192,0,119,29,44,11,4,69.26,0.92,0.0734,15:00:00,0.23,rain,1008.45,cloudy,68.41
2017-10-25,14156.55,2688.13,191,47,131,57,50,24,8,60.44,0.66,0.0008,01:00:00,0.0,none,1005.42,partly-cloudy-night,60.44
2017-10-26,18560.79,,189,0,132,24,33,9,5,54.58,0.57,0.0002,13:00:00,0.0,none,1009.54,partly-cloudy-night,54.58
2017-10-27,15526.58,3365.0,191,52,141,68,34,13,5,56.06,0.63,0.0,05:01:00,0.0,none,1019.15,clear-night,56.06
2017-10-28,16796.1,6863.5,186,101,151,54,82,10,4,63.46,0.81,0.0,05:01:00,0.0,none,1013.4,partly-cloudy-night,63.46
2017-10-29,14239.55,,191,0,126,22,43,18,7,65.62,0.95,0.3206,22:00:00,1.0,rain,993.26,rain,64.98
2017-10-30,13725.51,,177,0,128,13,36,14,5,52.52,0.55,0.066,00:00:00,0.0,rain,1008.39,clear-night,52.52
2017-10-31,13040.32,,189,0,121,24,44,20,9,50.68,0.49,0.0,05:01:00,0.0,none,1021.19,clear-night,50.68
2017-11-01,17678.12,,176,0,130,18,28,20,7,53.95,0.7,0.0,05:01:00,0.0,none,1025.93,cloudy,53.95
2017-11-02,13972.7,2471.5,177,54,112,89,30,25,11,65.98,0.8,0.0,05:01:00,0.0,none,1022.51,partly-cloudy-night,65.91
2017-11-03,16277.0,5194.5,183,94,125,70,82,26,7,63.92,0.68,0.0,05:01:00,0.0,none,1018.66,partly-cloudy-night,63.92
2017-11-04,17404.57,,214,0,152,33,29,8,4,51.0,0.7,0.0,05:01:00,0.0,none,1026.58,clear-night,51.0
2017-11-05,15577.17,,199,0,130,36,33,21,8,59.8,0.94,0.0047,02:00:00,0.08,rain,1018.59,cloudy,59.7
2017-11-06,14282.8,,184,0,130,24,30,14,7,55.48,0.74,0.0,10:00:00,0.0,none,1016.77,partly-cloudy-night,55.48
2017-11-07,12763.13,,164,0,111,20,33,19,5,38.47,0.9,0.1053,19:00:00,0.99,rain,1021.84,rain,40.98
2017-11-08,15251.01,,184,0,125,33,26,7,3,45.83,0.75,0.0169,00:00:00,0.0,rain,1025.12,cloudy,45.83
2017-11-09,16385.38,,186,0,138,13,35,14,4,51.54,0.79,0.0,05:01:00,0.0,none,1016.86,cloudy,51.54
2017-11-10,17368.44,,200,0,148,21,31,14,4,20.6,0.42,0.001,01:00:00,0.0,rain,1031.9,clear-night,27.93
2017-11-11,15800.3,,202,0,129,24,49,21,5,32.98,0.44,0.0,05:01:00,0.0,none,1034.36,clear-night,32.98
2017-11-12,14902.36,,201,0,126,32,43,14,6,39.95,0.62,0.0,05:01:00,0.0,none,1029.81,partly-cloudy-night,39.95
2017-11-13,12977.0,,168,0,111,23,34,27,10,41.59,0.78,0.0141,09:00:00,0.0,rain,1026.59,clear-night,41.59
2017-11-14,13953.13,,166,0,112,27,27,14,6,42.56,0.74,0.0,05:01:00,0.0,none,1026.28,cloudy,42.56
2017-11-15,15811.91,,187,0,120,19,48,18,7,47.29,0.7,0.0,05:01:00,0.0,none,1020.18,cloudy,47.29
2017-11-16,16681.98,,189,0,138,17,34,19,6,44.55,0.62,0.0302,07:00:00,0.0,rain,1011.33,clear-night,47.73
2017-11-17,16040.23,,189,0,137,17,35,2,1,40.84,0.42,0.0,05:01:00,0.0,none,1018.66,clear-night,40.84
2017-11-18,19629.02,,215,0,154,17,44,8,4,48.08,0.87,0.0306,19:00:00,0.91,rain,1002.2,rain,48.08
2017-11-19,15032.04,,203,0,117,33,53,22,8,42.93,0.53,0.0432,05:00:00,0.0,rain,1006.12,partly-cloudy-night,44.87
2017-11-20,14128.5,,180,0,122,33,25,5,2,40.26,0.53,0.0,05:01:00,0.0,none,1019.7,clear-night,42.98
2017-11-21,15569.8,,190,0,138,15,37,8,3,50.38,0.62,0.0,05:01:00,0.0,none,1017.73,clear-night,50.38
2017-11-22,16224.55,,198,0,142,28,28,8,4,35.17,0.59,0.0356,09:00:00,0.0,rain,1017.22,partly-cloudy-night,40.31
2017-11-24,13427.24,,188,0,113,33,42,10,5,43.9,0.58,0.0,05:01:00,0.0,none,1015.17,clear-night,43.9
2017-11-25,14833.24,,213,0,133,11,69,7,2,52.61,0.56,0.0,05:01:00,0.0,none,1005.98,partly-cloudy-night,52.61
2017-11-26,13432.36,,186,0,132,26,28,24,12,39.84,0.56,0.0,05:01:00,0.0,none,1015.62,clear-night,39.84
2017-11-27,12881.51,,174,0,115,15,44,14,6,43.92,0.5,0.0,05:01:00,0.0,none,1022.93,clear-night,43.92
2017-11-28,14999.48,,146,0,105,17,24,13,4,49.17,0.79,0.0,05:01:00,0.0,none,1025.57,clear-night,49.71
2017-11-29,15724.67,,171,0,126,21,24,4,2,47.47,0.45,0.0,05:01:00,0.0,none,1025.0,clear-night,48.87
2017-11-30,12896.5,,173,0,119,23,31,6,2,46.68,0.81,0.0008,23:00:00,0.0,none,1018.06,partly-cloudy-night,46.68
2017-12-01,15511.27,,181,0,133,18,30,4,1,43.64,0.61,0.0088,00:00:00,0.0,rain,1024.93,clear-night,43.64
2017-12-02,18556.11,,222,0,144,35,43,6,3,42.72,0.69,0.0,05:01:00,0.0,none,1024.06,partly-cloudy-night,42.72
2017-12-03,15865.48,,205,0,131,7,67,25,8,43.22,0.82,0.0,05:01:00,0.0,none,1024.31,partly-cloudy-night,43.22
2017-12-04,19433.48,,178,0,125,19,34,19,7,46.98,0.77,0.0,05:01:00,0.0,none,1030.05,partly-cloudy-night,46.98
2017-12-05,14639.21,,155,0,104,22,29,6,2,57.96,0.92,0.0694,22:00:00,0.49,rain,1013.23,rain,57.96
2017-12-06,14597.31,,180,0,129,19,32,14,5,38.49,0.45,0.0329,00:00:00,0.0,rain,1016.32,partly-cloudy-night,40.76
2017-12-07,20422.05,,170,0,126,14,30,13,5,38.35,0.5,0.0,05:01:00,0.0,none,1016.19,partly-cloudy-night,40.27
2017-12-08,17726.06,,198,0,151,14,33,6,3,36.26,0.5,0.0,05:01:00,0.0,none,1016.69,partly-cloudy-night,36.26
2017-12-09,15744.28,,209,0,133,18,58,14,4,31.21,0.92,0.0004,16:00:00,0.0,snow,1006.77,cloudy,31.21
2017-12-10,14365.0,,189,0,120,37,32,12,4,31.96,0.62,0.0221,13:00:00,0.0,rain,1016.18,partly-cloudy-night,35.64
2017-12-11,12052.75,,169,0,121,20,28,10,3,36.07,0.61,0.0028,13:00:00,0.0,rain,1016.44,partly-cloudy-night,36.07
2017-12-12,14517.97,,162,0,112,17,33,4,2,32.84,0.71,0.0012,14:00:00,0.0,rain,997.86,cloudy,38.51
2017-12-13,15496.48,,177,0,121,18,38,9,3,20.67,0.45,0.0,05:01:00,0.0,none,1005.13,clear-night,27.32
2017-12-14,14323.89,,183,0,149,19,15,9,4,20.26,0.5,0.0044,13:00:00,0.0,snow,1017.07,clear-night,25.62
2017-12-15,17763.8,,196,0,126,34,36,14,5,24.05,0.87,0.0002,18:00:00,0.0,none,1013.28,cloudy,24.05
2017-12-16,15935.17,,203,0,143,27,33,12,4,37.39,0.65,0.0054,14:00:00,0.13,rain,1019.96,cloudy,37.39
2017-12-17,16267.0,,214,0,127,26,61,9,4,34.77,0.7,0.0016,14:00:00,0.0,rain,1025.15,partly-cloudy-night,34.77
2017-12-18,14395.6,,173,0,130,13,30,12,5,44.32,0.72,0.0006,03:00:00,0.0,rain,1014.99,cloudy,44.32
2017-12-19,16609.84,,192,2,135,11,48,6,2,51.62,0.58,0.0,05:01:00,0.0,none,1007.98,clear-night,51.62
2017-12-20,17182.14,,173,0,133,16,24,27,8,33.96,0.48,0.0,05:01:00,0.0,none,1016.38,clear-night,37.21
2017-12-21,17355.11,,192,0,147,20,25,6,3,36.7,0.49,0.0,05:01:00,0.0,none,1025.06,partly-cloudy-night,36.7
2017-12-22,18221.14,,160,0,118,9,33,4,2,43.79,0.78,0.0,05:01:00,0.0,none,1020.96,cloudy,43.79
2017-12-23,15586.86,,206,0,126,36,44,8,2,45.43,0.93,0.0766,13:00:00,0.97,rain,1007.61,rain,46.77
2017-12-26,14696.17,,191,0,127,11,53,10,4,24.33,0.46,0.0,05:01:00,0.0,none,1030.84,clear-night,24.33
2017-12-27,13799.65,,196,0,133,7,56,2,1,12.86,0.43,0.0,05:01:00,0.0,none,1033.11,clear-night,20.21
2017-12-28,16099.48,,210,0,139,18,53,10,3,5.35,0.43,0.0,05:01:00,0.0,none,1033.04,clear-night,14.88
2017-12-29,15889.64,,203,0,130,1,72,10,5,12.52,0.53,0.0,05:01:00,0.0,none,1025.5,clear-night,18.42
2017-12-30,14915.91,,202,2,144,16,44,8,4,20.19,0.77,0.0,05:01:00,0.0,none,1015.58,clear-night,20.19
2017-12-31,16199.59,,204,0,148,21,35,13,5,2.33,0.53,0.0,05:01:00,0.0,none,1026.88,clear-night,11.63
2018-01-01,381.0,,0,0,0,0,0,0,0,16.02,0.46,0.0,05:01:00,0.0,none,1028.5,clear-night,16.02
2018-01-02,11591.75,,163,2,102,27,36,18,9,13.67,0.55,0.0,05:01:00,0.0,none,1027.49,clear-night,21.33
2018-01-03,12052.11,,156,2,116,23,19,22,8,25.05,0.54,0.0,05:01:00,0.0,none,1021.1,partly-cloudy-night,25.05
2018-01-04,12296.98,,172,0,100,16,56,12,6,13.26,0.75,0.0004,12:00:00,0.0,snow,996.53,partly-cloudy-night,24.01
2018-01-05,15831.14,,183,0,130,13,40,8,4,1.39,0.42,0.0,05:01:00,0.0,none,1015.4,clear-night,13.38
2018-01-06,17706.94,,205,0,145,27,33,14,6,-1.65,0.42,0.0,05:01:00,0.0,none,1028.69,clear-night,9.16
2018-01-07,12013.59,,174,0,125,16,33,10,4,10.84,0.49,0.0,05:01:00,0.0,none,1031.55,partly-cloudy-night,17.27
2018-01-08,10950.13,,160,0,110,24,26,10,4,25.31,0.76,0.0,05:01:00,0.0,none,1019.12,cloudy,29.33
2018-01-09,13713.21,,188,0,124,25,39,14,6,36.7,0.57,0.0044,13:00:00,0.0,rain,1026.36,clear-night,36.7
2018-01-10,13153.22,,183,0,132,22,29,6,3,36.25,0.76,0.0,05:01:00,0.0,none,1031.24,cloudy,36.25
2018-01-11,13591.3,,173,0,121,17,35,17,5,42.89,0.89,0.0,05:01:00,0.0,none,1025.48,clear-night,42.89
2018-01-12,15769.51,,195,0,142,22,31,6,3,56.77,0.95,0.1344,16:00:00,0.68,rain,1005.95,rain,56.77
2018-01-13,15649.11,,208,0,133,18,57,10,2,15.25,0.58,0.0356,04:00:00,0.0,rain,1024.44,clear-night,23.83
2018-01-14,14887.05,,194,0,138,15,41,8,4,12.59,0.43,0.0,05:01:00,0.0,none,1038.51,clear-night,19.64
2018-01-15,14474.18,,184,0,125,9,50,19,7,25.81,0.72,0.0,05:01:00,0.0,none,1034.38,clear-night,25.81
2018-01-16,12975.52,,175,0,128,17,30,16,6,33.43,0.81,0.0,05:01:00,0.0,none,1029.68,cloudy,33.43
2018-01-17,13090.01,,182,0,132,16,34,17,6,19.35,0.72,0.0087,07:00:00,0.0,snow,1022.16,partly-cloudy-night,25.89
2018-01-18,12896.48,,158,0,105,20,33,25,10,27.91,0.57,0.0,05:01:00,0.0,none,1017.3,clear-night,27.91
2018-01-19,14100.47,,185,0,137,12,36,4,2,34.16,0.58,0.0004,15:00:00,0.0,none,1015.8,clear-night,34.16
2018-01-20,16153.19,,206,0,149,23,34,11,5,44.62,0.55,0.0022,11:00:00,0.0,rain,1015.82,partly-cloudy-night,44.62
2018-01-21,13986.0,,192,0,141,25,26,4,2,45.02,0.65,0.0,05:01:00,0.0,none,1022.01,cloudy,45.02
2018-01-22,13145.0,,182,0,137,13,32,11,5,39.64,0.89,0.0007,03:00:00,0.0,rain,1020.67,cloudy,41.2
2018-01-23,13383.92,,171,4,136,15,24,2,1,46.74,0.63,0.0646,08:00:00,0.0,rain,1004.55,partly-cloudy-night,49.2
2018-01-24,14668.75,,187,0,139,15,33,7,3,25.71,0.56,0.0,05:01:00,0.0,none,1019.32,clear-night,31.9
2018-01-25,14697.44,,186,0,129,22,35,10,4,30.05,0.33,0.0,05:01:00,0.0,none,1033.78,clear-night,30.05
2018-01-26,15793.57,,196,0,145,18,33,8,3,32.65,0.62,0.0,05:01:00,0.0,none,1038.2,clear-night,32.65
2018-01-27,18097.83,,211,0,163,20,28,6,2,52.24,0.66,0.0,05:01:00,0.0,none,1026.02,partly-cloudy-night,52.24
2018-01-28,15762.86,,217,0,147,29,41,5,2,44.82,0.78,0.0272,07:00:00,0.0,rain,1024.22,partly-cloudy-night,44.82
2018-01-29,13543.61,,181,0,146,5,30,11,5,36.55,0.65,0.0,05:01:00,0.0,none,1017.94,cloudy,40.11
2018-01-30,12223.45,,160,0,107,32,21,10,4,20.54,0.57,0.0054,13:00:00,0.0,snow,1019.15,cloudy,28.44
2018-01-31,14233.5,,175,0,136,19,20,3,1,25.57,0.51,0.0,05:01:00,0.0,none,1018.89,partly-cloudy-night,30.69
2018-02-01,15137.0,,171,0,117,33,21,10,4,40.85,0.72,0.0015,23:00:00,0.16,rain,1013.05,cloudy,40.85
2018-02-02,16261.74,,172,0,134,19,19,4,1,9.79,0.45,0.0463,02:00:00,0.0,rain,1024.98,partly-cloudy-night,19.97
2018-02-03,17275.07,,208,0,148,34,26,15,5,23.41,0.49,0.0,05:01:00,0.0,none,1028.93,clear-night,28.78
2018-02-05,13081.65,,170,0,113,38,19,10,4,27.82,0.48,0.0232,00:00:00,0.0,rain,1024.86,clear-night,27.82
2018-02-06,12446.82,,157,0,111,20,26,13,5,31.52,0.67,0.0,05:01:00,0.0,none,1031.47,clear-night,31.52
2018-02-07,11371.75,,144,0,106,16,22,20,6,37.76,0.91,0.0895,19:00:00,0.95,rain,1013.33,rain,40.45
2018-02-08,16081.5,,175,0,126,22,27,2,1,28.37,0.57,0.0002,00:00:00,0.0,none,1030.14,partly-cloudy-night,28.37
2018-02-09,18509.32,,205,0,142,16,47,5,2,34.49,0.71,0.0,05:01:00,0.0,none,1031.5,partly-cloudy-night,34.49
2018-02-10,16519.23,,203,0,142,30,31,9,3,43.36,0.93,0.0848,20:00:00,0.98,rain,1018.71,rain,43.36
2018-02-11,15937.24,,201,0,126,29,46,8,4,52.78,0.94,0.0955,10:00:00,0.38,rain,1011.84,rain,52.78
2018-02-12,16637.84,,199,0,136,17,46,9,4,36.01,0.4,0.0,00:00:00,0.0,none,1034.94,clear-night,38.67
2018-02-13,13032.24,,180,0,142,5,33,5,2,31.71,0.66,0.0,05:01:00,0.0,none,1039.82,partly-cloudy-night,31.71
2018-02-14,15317.94,,184,0,159,17,8,4,2,47.04,0.71,0.0015,23:00:00,0.0,rain,1020.05,partly-cloudy-night,47.04
2018-02-15,14609.26,,193,0,135,22,36,2,1,54.32,0.84,0.0209,00:00:00,0.0,rain,1007.39,partly-cloudy-night,54.32
2018-02-16,15764.83,,190,0,155,21,14,8,3,37.39,0.62,0.0255,00:00:00,0.0,rain,1014.32,partly-cloudy-night,42.43
2018-02-17,15503.48,,206,0,156,21,29,4,2,33.21,0.89,0.0066,20:00:00,0.15,snow,1022.26,fog,33.21
2018-02-18,17442.63,,223,0,157,24,42,2,1,37.32,0.64,0.0666,13:00:00,0.0,rain,1031.99,clear-night,37.32
2018-02-19,13704.0,,176,0,120,11,45,12,5,44.78,0.92,0.0114,21:00:00,0.66,rain,1028.03,rain,44.78
2018-02-20,12742.07,,163,0,122,26,15,18,7,58.48,0.8,0.0006,00:00:00,0.0,none,1026.56,partly-cloudy-night,58.48
2018-02-21,13869.01,,182,0,115,28,39,11,4,68.37,0.7,0.0127,22:00:00,0.1,rain,1025.3,partly-cloudy-night,68.37
2018-02-22,15877.63,,172,0,137,12,23,4,1,35.0,0.9,0.0415,17:00:00,0.39,rain,1037.32,rain,37.76
2018-02-23,13772.15,,179,0,121,12,46,12,5,39.2,0.94,0.0254,19:00:00,0.71,rain,1026.2,rain,39.2
2018-02-24,21976.76,,210,0,150,26,34,2,1,45.85,0.9,0.0186,17:00:00,0.44,rain,1022.43,rain,45.85
2018-02-25,13971.81,,206,0,134,17,55,10,4,42.95,0.93,0.136,07:00:00,0.0,rain,1016.07,cloudy,42.95
2018-02-26,17876.87,,171,0,111,15,45,5,2,45.29,0.54,0.0,05:01:00,0.0,none,1022.7,clear-night,45.29
2018-02-27,14237.64,,171,0,128,16,27,9,4,46.23,0.52,0.0,05:01:00,0.0,none,1024.85,clear-night,46.23
2018-02-28,12150.94,,162,0,120,15,27,6,3,52.77,0.57,0.0,05:01:00,0.0,none,1012.52,clear-night,52.77
2018-03-01,13980.8,,177,0,127,21,29,11,3,51.71,0.67,0.119,23:00:00,0.0,rain,1004.34,cloudy,51.71
2018-03-02,15440.15,,180,0,138,2,40,4,1,26.41,0.89,0.1647,04:00:00,0.74,rain,1003.01,sleet,34.77
2018-03-03,18356.16,,217,0,171,8,38,11,3,36.22,0.67,0.0021,11:00:00,0.0,rain,1019.16,cloudy,41.23
2018-03-04,14259.57,,184,0,123,27,34,6,3,31.79,0.49,0.0,05:01:00,0.0,none,1019.57,partly-cloudy-night,37.42
2018-03-05,13305.0,,169,0,122,8,39,16,6,35.54,0.6,0.0,05:01:00,0.0,none,1018.69,partly-cloudy-night,38.42
2018-03-06,12088.94,,157,0,106,29,22,17,6,36.18,0.68,0.0,05:01:00,0.0,none,1015.58,partly-cloudy-night,39.51
2018-03-07,13685.18,,158,0,102,14,42,14,7,29.36,0.94,0.0343,13:00:00,0.69,snow,1002.85,snow,33.28
2018-03-08,14277.66,,167,0,131,17,19,6,2,36.18,0.62,0.052,13:00:00,0.22,rain,1006.95,cloudy,36.18
2018-03-09,18137.11,,191,0,138,10,43,12,4,32.9,0.57,0.0109,13:00:00,0.0,rain,1009.8,partly-cloudy-night,37.69
2018-03-10,19734.19,,208,0,167,11,30,10,3,34.46,0.5,0.0007,14:00:00,0.0,rain,1016.21,cloudy,37.85
2018-03-11,14177.67,,195,0,111,28,56,10,4,40.73,0.48,0.0,05:01:00,0.0,none,1018.39,clear-night,40.73
2018-03-12,12434.9,,168,0,107,16,45,27,9,36.79,0.61,0.0023,23:00:00,0.0,rain,1010.4,cloudy,40.71
2018-03-13,13097.63,,183,0,135,17,31,6,2,31.21,0.55,0.0156,13:00:00,0.0,snow,1005.83,partly-cloudy-night,36.76
2018-03-14,13295.0,,165,0,115,35,15,15,7,29.4,0.71,0.0,05:01:00,0.0,none,1000.52,cloudy,35.51
2018-03-15,13203.02,,190,0,135,25,30,8,3,36.87,0.6,0.0,05:01:00,0.0,none,1001.42,partly-cloudy-night,40.88
2018-03-16,15502.47,,182,0,139,10,33,6,2,27.92,0.45,0.0,05:01:00,0.0,none,1011.61,clear-night,34.26
2018-03-17,17215.66,,208,0,144,31,33,6,1,42.8,0.32,0.0,05:01:00,0.0,none,1006.42,clear-night,44.94
2018-03-18,14037.34,,185,0,116,22,47,8,3,40.69,0.3,0.0,05:01:00,0.0,none,1012.85,clear-night,40.69
2018-03-19,13587.97,,191,0,125,23,43,24,8,41.51,0.27,0.0,05:01:00,0.0,none,1014.15,clear-night,41.51
2018-03-20,13245.02,,173,0,125,17,31,9,3,34.26,0.47,0.0,05:01:00,0.0,none,1010.22,cloudy,37.34
2018-03-21,13036.93,,165,0,88,19,58,30,11,28.41,0.92,0.0052,15:00:00,0.42,snow,1004.64,snow,32.07
2018-03-22,14031.82,,170,0,122,25,23,9,3,43.41,0.43,0.0979,13:00:00,0.0,rain,1012.01,partly-cloudy-night,46.03
2018-03-23,16848.58,,203,0,157,16,30,2,1,41.83,0.47,0.0,05:01:00,0.0,none,1016.43,cloudy,44.54
2018-03-24,17664.66,,222,0,158,5,59,0,0,45.46,0.35,0.0,05:01:00,0.0,none,1018.12,partly-cloudy-night,45.46
2018-03-25,14533.32,,199,0,134,37,28,8,3,40.34,0.53,0.0,05:01:00,0.0,none,1033.05,partly-cloudy-night,40.34
2018-03-26,12464.67,,170,0,114,21,35,11,5,41.06,0.57,0.0,05:01:00,0.0,none,1038.68,clear-night,41.06
2018-03-27,13446.0,,167,0,118,16,33,22,9,40.35,0.5,0.0,05:01:00,0.0,none,1025.98,cloudy,40.35
2018-03-28,13819.49,,156,0,119,15,22,22,8,48.76,0.76,0.0138,06:00:00,0.0,rain,1016.55,cloudy,48.76
2018-03-29,14182.87,,193,0,137,12,44,5,2,48.6,0.92,0.007,11:00:00,0.0,rain,1013.31,fog,48.6
2018-03-30,14656.24,,172,0,120,6,46,13,4,46.76,0.69,0.014,18:00:00,0.36,rain,1011.37,rain,49.21
2018-03-31,15249.67,,202,0,143,25,34,10,4,45.2,0.43,0.0,05:01:00,0.0,none,1021.03,clear-night,47.85
2018-04-01,14288.22,758.0,211,18,132,55,42,8,3,51.23,0.41,0.0,05:01:00,0.0,none,1016.79,partly-cloudy-night,51.23
2018-04-02,12480.72,,169,0,114,16,39,15,5,39.92,0.71,0.0747,15:00:00,0.22,rain,1020.5,partly-cloudy-night,39.92
2018-04-03,13825.48,,172,0,139,14,19,2,1,40.36,0.93,0.0478,13:00:00,0.64,rain,1013.94,rain,40.36
2018-04-04,14518.67,,178,0,131,14,33,14,4,43.65,0.38,0.0217,14:00:00,0.0,rain,1004.51,partly-cloudy-night,48.15
2018-04-05,12431.53,,180,0,120,27,33,10,3,37.9,0.33,0.0,05:01:00,0.0,none,1018.91,partly-cloudy-night,41.47
2018-04-06,16374.57,2234.5,198,50,138,39,71,0,0,57.51,0.44,0.0197,11:00:00,0.0,rain,1005.59,partly-cloudy-night,57.51
2018-04-07,17592.6,1625.0,224,26,164,38,48,4,1,42.98,0.34,0.0,05:01:00,0.0,none,1012.49,cloudy,44.22
2018-04-08,16561.0,,221,0,137,15,69,5,2,34.73,0.37,0.0,05:01:00,0.0,none,1014.47,partly-cloudy-night,39.12
2018-04-09,12958.0,,178,0,131,29,18,8,3,39.6,0.54,0.0,05:01:00,0.0,none,1021.38,cloudy,41.9
2018-04-10,14129.44,,181,0,142,20,19,13,4,42.2,0.39,0.0026,05:00:00,0.0,rain,1020.63,partly-cloudy-night,45.77
2018-04-11,16705.75,290.0,186,6,128,18,46,4,1,45.22,0.55,0.0,05:01:00,0.0,none,1018.54,partly-cloudy-night,46.08
2018-04-12,14819.07,1327.5,187,16,133,27,43,6,2,55.9,0.62,0.0,05:01:00,0.0,none,1010.79,partly-cloudy-night,55.9
2018-04-13,16591.81,5598.5,186,92,139,38,101,16,6,73.24,0.38,0.0,05:01:00,0.0,none,1010.56,partly-cloudy-night,73.24
2018-04-14,16506.27,3251.5,201,63,177,32,55,9,4,54.39,0.72,0.0,05:01:00,0.0,none,1017.66,partly-cloudy-night,54.39
2018-04-15,14469.12,,185,0,124,18,43,2,1,32.12,0.88,0.0543,21:00:00,0.77,rain,1023.52,rain,38.18
2018-04-16,18094.83,185.0,163,4,106,28,33,15,6,52.11,0.75,0.3883,10:00:00,0.0,rain,998.88,cloudy,52.11
2018-04-17,12857.1,,180,0,116,17,47,10,4,37.23,0.64,0.0,05:01:00,0.0,none,1005.44,cloudy,41.27
2018-04-18,15526.12,530.5,185,10,136,26,33,8,4,50.93,0.47,0.0,05:01:00,0.0,none,1008.68,clear-day,50.93
2018-04-19,14159.5,,164,0,119,15,30,0,0,39.42,0.53,0.0296,15:00:00,0.0,rain,1012.25,partly-cloudy-day,43.75
2018-04-20,14910.5,1196.0,186,15,145,33,23,0,0,40.89,0.47,0.0,05:01:00,0.0,none,1025.83,clear-day,44.79
2018-04-21,18449.57,5832.5,198,93,152,56,83,6,2,57.78,0.28,0.0,05:01:00,0.0,none,1025.62,partly-cloudy-day,57.78
2018-04-22,15381.12,3777.5,150,74,110,66,48,14,5,56.17,0.34,0.0,05:01:00,0.0,none,1027.53,clear-day,56.17
