date,sales,covers,outside,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,day_of_week,month,closed,sales_per_cover,temp_very_cold,temp_cold,temp_warm,temp_hot,temp_very_hot
2017-06-07,19252.97,268.0,1,0.64,0.0,05:01AM,0.0,none,1016.05,clear-day,2,6,0,71.83944029850747,0.0,0.0,0.0,1.0,0.0
2017-06-08,16688.07,225.0,1,0.58,0.0,05:01AM,0.0,none,1011.24,partly-cloudy-day,3,6,0,74.1692,0.0,0.0,0.0,1.0,0.0
2017-06-09,22651.02,314.0,1,0.4,0.0,05:01AM,0.0,none,1008.72,partly-cloudy-day,4,6,0,72.13700636942676,0.0,0.0,0.0,0.0,1.0
2017-06-10,22254.239999999994,326.0,1,0.5,0.0,05:01AM,0.0,none,1015.02,partly-cloudy-day,5,6,0,68.26453987730059,0.0,0.0,0.0,0.0,1.0
2017-06-11,18248.209999999995,297.0,1,0.46,0.0,05:01AM,0.0,none,1015.46,clear-day,6,6,0,61.4417845117845,0.0,0.0,0.0,0.0,1.0
2017-06-12,17578.510000000002,270.0,1,0.45,0.0,05:01AM,0.0,none,1013.37,clear-day,0,6,0,65.1055925925926,0.0,0.0,0.0,0.0,1.0
2017-06-13,15456.31,247.0,1,0.49,0.0,05:01AM,0.0,none,1010.01,partly-cloudy-day,1,6,0,62.576153846153844,0.0,0.0,0.0,0.0,1.0
2017-06-14,18480.99,259.0,1,0.49,0.0162,08:00AM,0.0,rain,1015.21,clear-day,2,6,0,71.35517374517376,0.0,0.0,0.0,0.0,1.0
2017-06-15,20487.230000000003,277.0,1,0.63,0.0,05:01AM,0.0,none,1016.7,partly-cloudy-day,3,6,0,73.96111913357402,0.0,0.0,0.0,1.0,0.0
2017-06-16,20674.78,297.0,1,0.91,0.0128,07:00PM,0.11,rain,1013.68,cloudy,4,6,0,69.61205387205386,0.0,0.0,0.0,1.0,0.0
2017-06-17,21756.1,320.0,1,0.92,0.1281,02:00PM,0.23,rain,1013.2,cloudy,5,6,0,67.98781249999999,0.0,0.0,0.0,0.0,1.0
2017-06-18,18356.879999999994,296.0,1,0.76,0.0,05:01AM,0.0,none,1008.79,partly-cloudy-day,6,6,0,62.016486486486464,0.0,0.0,0.0,0.0,1.0
2017-06-19,12991.77,172.0,0,0.93,0.1986,07:00PM,1.0,rain,1010.87,rain,0,6,0,75.5335465116279,0.0,0.0,0.0,0.0,1.0
2017-06-20,18275.86,187.0,1,0.43,0.0097,02:00AM,0.0,rain,1013.56,partly-cloudy-day,1,6,0,97.73187165775401,0.0,0.0,0.0,0.0,1.0
2017-06-21,18679.24,282.0,1,0.56,0.0006,06:00PM,0.0,none,1011.64,partly-cloudy-day,2,6,0,66.23843971631206,0.0,0.0,0.0,0.0,1.0
2017-06-22,20171.36,198.0,1,0.61,0.0,05:01AM,0.0,none,1012.55,partly-cloudy-day,3,6,0,101.87555555555556,0.0,0.0,0.0,0.0,1.0
2017-06-23,16353.36,222.0,1,0.79,0.0055,09:00PM,0.34,rain,1003.61,rain,4,6,0,73.66378378378378,0.0,0.0,0.0,0.0,1.0
2017-06-24,23374.39,325.0,1,0.45,0.32,08:00AM,0.0,rain,1009.86,partly-cloudy-day,5,6,0,71.9212,0.0,0.0,0.0,0.0,1.0
2017-06-25,18404.039999999994,288.0,1,0.56,0.0002,03:00PM,0.0,none,1013.36,partly-cloudy-day,6,6,0,63.90291666666664,0.0,0.0,0.0,0.0,1.0
2017-06-26,17695.88,260.0,1,0.49,0.0,05:01AM,0.0,none,1015.01,clear-day,0,6,0,68.06107692307693,0.0,0.0,0.0,0.0,1.0
2017-06-27,16514.8,274.0,1,0.51,0.0404,06:00AM,0.0,rain,1014.19,partly-cloudy-day,1,6,0,60.27299270072992,0.0,0.0,0.0,0.0,1.0
2017-06-28,20258.38,259.0,1,0.47,0.0,05:01AM,0.0,none,1018.69,partly-cloudy-day,2,6,0,78.2176833976834,0.0,0.0,0.0,0.0,1.0
2017-06-29,18345.13,274.0,1,0.67,0.0,05:01AM,0.0,none,1017.06,partly-cloudy-day,3,6,0,66.9530291970803,0.0,0.0,0.0,0.0,1.0
2017-06-30,20441.16,284.0,1,0.64,0.0003,11:00PM,0.0,none,1013.47,partly-cloudy-day,4,6,0,71.97591549295774,0.0,0.0,0.0,0.0,1.0
2017-07-01,21355.69,313.0,1,0.89,0.0566,08:00PM,0.89,rain,1012.18,rain,5,7,0,68.22904153354632,0.0,0.0,0.0,0.0,1.0
2017-07-02,22313.93,219.0,1,0.55,0.0,05:01AM,0.0,none,1014.02,partly-cloudy-day,6,7,0,101.89009132420091,0.0,0.0,0.0,0.0,1.0
2017-07-03,21828.739999999994,190.0,1,0.57,0.0027,12:00AM,0.0,rain,1014.79,partly-cloudy-day,0,7,0,114.88810526315787,0.0,0.0,0.0,0.0,1.0
2017-07-04,16763.649999999998,187.0,1,0.5,0.0027,12:00AM,0.0,rain,1018.06,partly-cloudy-day,1,7,0,89.64518716577538,0.0,0.0,0.0,0.0,1.0
2017-07-05,17305.169999999995,265.0,1,0.54,0.0,05:01AM,0.0,none,1022.03,clear-day,2,7,0,65.30252830188677,0.0,0.0,0.0,0.0,1.0
2017-07-06,16835.379999999994,246.0,1,0.67,0.0,05:01AM,0.0,none,1016.3,partly-cloudy-day,3,7,0,68.43650406504062,0.0,0.0,0.0,0.0,1.0
2017-07-07,18709.34,278.0,1,0.75,0.337,12:00PM,0.0,rain,1006.74,partly-cloudy-day,4,7,0,67.29978417266187,0.0,0.0,0.0,0.0,1.0
2017-07-08,23457.75,336.0,1,0.62,0.0133,12:00AM,0.0,rain,1008.59,partly-cloudy-day,5,7,0,69.81473214285714,0.0,0.0,0.0,0.0,1.0
2017-07-09,18854.0,298.0,1,0.52,0.0,05:01AM,0.0,none,1016.48,clear-day,6,7,0,63.26845637583892,0.0,0.0,0.0,0.0,1.0
2017-07-10,17003.47,263.0,1,0.66,0.0,05:01AM,0.0,none,1014.67,partly-cloudy-day,0,7,0,64.6519771863118,0.0,0.0,0.0,0.0,1.0
2017-07-11,16950.61,249.0,1,0.71,0.0132,05:00AM,0.0,rain,1013.8,partly-cloudy-day,1,7,0,68.07473895582329,0.0,0.0,0.0,0.0,1.0
2017-07-12,15246.97,226.0,1,0.67,0.003,10:00PM,0.0,rain,1014.26,cloudy,2,7,0,67.46446902654867,0.0,0.0,0.0,0.0,1.0
2017-07-13,13736.99,192.0,0,0.84,0.012,07:00PM,0.37,rain,1015.74,rain,3,7,0,71.54682291666667,0.0,0.0,0.0,0.0,1.0
2017-07-14,15212.84,206.0,0,0.94,0.0722,10:00AM,0.0,rain,1015.78,cloudy,4,7,0,73.84873786407768,0.0,0.0,0.0,1.0,0.0
2017-07-15,22616.17,311.0,1,0.6,0.0027,02:00AM,0.0,rain,1012.04,partly-cloudy-day,5,7,0,72.7208038585209,0.0,0.0,0.0,0.0,1.0
2017-07-16,19423.81,313.0,1,0.66,0.0,05:01AM,0.0,none,1014.36,clear-day,6,7,0,62.05690095846646,0.0,0.0,0.0,0.0,1.0
2017-07-17,17114.38,273.0,1,0.78,0.0018,09:00PM,0.03,rain,1018.16,partly-cloudy-day,0,7,0,62.69003663003664,0.0,0.0,0.0,0.0,1.0
2017-07-18,18465.34,245.0,1,0.72,0.0,05:01AM,0.0,none,1017.34,partly-cloudy-day,1,7,0,75.36873469387756,0.0,0.0,0.0,0.0,1.0
2017-07-19,15835.23,258.0,1,0.58,0.0,05:01AM,0.0,none,1014.42,partly-cloudy-day,2,7,0,61.37686046511628,0.0,0.0,0.0,0.0,1.0
2017-07-20,16617.98,214.0,1,0.6,0.0072,09:00PM,0.0,rain,1011.79,partly-cloudy-day,3,7,0,77.65411214953271,0.0,0.0,0.0,0.0,1.0
2017-07-21,20971.17,219.0,1,0.56,0.0,05:01AM,0.0,none,1010.7,clear-day,4,7,0,95.75876712328767,0.0,0.0,0.0,0.0,1.0
2017-07-22,19057.54,254.0,1,0.67,0.0758,12:00AM,0.0,rain,1007.96,partly-cloudy-day,5,7,0,75.02968503937008,0.0,0.0,0.0,0.0,1.0
2017-07-23,22660.2,304.0,1,0.8,0.1428,01:00AM,0.0,rain,1010.53,partly-cloudy-day,6,7,0,74.54013157894737,0.0,0.0,0.0,0.0,1.0
2017-07-24,14590.44,194.0,1,0.79,0.1302,06:00AM,0.0,rain,1011.63,partly-cloudy-day,0,7,0,75.20845360824742,0.0,0.0,0.0,1.0,0.0
2017-07-25,16690.76,248.0,1,0.78,0.0,05:01AM,0.0,none,1021.58,cloudy,1,7,0,67.30145161290322,0.0,0.0,0.0,1.0,0.0
2017-07-26,19567.17,260.0,1,0.62,0.0,05:01AM,0.0,none,1020.82,partly-cloudy-day,2,7,0,75.25834615384615,0.0,0.0,0.0,0.0,1.0
2017-07-27,18607.4,259.0,1,0.83,0.0,05:01AM,0.0,none,1012.06,cloudy,3,7,0,71.84324324324325,0.0,0.0,0.0,0.0,1.0
2017-07-28,20115.74,295.0,1,0.75,0.0,05:01AM,0.0,none,1008.98,partly-cloudy-day,4,7,0,68.18894915254238,0.0,0.0,0.0,0.0,1.0
2017-07-29,22751.11,237.0,1,0.57,0.0009,09:00AM,0.0,rain,1010.41,partly-cloudy-day,5,7,0,95.99624472573839,0.0,0.0,0.0,0.0,1.0
2017-07-30,20259.24,310.0,1,0.5,0.0,05:01AM,0.0,none,1016.88,clear-day,6,7,0,65.3523870967742,0.0,0.0,0.0,0.0,1.0
2017-07-31,17848.370000000006,258.0,1,0.6,0.0,05:01AM,0.0,none,1016.57,partly-cloudy-day,0,7,0,69.17972868217056,0.0,0.0,0.0,0.0,1.0
2017-08-01,14715.86,249.0,1,0.6,0.0,05:01AM,0.0,none,1016.4,partly-cloudy-day,1,8,0,59.09983935742972,0.0,0.0,0.0,0.0,1.0
2017-08-02,16260.86,216.0,1,0.87,0.0423,06:00PM,0.0,rain,1018.05,partly-cloudy-day,2,8,0,75.28175925925926,0.0,0.0,0.0,0.0,1.0
2017-08-03,19525.259999999995,274.0,1,0.73,0.0003,09:00PM,0.0,none,1018.63,partly-cloudy-day,3,8,0,71.26007299270071,0.0,0.0,0.0,0.0,1.0
2017-08-04,21803.73,314.0,1,0.77,0.0048,09:00AM,0.0,rain,1013.75,partly-cloudy-day,4,8,0,69.4386305732484,0.0,0.0,0.0,0.0,1.0
2017-08-05,23863.22,237.0,1,0.54,0.1806,06:00AM,0.0,rain,1012.93,partly-cloudy-day,5,8,0,100.68869198312237,0.0,0.0,0.0,0.0,1.0
2017-08-06,20467.84,309.0,1,0.57,0.0,05:01AM,0.0,none,1019.2,partly-cloudy-day,6,8,0,66.2389644012945,0.0,0.0,0.0,0.0,1.0
2017-08-07,13258.249999999998,187.0,0,0.91,0.1158,04:00PM,0.67,rain,1013.89,rain,0,8,0,70.89973262032085,0.0,0.0,0.0,1.0,0.0
2017-08-08,16367.489999999998,261.0,1,0.63,0.0007,12:00AM,0.0,none,1016.63,partly-cloudy-night,1,8,0,62.71068965517241,0.0,0.0,0.0,0.0,1.0
2017-08-09,19525.2,191.0,1,0.6,0.0,05:01AM,0.0,none,1022.57,clear-night,2,8,0,102.2261780104712,0.0,0.0,0.0,0.0,1.0
2017-08-10,20483.489999999994,198.0,1,0.63,0.0,05:01AM,0.0,none,1021.84,partly-cloudy-night,3,8,0,103.45196969696967,0.0,0.0,0.0,0.0,1.0
2017-08-11,20502.63,295.0,1,0.68,0.0026,10:00PM,0.0,rain,1017.47,cloudy,4,8,0,69.50044067796611,0.0,0.0,0.0,0.0,1.0
2017-08-12,21402.2,297.0,1,0.86,0.0903,03:00AM,0.0,rain,1012.24,partly-cloudy-night,5,8,0,72.06127946127947,0.0,0.0,0.0,0.0,1.0
2017-08-13,19167.46,219.0,1,0.58,0.0,05:01AM,0.0,none,1015.07,partly-cloudy-night,6,8,0,87.52264840182649,0.0,0.0,0.0,0.0,1.0
2017-08-14,16887.089999999997,258.0,1,0.76,0.0,05:01AM,0.0,none,1014.54,partly-cloudy-night,0,8,0,65.4538372093023,0.0,0.0,0.0,0.0,1.0
2017-08-15,15814.97,235.0,1,0.91,0.0709,04:00AM,0.0,rain,1012.44,cloudy,1,8,0,67.29774468085107,0.0,0.0,0.0,0.0,1.0
2017-08-16,18402.89,258.0,1,0.59,0.0,05:01AM,0.0,none,1014.86,clear-night,2,8,0,71.32903100775194,0.0,0.0,0.0,0.0,1.0
2017-08-17,17964.11,271.0,1,0.76,0.0,05:01AM,0.0,none,1015.19,partly-cloudy-night,3,8,0,66.28822878228783,0.0,0.0,0.0,0.0,1.0
2017-08-18,16952.829999999994,228.0,1,0.92,0.113,09:00AM,0.93,rain,1008.9,rain,4,8,0,74.35451754385963,0.0,0.0,0.0,0.0,1.0
2017-08-19,22582.44,237.0,1,0.62,0.0,05:01AM,0.0,none,1010.63,clear-night,5,8,0,95.2845569620253,0.0,0.0,0.0,0.0,1.0
2017-08-20,17123.57,287.0,1,0.57,0.0,05:01AM,0.0,none,1019.0,clear-night,6,8,0,59.66400696864111,0.0,0.0,0.0,0.0,1.0
2017-08-21,17029.72,265.0,1,0.71,0.0,05:01AM,0.0,none,1019.31,clear-night,0,8,0,64.26309433962264,0.0,0.0,0.0,0.0,1.0
2017-08-22,15595.789999999995,245.0,1,0.69,0.0479,12:00AM,0.0,rain,1008.49,partly-cloudy-night,1,8,0,63.656285714285694,0.0,0.0,0.0,0.0,1.0
2017-08-23,18835.74,191.0,1,0.52,0.1138,01:00AM,0.0,rain,1010.71,partly-cloudy-night,2,8,0,98.61643979057592,0.0,0.0,0.0,0.0,1.0
2017-08-24,18486.74,277.0,1,0.49,0.0,05:01AM,0.0,none,1013.89,clear-night,3,8,0,66.73913357400723,0.0,0.0,0.0,0.0,1.0
2017-08-25,20794.34,298.0,1,0.57,0.0,05:01AM,0.0,none,1020.77,partly-cloudy-night,4,8,0,69.7796644295302,0.0,0.0,0.0,0.0,1.0
2017-08-26,19556.75,321.0,1,0.53,0.0,05:01AM,0.0,none,1023.61,clear-night,5,8,0,60.92445482866044,0.0,0.0,0.0,1.0,0.0
2017-08-27,20214.07,310.0,1,0.6,0.0,05:01AM,0.0,none,1023.81,partly-cloudy-night,6,8,0,65.20667741935483,0.0,0.0,0.0,1.0,0.0
2017-08-28,19474.14,265.0,1,0.6,0.0,05:01AM,0.0,none,1025.03,partly-cloudy-night,0,8,0,73.48732075471698,0.0,0.0,0.0,1.0,0.0
2017-08-29,12263.19,184.0,0,0.87,0.0296,05:00PM,0.45,rain,1017.82,rain,1,8,0,66.64777173913043,0.0,0.0,0.0,1.0,0.0
2017-08-30,19401.14,191.0,1,0.6,0.0177,12:00AM,0.0,rain,1013.25,partly-cloudy-night,2,8,0,101.57664921465968,0.0,0.0,0.0,0.0,1.0
2017-08-31,18963.38,277.0,1,0.55,0.0,04:00PM,0.0,none,1013.45,partly-cloudy-night,3,8,0,68.45985559566788,0.0,0.0,0.0,0.0,1.0
2017-09-01,20902.56,219.0,1,0.46,0.0,05:01AM,0.0,none,1020.35,partly-cloudy-night,4,9,0,95.4454794520548,0.0,0.0,0.0,1.0,0.0
2017-09-02,15546.439999999995,232.0,1,0.78,0.0968,11:00PM,0.68,rain,1020.85,rain,5,9,0,67.01051724137929,0.0,0.0,0.0,1.0,0.0
2017-09-03,22341.209999999995,219.0,1,0.75,0.0552,10:00AM,0.0,rain,1011.93,cloudy,6,9,0,102.01465753424655,0.0,0.0,0.0,1.0,0.0
2017-09-04,19093.88,190.0,1,0.6,0.0,05:01AM,0.0,none,1011.23,clear-night,0,9,0,100.4941052631579,0.0,0.0,0.0,0.0,1.0
2017-09-05,15330.969999999998,252.0,1,0.76,0.0099,09:00PM,0.0,rain,1008.5,partly-cloudy-night,1,9,0,60.83718253968253,0.0,0.0,0.0,0.0,1.0
2017-09-06,19011.01,190.0,0,0.91,0.0843,10:00PM,0.65,rain,1012.11,rain,2,9,0,100.05794736842104,0.0,0.0,0.0,1.0,0.0
2017-09-07,17132.96,271.0,1,0.57,0.0507,12:00AM,0.0,rain,1013.91,clear-night,3,9,0,63.22125461254612,0.0,0.0,0.0,1.0,0.0
2017-09-08,20744.69,299.0,1,0.61,0.0,05:01AM,0.0,none,1020.37,partly-cloudy-night,4,9,0,69.38023411371238,0.0,0.0,0.0,1.0,0.0
2017-09-09,25070.04,309.0,1,0.64,0.0,05:01AM,0.0,none,1025.03,clear-night,5,9,0,81.13281553398059,0.0,0.0,0.0,1.0,0.0
2017-09-10,19838.99,303.0,1,0.54,0.0,05:01AM,0.0,none,1027.22,clear-night,6,9,0,65.47521452145214,0.0,0.0,0.0,1.0,0.0
2017-09-11,16540.239999999998,250.0,1,0.55,0.0,05:01AM,0.0,none,1020.81,clear-night,0,9,0,66.16095999999999,0.0,0.0,0.0,1.0,0.0
2017-09-12,19495.39,257.0,1,0.66,0.0,05:01AM,0.0,none,1013.44,clear-night,1,9,0,75.8575486381323,0.0,0.0,0.0,0.0,1.0
2017-09-13,16051.940000000002,248.0,1,0.88,0.0039,05:00PM,0.0,rain,1011.52,cloudy,2,9,0,64.72556451612904,0.0,0.0,0.0,0.0,1.0
2017-09-14,18948.97,259.0,1,0.76,0.0,05:01AM,0.0,none,1012.39,partly-cloudy-night,3,9,0,73.16204633204633,0.0,0.0,0.0,0.0,1.0
2017-09-15,23891.76,316.0,1,0.78,0.0,05:01AM,0.0,none,1018.3,partly-cloudy-night,4,9,0,75.60683544303797,0.0,0.0,0.0,0.0,1.0
2017-09-16,22973.97,335.0,1,0.86,0.0,05:01AM,0.0,none,1020.64,partly-cloudy-night,5,9,0,68.57901492537314,0.0,0.0,0.0,0.0,1.0
2017-09-17,18674.45,289.0,1,0.85,0.0,05:01AM,0.0,none,1019.72,partly-cloudy-night,6,9,0,64.61747404844292,0.0,0.0,0.0,0.0,1.0
2017-09-18,15380.44,250.0,1,0.84,0.0,05:01AM,0.0,none,1019.12,partly-cloudy-night,0,9,0,61.52176,0.0,0.0,0.0,0.0,1.0
2017-09-19,13013.17,185.0,0,0.87,0.0191,04:00PM,0.57,rain,1011.86,rain,1,9,0,70.34145945945946,0.0,0.0,0.0,0.0,1.0
2017-09-20,17127.5,247.0,1,0.72,0.0,05:01AM,0.0,none,1012.84,partly-cloudy-night,2,9,0,69.34210526315789,0.0,0.0,0.0,0.0,1.0
2017-09-21,17543.5,252.0,1,0.69,0.0,05:01AM,0.0,none,1016.24,clear-night,3,9,0,69.6170634920635,0.0,0.0,0.0,0.0,1.0
2017-09-22,23849.97,303.0,1,0.54,0.0,05:01AM,0.0,none,1014.48,partly-cloudy-night,4,9,0,78.71277227722773,0.0,0.0,0.0,0.0,1.0
2017-09-23,22119.18999999999,323.0,1,0.51,0.0,05:01AM,0.0,none,1017.03,clear-night,5,9,0,68.4804643962848,0.0,0.0,0.0,0.0,1.0
2017-09-24,21105.07,297.0,1,0.66,0.0,05:01AM,0.0,none,1017.31,clear-night,6,9,0,71.06084175084175,0.0,0.0,0.0,0.0,1.0
2017-09-25,16621.97,242.0,1,0.74,0.0,05:01AM,0.0,none,1017.49,clear-night,0,9,0,68.685826446281,0.0,0.0,0.0,0.0,1.0
2017-09-26,15122.889999999998,227.0,1,0.81,0.0,05:01AM,0.0,none,1015.43,clear-night,1,9,0,66.62066079295153,0.0,0.0,0.0,0.0,1.0
2017-09-27,15899.96,234.0,1,0.84,0.0,05:01AM,0.0,none,1008.99,clear-night,2,9,0,67.94854700854701,0.0,0.0,0.0,0.0,1.0
2017-09-28,17033.1,253.0,1,0.5,0.0,05:01AM,0.0,none,1011.83,clear-night,3,9,0,67.32450592885375,0.0,0.0,0.0,1.0,0.0
2017-09-29,21847.5,301.0,1,0.61,0.0,05:01AM,0.0,none,1016.81,clear-night,4,9,0,72.58305647840531,0.0,0.0,0.0,1.0,0.0
2017-09-30,21802.44,292.0,1,0.76,0.0,03:00PM,0.0,none,1025.82,partly-cloudy-night,5,9,0,74.6658904109589,0.0,0.0,0.0,1.0,0.0
2017-10-01,18929.99,288.0,1,0.62,0.0,05:01AM,0.0,none,1026.0,clear-night,6,10,0,65.72913194444445,0.0,0.0,0.0,1.0,0.0
2017-10-02,14954.55,238.0,1,0.62,0.0,05:01AM,0.0,none,1031.06,clear-night,0,10,0,62.83424369747899,0.0,0.0,0.0,1.0,0.0
2017-10-03,17632.16,259.0,1,0.67,0.0,05:01AM,0.0,none,1035.48,clear-night,1,10,0,68.07783783783783,0.0,0.0,0.0,1.0,0.0
2017-10-04,16200.509999999998,260.0,1,0.72,0.0,05:01AM,0.0,none,1023.65,clear-night,2,10,0,62.30965384615384,0.0,0.0,0.0,1.0,0.0
2017-10-05,19582.61,256.0,1,0.65,0.0027,12:00AM,0.0,rain,1017.67,partly-cloudy-night,3,10,0,76.4945703125,0.0,0.0,0.0,0.0,1.0
2017-10-06,21679.16,298.0,1,0.82,0.0027,12:00AM,0.0,rain,1018.14,partly-cloudy-night,4,10,0,72.74885906040268,0.0,0.0,0.0,0.0,1.0
2017-10-07,20741.32,316.0,1,0.82,0.0,05:01AM,0.0,none,1017.67,partly-cloudy-night,5,10,0,65.63708860759493,0.0,0.0,0.0,0.0,1.0
2017-10-08,19543.23,283.0,1,0.87,0.0407,10:00AM,0.0,rain,1014.94,partly-cloudy-night,6,10,0,69.05734982332156,0.0,0.0,0.0,0.0,1.0
2017-10-09,11963.9,181.0,0,0.93,0.0729,02:00PM,0.22,rain,1011.6,cloudy,0,10,0,66.09889502762431,0.0,0.0,0.0,0.0,1.0
2017-10-10,20407.96,249.0,1,0.75,0.0,05:01AM,0.0,none,1018.93,clear-night,1,10,0,81.95967871485944,0.0,0.0,0.0,0.0,1.0
2017-10-11,16162.21,186.0,1,0.84,0.0032,08:00PM,0.4,rain,1020.95,rain,2,10,0,86.89360215053763,0.0,0.0,0.0,1.0,0.0
2017-10-12,16489.37,203.0,1,0.66,0.017,06:00AM,0.0,rain,1028.64,partly-cloudy-night,3,10,0,81.22842364532019,0.0,0.0,0.0,1.0,0.0
2017-10-13,21280.36,316.0,1,0.81,0.0,05:01AM,0.0,none,1027.51,cloudy,4,10,0,67.34291139240507,0.0,0.0,0.0,1.0,0.0
2017-10-14,22069.9,304.0,1,0.84,0.0044,04:00AM,0.0,rain,1022.19,cloudy,5,10,0,72.5983552631579,0.0,0.0,0.0,1.0,0.0
2017-10-15,19150.73,263.0,1,0.81,0.0,09:00AM,0.0,none,1010.6,cloudy,6,10,0,72.816463878327,0.0,0.0,0.0,1.0,0.0
2017-10-16,13282.99,184.0,0,0.55,0.0048,05:00AM,0.0,rain,1020.69,partly-cloudy-night,0,10,0,72.19016304347826,0.0,0.0,1.0,0.0,0.0
2017-10-17,12756.3,174.0,0,0.61,0.0,05:01AM,0.0,none,1025.39,clear-night,1,10,0,73.31206896551724,0.0,0.0,1.0,0.0,0.0
2017-10-18,16604.629999999994,242.0,1,0.68,0.0,05:01AM,0.0,none,1025.35,clear-night,2,10,0,68.61417355371898,0.0,0.0,0.0,1.0,0.0
2017-10-19,18486.050000000007,241.0,1,0.58,0.0,05:01AM,0.0,none,1018.98,clear-night,3,10,0,76.70560165975107,0.0,0.0,0.0,1.0,0.0
2017-10-20,20765.46,261.0,1,0.44,0.0,05:01AM,0.0,none,1021.4,clear-night,4,10,0,79.56114942528735,0.0,0.0,0.0,1.0,0.0
2017-10-21,24289.719999999994,318.0,1,0.58,0.0,05:01AM,0.0,none,1027.57,clear-night,5,10,0,76.38276729559746,0.0,0.0,0.0,1.0,0.0
2017-10-22,19438.08,262.0,1,0.7,0.0,05:01AM,0.0,none,1028.46,clear-night,6,10,0,74.19114503816795,0.0,0.0,0.0,1.0,0.0
2017-10-23,18651.8,257.0,1,0.84,0.0,05:01AM,0.0,none,1018.62,partly-cloudy-night,0,10,0,72.57509727626459,0.0,0.0,0.0,1.0,0.0
2017-10-24,13815.61,190.0,0,0.93,0.0676,03:00PM,0.37,rain,1008.28,rain,1,10,0,72.71373684210526,0.0,0.0,0.0,1.0,0.0
2017-10-25,16344.68,237.0,1,0.67,0.0015,01:00AM,0.0,rain,1005.21,partly-cloudy-night,2,10,0,68.96489451476793,0.0,0.0,0.0,1.0,0.0
2017-10-26,18960.79,197.0,0,0.58,0.0002,01:00PM,0.0,none,1010.33,clear-night,3,10,0,96.2476649746193,0.0,0.0,0.0,1.0,0.0
2017-10-27,18441.58,240.0,1,0.66,0.0,05:01AM,0.0,none,1019.18,clear-night,4,10,0,76.83991666666667,0.0,0.0,0.0,1.0,0.0
2017-10-28,23789.599999999995,301.0,1,0.83,0.0,05:01AM,0.0,none,1013.46,partly-cloudy-night,5,10,0,79.03521594684383,0.0,0.0,0.0,1.0,0.0
2017-10-29,13739.55,194.0,0,0.95,0.3146,10:00PM,1.0,rain,991.94,rain,6,10,0,70.82242268041237,0.0,0.0,0.0,1.0,0.0
2017-10-30,13910.509999999998,175.0,0,0.55,0.0606,12:00AM,0.0,rain,1008.91,clear-night,0,10,0,79.48862857142856,0.0,0.0,1.0,0.0,0.0
2017-10-31,12840.32,193.0,0,0.5,0.0,05:01AM,0.0,none,1021.55,clear-night,1,10,0,66.5301554404145,0.0,0.0,1.0,0.0,0.0
2017-11-01,17228.12,181.0,0,0.71,0.0,05:01AM,0.0,none,1026.02,partly-cloudy-night,2,11,0,95.18298342541436,0.0,0.0,1.0,0.0,0.0
2017-11-02,16444.199999999993,239.0,1,0.82,0.0,05:01AM,0.0,none,1022.47,partly-cloudy-night,3,11,0,68.80418410041838,0.0,0.0,0.0,1.0,0.0
2017-11-03,21446.5,288.0,1,0.68,0.0,05:01AM,0.0,none,1019.41,partly-cloudy-night,4,11,0,74.46701388888889,0.0,0.0,0.0,1.0,0.0
2017-11-04,17404.57,219.0,0,0.72,0.0,05:01AM,0.0,none,1026.58,clear-night,5,11,0,79.47292237442922,0.0,0.0,1.0,0.0,0.0
2017-11-05,15677.17,203.0,0,0.95,0.0049,02:00AM,0.0,rain,1018.38,cloudy,6,11,0,77.22743842364532,0.0,0.0,0.0,1.0,0.0
2017-11-06,14282.8,180.0,0,0.73,0.0,05:01AM,0.0,none,1017.35,partly-cloudy-night,0,11,0,79.34888888888888,0.0,0.0,0.0,1.0,0.0
2017-11-07,12713.13,168.0,0,0.91,0.1066,07:00PM,0.98,rain,1021.74,rain,1,11,0,75.67339285714286,0.0,1.0,0.0,0.0,0.0
2017-11-08,13101.01,187.0,0,0.76,0.0174,12:00AM,0.0,rain,1025.27,cloudy,2,11,0,70.0588770053476,0.0,0.0,1.0,0.0,0.0
2017-11-09,16285.379999999996,193.0,0,0.79,0.0004,12:00AM,0.0,none,1016.63,cloudy,3,11,0,84.38020725388598,0.0,0.0,1.0,0.0,0.0
2017-11-10,17368.440000000002,200.0,0,0.44,0.0009,01:00AM,0.0,none,1032.38,clear-night,4,11,0,86.8422,1.0,0.0,0.0,0.0,0.0
2017-11-11,15200.3,198.0,0,0.47,0.0,05:01AM,0.0,none,1034.44,clear-night,5,11,0,76.76919191919191,0.0,1.0,0.0,0.0,0.0
2017-11-12,14552.36,200.0,0,0.64,0.0,05:01AM,0.0,none,1029.8,partly-cloudy-night,6,11,0,72.76180000000001,0.0,0.0,1.0,0.0,0.0
2017-11-13,13097.0,166.0,0,0.78,0.0133,09:00AM,0.0,rain,1026.72,clear-night,0,11,0,78.89759036144578,0.0,0.0,1.0,0.0,0.0
2017-11-14,14153.13,165.0,0,0.74,0.0,05:01AM,0.0,none,1026.29,cloudy,1,11,0,85.77654545454546,0.0,0.0,1.0,0.0,0.0
2017-11-15,11361.91,194.0,0,0.71,0.0,05:01AM,0.0,none,1019.62,cloudy,2,11,0,58.566546391752574,0.0,0.0,1.0,0.0,0.0
