date,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature,day_of_week,month
2018-03-16,27.64,0.46,0.0,05:01AM,0.0,none,1012.11,clear-night,33.78,4,3
2018-03-17,42.9,0.33,0.0,05:01AM,0.0,none,1006.74,clear-night,44.08,5,3
2018-03-18,39.6,0.33,0.0,05:01AM,0.0,none,1012.93,clear-night,39.6,6,3
2018-03-19,40.15,0.3,0.0,05:01AM,0.0,none,1014.44,clear-night,40.15,0,3
2018-03-20,33.44,0.48,0.0,05:01AM,0.0,none,1009.89,cloudy,37.33,1,3
2018-03-21,28.27,0.93,0.0052,03:00PM,0.38,snow,1004.72,snow,32.06,2,3
2018-03-22,42.05,0.45,0.0979,01:00PM,0.0,rain,1012.53,clear-night,44.96,3,3
2018-03-23,40.96,0.49,0.0,05:01AM,0.0,none,1016.84,cloudy,43.88,4,3
2018-03-24,44.4,0.36,0.0,05:01AM,0.0,none,1018.35,partly-cloudy-night,44.4,5,3
2018-03-25,39.47,0.55,0.0,05:01AM,0.0,none,1033.49,partly-cloudy-night,39.47,6,3
2018-03-26,39.79,0.61,0.0,05:01AM,0.0,none,1038.75,clear-night,39.79,0,3
2018-03-27,40.17,0.51,0.0009,12:00AM,0.0,none,1025.88,cloudy,40.17,1,3
2018-03-28,48.17,0.78,0.0138,06:00AM,0.0,rain,1016.52,cloudy,48.17,2,3
2018-03-29,48.21,0.93,0.007,11:00AM,0.0,rain,1013.04,fog,48.21,3,3
2018-03-30,46.28,0.68,0.014,06:00PM,0.18,rain,1011.76,cloudy,48.68,4,3
2018-03-31,44.43,0.44,0.0,05:01AM,0.0,none,1020.99,clear-night,47.19,5,3
2018-04-01,48.29,0.4,0.0,05:01AM,0.0,none,1017.29,partly-cloudy-night,49.51,6,4
2018-04-02,39.17,0.73,0.0747,03:00PM,0.17,rain,1020.85,partly-cloudy-night,39.17,0,4
2018-04-03,40.24,0.93,0.0478,01:00PM,0.55,rain,1013.48,rain,40.24,1,4
2018-04-04,42.65,0.38,0.0217,02:00PM,0.0,rain,1005.19,clear-night,47.09,2,4
2018-04-05,37.84,0.35,0.0,05:01AM,0.0,none,1019.19,partly-cloudy-night,40.71,3,4
2018-04-06,56.69,0.47,0.0197,11:00AM,0.0,rain,1005.37,cloudy,56.69,4,4
2018-04-07,43.59,0.35,0.0,05:01AM,0.0,none,1012.62,cloudy,43.59,5,4
2018-04-08,34.47,0.38,0.0,05:01AM,0.0,none,1014.83,partly-cloudy-night,38.54,6,4
2018-04-09,40.16,0.56,0.0,05:01AM,0.0,none,1021.44,cloudy,41.66,0,4
2018-04-10,43.39,0.43,0.0026,05:00AM,0.0,rain,1021.04,partly-cloudy-night,44.75,1,4
2018-04-11,45.22,0.57,0.0,05:01AM,0.0,none,1018.52,partly-cloudy-night,45.22,2,4
2018-04-12,55.67,0.63,0.0,05:01AM,0.0,none,1010.7,partly-cloudy-night,55.67,3,4
2018-04-13,71.08,0.42,0.0,05:01AM,0.0,none,1010.77,partly-cloudy-night,71.08,4,4
2018-04-14,52.76,0.72,0.0,05:01AM,0.0,none,1018.77,cloudy,52.76,5,4
2018-04-15,32.07,0.89,0.0543,09:00PM,0.95,rain,1023.35,rain,37.95,6,4
2018-04-16,51.15,0.73,0.3883,10:00AM,0.0,rain,999.49,cloudy,51.15,0,4
2018-04-17,37.15,0.65,0.0,05:01AM,0.0,none,1005.75,cloudy,40.87,1,4
2018-04-18,49.89,0.49,0.0,05:01AM,0.0,none,1008.74,clear-night,49.89,2,4
2018-04-19,38.31,0.52,0.0296,03:00PM,0.0,rain,1012.91,partly-cloudy-night,42.98,3,4
2018-04-20,39.96,0.48,0.0,05:01AM,0.0,none,1026.43,clear-night,43.83,4,4
2018-04-21,56.74,0.29,0.0,05:01AM,0.0,none,1026.05,partly-cloudy-night,56.74,5,4
2018-04-22,54.58,0.37,0.0,05:01AM,0.0,none,1027.7,clear-night,54.58,6,4
2018-04-23,52.53,0.57,0.0,05:01AM,0.0,none,1030.73,clear-night,52.53,0,4
2018-04-24,56.35,0.61,0.0129,12:00AM,0.0,rain,1023.58,cloudy,56.35,1,4
2018-04-25,56.17,0.93,0.0759,08:00AM,0.0,rain,1004.59,fog,56.17,2,4
2018-04-26,64.62,0.46,0.0153,02:00AM,0.0,rain,1009.71,clear-night,64.62,3,4
2018-04-27,51.69,0.92,0.0202,12:00PM,0.0,rain,1007.17,cloudy,51.69,4,4
2018-04-28,56.35,0.82,0.0523,09:00PM,0.41,rain,1009.5,rain,56.35,5,4
2018-04-29,46.15,0.56,0.0118,04:00AM,0.0,rain,1015.39,partly-cloudy-night,49.32,6,4
2018-04-30,48.3,0.76,0.004,07:00PM,0.29,rain,1016.64,cloudy,48.3,0,4
2018-05-01,73.84,0.26,0.0,05:01AM,0.0,none,1016.73,partly-cloudy-night,73.84,1,5
2018-05-02,82.93,0.26,0.0,05:01AM,0.0,none,1014.46,partly-cloudy-night,82.93,2,5
2018-05-03,74.38,0.77,0.0257,08:00PM,0.54,rain,1014.63,rain,73.71,3,5
2018-05-04,81.54,0.52,0.0008,12:00AM,0.0,rain,1007.88,partly-cloudy-night,80.59,4,5
2018-05-05,67.14,0.47,0.0,05:01AM,0.0,none,1018.4,partly-cloudy-night,67.14,5,5
2018-05-06,59.85,0.72,0.0043,10:00AM,0.0,rain,1012.03,cloudy,59.85,6,5
2018-05-07,63.06,0.67,0.0,05:01AM,0.0,none,1020.29,partly-cloudy-night,63.06,0,5
2018-05-08,61.75,0.64,0.0,05:01AM,0.0,none,1022.74,partly-cloudy-night,61.75,1,5
2018-05-09,62.86,0.57,0.0,05:01AM,0.0,none,1018.69,clear-night,62.86,2,5
2018-05-10,64.07,0.74,0.064,10:00PM,0.0,rain,1008.96,partly-cloudy-night,64.07,3,5
2018-05-11,67.94,0.32,0.0027,12:00AM,0.0,rain,1017.82,partly-cloudy-night,67.94,4,5
2018-05-12,54.27,0.91,0.0413,06:00AM,1.0,rain,1017.85,rain,54.27,5,5
2018-05-13,53.01,0.89,0.0449,02:00PM,0.0,rain,1019.54,cloudy,53.01,6,5
2018-05-14,62.83,0.82,0.0112,02:00AM,0.0,rain,1013.7,partly-cloudy-day,62.83,0,5
2018-05-15,67.16,0.93,0.1227,06:00PM,0.98,rain,1011.45,rain,66.45,1,5
2018-05-16,57.55,0.94,0.0487,03:00PM,0.96,rain,1018.62,rain,57.55,2,5
2018-05-17,68.45,0.86,0.0617,07:00AM,0.0,rain,1017.63,partly-cloudy-day,67.92,3,5
2018-05-18,58.28,0.52,0.0,05:01AM,0.0,none,1027.64,cloudy,58.28,4,5
2018-05-19,55.69,0.97,0.0839,02:00PM,0.0,rain,1019.08,fog,55.69,5,5
2018-05-20,73.24,0.61,0.002,03:00AM,0.0,rain,1015.46,partly-cloudy-day,73.24,6,5
2018-05-21,68.1,0.52,0.0,05:01AM,0.0,none,1021.06,clear-day,68.1,0,5
2018-05-22,58.02,0.93,0.1001,04:00PM,0.0,rain,1016.23,cloudy,58.02,1,5
2018-05-23,77.39,0.4,0.1069,04:00AM,0.0,rain,1014.32,clear-day,77.39,2,5
2018-05-24,75.25,0.35,0.0,05:01AM,0.0,none,1018.08,clear-day,75.25,3,5
2018-05-25,81.54,0.46,0.0,05:01AM,0.0,none,1010.18,clear-day,81.32,4,5
2018-05-26,81.84,0.62,0.0,05:01AM,0.0,none,1009.58,partly-cloudy-day,79.83,5,5
2018-05-27,58.64,0.83,0.0916,09:00AM,0.0,rain,1018.03,cloudy,58.64,6,5
2018-05-28,63.7,0.77,0.0,05:01AM,0.0,none,1016.91,cloudy,63.7,0,5
2018-05-29,82.01,0.59,0.0,05:01AM,0.0,none,1015.04,partly-cloudy-day,80.21,1,5
2018-05-30,62.26,0.81,0.0,05:01AM,0.0,none,1019.94,partly-cloudy-day,62.26,2,5
2018-05-31,66.75,0.96,0.006,02:00PM,0.0,rain,1013.83,cloudy,65.93,3,5
2018-06-01,75.44,0.82,0.0116,06:00AM,0.0,rain,1007.02,partly-cloudy-day,74.45,4,6
2018-06-02,77.83,0.65,0.0206,01:00AM,0.0,rain,1008.86,partly-cloudy-day,77.32,5,6
2018-06-03,57.85,0.72,0.0519,12:00AM,0.0,rain,1014.38,partly-cloudy-day,57.85,6,6
2018-06-04,66.86,0.71,0.0869,01:00AM,0.0,rain,1005.63,cloudy,66.86,0,6
2018-06-05,69.67,0.51,0.0,05:01AM,0.0,none,1004.33,partly-cloudy-day,69.67,1,6
2018-06-06,62.24,0.71,0.0,05:01AM,0.0,none,1014.66,partly-cloudy-day,62.24,2,6
2018-06-07,63.43,0.72,0.0,05:01AM,0.0,none,1019.62,clear-day,63.43,3,6
2018-06-08,78.75,0.51,0.0,05:01AM,0.0,none,1018.51,partly-cloudy-day,78.75,4,6
2018-06-09,71.94,0.57,0.0,05:01AM,0.0,none,1018.05,partly-cloudy-day,71.94,5,6
2018-06-10,63.19,0.72,0.0012,12:00AM,0.0,rain,1016.31,cloudy,63.19,6,6
2018-06-11,63.77,0.49,0.0064,01:00AM,0.0,rain,1020.27,clear-day,63.77,0,6
2018-06-12,66.71,0.57,0.0,05:01AM,0.0,none,1019.52,clear-day,66.71,1,6
2018-06-13,77.2,0.75,0.0124,02:00PM,0.0,rain,1008.39,partly-cloudy-day,76.35,2,6
2018-06-14,79.75,0.31,0.0021,01:00AM,0.0,rain,1008.56,clear-day,79.75,3,6
2018-06-15,72.19,0.5,0.0,05:01AM,0.0,none,1014.55,partly-cloudy-day,72.19,4,6
2018-06-16,77.13,0.42,0.0,05:01AM,0.0,none,1015.54,partly-cloudy-day,77.13,5,6
2018-06-17,79.64,0.45,0.0,07:00PM,0.0,none,1017.77,clear-day,79.64,6,6
2018-06-18,89.71,0.59,0.2622,09:00PM,0.0,rain,1008.57,partly-cloudy-day,85.43,0,6
2018-06-19,83.76,0.32,0.0058,03:00AM,0.0,rain,1009.34,clear-day,83.76,1,6
2018-06-20,74.67,0.75,0.0002,04:00PM,0.0,none,1008.16,partly-cloudy-day,74.04,2,6
2018-06-21,78.42,0.52,0.0603,02:00AM,0.0,rain,1008.32,partly-cloudy-day,78.42,3,6
2018-06-22,67.43,0.78,0.0104,12:00AM,0.03,rain,1015.83,partly-cloudy-day,67.32,4,6
2018-06-23,66.79,0.84,0.0136,01:00AM,0.0,rain,1010.02,cloudy,66.47,5,6
2018-06-24,83.58,0.61,0.0373,10:00PM,0.0,rain,1007.93,partly-cloudy-day,81.25,6,6
2018-06-25,77.63,0.33,0.0014,12:00AM,0.0,rain,1018.94,partly-cloudy-day,77.63,0,6
2018-06-26,71.48,0.67,0.0002,07:00AM,0.0,none,1022.18,partly-cloudy-day,71.48,1,6
2018-06-27,70.48,0.81,0.0039,06:00PM,0.16,rain,1014.03,cloudy,69.99,2,6
2018-06-28,78.47,0.84,0.6522,07:00AM,0.06,rain,1008.59,partly-cloudy-day,77.13,3,6
2018-06-29,86.39,0.39,0.0051,12:00AM,0.0,rain,1014.5,partly-cloudy-day,86.39,4,6
2018-06-30,88.6,0.47,0.0,05:01AM,0.0,none,1015.85,clear-day,87.15,5,6
2018-07-01,93.42,0.58,0.0002,05:00PM,0.0,none,1015.41,partly-cloudy-day,87.68,6,7
2018-07-02,87.98,0.68,0.0001,11:00PM,0.0,none,1017.49,clear-day,83.0,0,7
2018-07-03,79.82,0.86,0.5709,05:00PM,0.0,rain,1022.4,partly-cloudy-day,78.25,1,7
2018-07-04,82.81,0.78,0.0039,06:00PM,0.0,rain,1025.73,partly-cloudy-day,79.39,2,7
2018-07-05,89.2,0.78,0.0,05:01AM,0.0,none,1020.91,partly-cloudy-day,82.35,3,7
2018-07-06,79.68,0.49,0.1566,06:00AM,0.0,rain,1017.39,partly-cloudy-day,79.68,4,7
2018-07-07,69.23,0.52,0.0,05:01AM,0.0,none,1026.46,clear-day,69.23,5,7
2018-07-08,74.21,0.48,0.0,05:01AM,0.0,none,1026.01,clear-day,74.21,6,7
2018-07-09,78.78,0.57,0.0,05:01AM,0.0,none,1018.0,clear-day,78.55,0,7
2018-07-10,87.08,0.48,0.0,05:01AM,0.0,none,1010.13,partly-cloudy-day,85.89,1,7
2018-07-11,76.21,0.71,0.0114,07:00PM,0.0,rain,1015.35,partly-cloudy-day,75.59,2,7
2018-07-12,75.58,0.58,0.0127,09:00AM,0.0,rain,1022.43,partly-cloudy-day,75.58,3,7
2018-07-13,77.57,0.49,0.0001,01:00PM,0.0,none,1021.39,clear-day,77.57,4,7
2018-07-14,86.24,0.46,0.0,05:01AM,0.0,none,1015.69,partly-cloudy-day,85.53,5,7
2018-07-15,83.38,0.67,0.0879,05:00AM,0.0,rain,1014.08,clear-day,80.48,6,7
2018-07-16,88.34,0.69,0.0021,11:00PM,0.0,rain,1012.33,partly-cloudy-day,83.08,0,7
2018-07-17,73.59,0.94,0.2116,04:00PM,0.12,rain,1010.16,cloudy,72.26,1,7
2018-07-18,81.14,0.35,0.0037,12:00AM,0.0,rain,1012.94,clear-day,81.14,2,7
2018-07-19,75.74,0.5,0.0,05:01AM,0.0,none,1018.43,clear-day,75.74,3,7
2018-07-20,74.17,0.57,0.0011,04:00PM,0.0,none,1020.04,partly-cloudy-day,74.17,4,7
2018-07-21,70.73,0.73,0.1045,12:00AM,0.38,rain,1014.67,rain,70.56,5,7
2018-07-22,75.93,0.96,0.1722,02:00AM,0.76,rain,1015.1,rain,74.3,6,7
2018-07-23,79.2,0.84,0.089,07:00AM,0.0,rain,1020.7,cloudy,77.76,0,7
2018-07-24,81.61,0.83,0.007,08:00AM,0.0,rain,1019.84,partly-cloudy-day,78.61,1,7
2018-07-25,76.46,0.95,0.1379,07:00AM,0.67,rain,1012.72,rain,74.81,2,7
2018-07-26,87.01,0.63,0.0223,12:00AM,0.0,rain,1011.94,partly-cloudy-day,83.2,3,7
2018-07-27,75.48,0.86,0.1009,06:00PM,0.57,rain,1015.41,rain,74.31,4,7
2018-07-28,83.49,0.72,0.0122,01:00PM,0.0,rain,1014.43,partly-cloudy-day,80.15,5,7
2018-07-29,79.16,0.55,0.0002,12:00AM,0.0,none,1018.54,partly-cloudy-day,78.96,6,7
2018-07-30,74.94,0.75,0.0004,06:00PM,0.0,none,1020.44,partly-cloudy-day,74.3,0,7
2018-07-31,75.65,0.69,0.0,05:01AM,0.0,none,1019.75,partly-cloudy-day,75.21,1,7
2018-08-01,89.23,0.69,0.0818,02:00PM,0.0,rain,1015.74,partly-cloudy-day,83.49,2,8
2018-08-02,85.4,0.79,0.0541,05:00PM,0.0,rain,1018.82,partly-cloudy-day,80.63,3,8
2018-08-03,79.98,0.84,0.1025,04:00PM,0.0,rain,1019.64,partly-cloudy-day,78.5,4,8
2018-08-04,88.01,0.61,0.114,10:00AM,0.0,rain,1017.8,partly-cloudy-day,84.09,5,8
2018-08-05,88.45,0.56,0.0,05:01AM,0.0,none,1019.01,clear-day,85.19,6,8
2018-08-06,91.6,0.64,0.0,05:01AM,0.0,none,1016.15,partly-cloudy-day,85.6,0,8
2018-08-07,78.37,0.86,0.1028,07:00PM,0.78,rain,1012.75,rain,76.92,1,8
2018-08-08,88.56,0.72,0.0057,12:00AM,0.0,rain,1009.29,partly-cloudy-night,82.79,2,8
2018-08-09,85.82,0.45,0.0448,03:00AM,0.0,rain,1008.94,clear-night,85.44,3,8
2018-08-10,83.46,0.65,0.0124,11:00PM,0.0,rain,1011.42,cloudy,80.72,4,8
2018-08-11,75.8,0.91,0.1977,06:00PM,0.0,rain,1013.98,cloudy,74.36,5,8
2018-08-12,79.54,0.81,0.0134,02:00AM,0.06,rain,1016.61,partly-cloudy-night,78.2,6,8
2018-08-13,75.52,0.94,0.0545,11:00AM,0.0,rain,1012.17,cloudy,74.0,0,8
2018-08-14,74.13,0.85,0.0956,04:00PM,0.09,rain,1010.41,partly-cloudy-night,73.1,1,8
2018-08-15,86.9,0.58,0.0004,05:00AM,0.0,none,1013.69,partly-cloudy-night,83.94,2,8
2018-08-16,88.9,0.57,0.0006,05:00AM,0.0,rain,1017.53,partly-cloudy-night,85.33,3,8
2018-08-17,88.94,0.79,0.1796,11:00PM,0.24,rain,1013.52,partly-cloudy-night,82.13,4,8
2018-08-18,75.9,0.9,0.271,01:00AM,0.77,rain,1009.78,rain,74.54,5,8
2018-08-19,72.84,0.78,0.0048,08:00AM,0.0,rain,1017.29,cloudy,72.25,6,8
2018-08-20,72.82,0.79,0.0005,07:00PM,0.0,none,1020.06,partly-cloudy-night,72.21,0,8
2018-08-21,73.75,0.81,0.0035,12:00AM,0.0,rain,1014.45,partly-cloudy-night,72.94,1,8
2018-08-22,81.82,0.58,0.2471,02:00AM,0.0,rain,1007.12,partly-cloudy-night,80.16,2,8
2018-08-23,75.18,0.45,0.0024,08:00AM,0.0,rain,1016.95,clear-night,75.18,3,8
2018-08-24,75.77,0.5,0.0,05:01AM,0.0,none,1023.37,clear-night,75.77,4,8
2018-08-25,73.37,0.62,0.0,05:01AM,0.0,none,1023.25,clear-night,73.37,5,8
2018-08-26,83.51,0.64,0.0001,08:00PM,0.0,none,1017.27,cloudy,80.91,6,8
2018-08-27,87.09,0.69,0.0003,03:00AM,0.0,none,1017.07,partly-cloudy-night,82.5,0,8
2018-08-28,95.73,0.57,0.0003,08:00AM,0.0,none,1015.51,clear-night,88.98,1,8
2018-08-29,94.13,0.55,0.0003,02:00AM,0.0,rain,1013.21,clear-night,88.66,2,8
2018-08-30,85.63,0.53,0.001,05:00PM,0.0,rain,1017.75,clear-night,83.9,3,8
2018-08-31,71.74,0.77,0.0374,03:00PM,0.0,rain,1024.9,cloudy,71.31,4,8
2018-09-01,72.46,0.73,0.0007,08:00AM,0.0,rain,1024.74,partly-cloudy-night,72.14,5,9
2018-09-02,77.18,0.81,0.0,05:01AM,0.0,none,1022.87,partly-cloudy-night,76.06,6,9
2018-09-03,89.74,0.77,0.0028,03:00PM,0.0,rain,1022.29,clear-night,82.79,0,9
2018-09-04,89.76,0.64,0.0004,05:00AM,0.0,rain,1021.97,partly-cloudy-night,84.6,1,9
2018-09-05,83.94,0.79,0.0009,11:00PM,0.0,rain,1021.46,clear-night,79.95,2,9
2018-09-06,77.99,0.86,0.0503,07:00PM,0.51,rain,1019.65,rain,76.58,3,9
2018-09-07,72.27,0.79,0.0075,02:00AM,0.0,rain,1019.46,cloudy,71.7,4,9
2018-09-08,63.31,0.84,0.0063,10:00AM,0.36,rain,1020.79,rain,63.31,5,9
2018-09-09,59.63,0.9,0.0322,06:00PM,0.93,rain,1022.87,rain,59.63,6,9
2018-09-10,63.32,0.96,0.0849,05:00AM,1.0,rain,1019.57,rain,62.81,0,9
2018-09-11,74.36,0.91,0.0131,02:00PM,0.0,rain,1020.52,cloudy,73.08,1,9
2018-09-12,75.22,0.96,0.007,09:00PM,0.49,rain,1023.32,rain,73.66,2,9
2018-09-13,74.07,0.87,0.0017,03:00AM,0.0,rain,1023.96,cloudy,72.98,3,9
2018-09-14,72.42,0.8,0.0003,02:00AM,0.0,none,1022.85,cloudy,71.8,4,9
2018-09-15,72.54,0.77,0.0003,07:00AM,0.0,none,1021.96,clear-night,72.0,5,9
2018-09-16,74.52,0.75,0.0,05:01AM,0.0,none,1022.11,clear-night,73.92,6,9
2018-09-17,76.2,0.87,0.0011,06:00PM,0.12,rain,1015.27,partly-cloudy-night,74.93,0,9
2018-09-18,73.01,0.92,0.1312,02:00PM,0.0,rain,1008.46,partly-cloudy-night,71.81,1,9
2018-09-19,73.03,0.85,0.0003,05:00PM,0.0,none,1015.17,partly-cloudy-night,72.12,2,9
2018-09-20,68.05,0.76,0.0,05:01AM,0.0,none,1023.83,cloudy,67.99,3,9
2018-09-21,73.16,0.79,0.0001,08:00AM,0.0,none,1016.19,cloudy,72.52,4,9
2018-09-22,65.6,0.57,0.0081,05:00AM,0.0,rain,1022.04,partly-cloudy-night,65.6,5,9
2018-09-23,64.33,0.79,0.0025,06:00PM,0.0,rain,1024.56,cloudy,64.33,6,9
2018-09-24,62.43,0.68,0.0006,01:00AM,0.0,rain,1032.29,partly-cloudy-night,62.43,0,9
2018-09-25,72.51,0.95,0.18,03:00PM,0.85,rain,1021.67,rain,71.22,1,9
2018-09-26,76.73,0.9,0.1104,04:00AM,0.0,rain,1011.94,partly-cloudy-night,75.25,2,9
2018-09-27,67.98,0.71,0.0159,10:00PM,0.0,rain,1019.05,cloudy,67.98,3,9
2018-09-28,60.2,0.85,0.3667,07:00AM,0.0,rain,1019.47,partly-cloudy-night,60.2,4,9
2018-09-29,65.32,0.65,0.0,05:01AM,0.0,none,1023.51,partly-cloudy-night,65.32,5,9
2018-09-30,64.69,0.77,0.0,05:01AM,0.0,none,1025.77,clear-night,64.69,6,9
2018-10-01,71.29,0.86,0.0005,11:00PM,0.0,none,1023.66,partly-cloudy-night,70.48,0,10
2018-10-02,74.1,0.83,0.3115,11:00PM,0.0,rain,1016.41,partly-cloudy-night,73.18,1,10
2018-10-03,67.94,0.72,0.1656,12:00AM,0.0,rain,1018.29,clear-night,67.94,2,10
2018-10-04,74.27,0.89,0.0213,06:00PM,0.0,rain,1013.91,cloudy,73.08,3,10
2018-10-05,64.44,0.76,0.0,05:01AM,0.0,none,1021.28,partly-cloudy-night,64.44,4,10
2018-10-06,66.84,0.92,0.0016,11:00AM,0.14,rain,1022.23,cloudy,66.2,5,10
2018-10-07,74.93,0.87,0.0016,08:00PM,0.0,rain,1023.09,clear-night,73.75,6,10
2018-10-08,64.75,0.93,0.0047,07:00AM,0.21,rain,1029.95,cloudy,64.25,0,10
2018-10-09,72.4,0.9,0.0029,02:00AM,0.0,rain,1023.67,partly-cloudy-night,71.34,1,10
2018-10-10,74.37,0.93,0.0025,12:00AM,0.0,rain,1014.61,partly-cloudy-night,73.01,2,10
2018-10-11,71.27,0.98,0.0914,05:00PM,0.89,rain,1002.42,rain,69.95,3,10
2018-10-12,54.53,0.58,0.0761,05:00AM,0.0,rain,1007.93,clear-night,54.53,4,10
2018-10-13,52.49,0.65,0.0248,09:00AM,0.0,rain,1016.36,clear-night,52.49,5,10
2018-10-14,54.96,0.66,0.0011,01:00PM,0.0,rain,1023.4,partly-cloudy-night,54.96,6,10
2018-10-15,66.43,0.81,0.0164,11:00AM,0.0,rain,1011.96,cloudy,66.29,0,10
2018-10-16,51.37,0.58,0.0089,01:00AM,0.0,rain,1018.52,clear-night,51.37,1,10
2018-10-17,55.42,0.46,0.0,05:01AM,0.0,none,1016.29,partly-cloudy-night,55.42,2,10
2018-10-18,45.43,0.42,0.0,05:01AM,0.0,none,1027.42,clear-night,47.14,3,10
2018-10-19,56.28,0.59,0.0,05:01AM,0.0,none,1017.31,clear-night,56.28,4,10
2018-10-20,56.6,0.64,0.0071,04:00AM,0.0,rain,1002.83,clear-night,56.6,5,10
2018-10-21,38.34,0.51,0.0025,07:00AM,0.0,rain,1020.09,clear-night,42.17,6,10
2018-10-22,48.45,0.59,0.0,05:01AM,0.0,none,1022.02,partly-cloudy-night,48.96,0,10
2018-10-23,55.53,0.52,0.0008,07:00PM,0.0,none,1015.04,partly-cloudy-night,55.53,1,10
2018-10-24,46.27,0.51,0.001,01:00AM,0.0,none,1020.53,partly-cloudy-night,49.65,2,10
2018-10-25,42.09,0.56,0.0,05:01AM,0.0,none,1019.03,clear-night,44.84,3,10
2018-10-26,44.7,0.69,0.0002,01:00PM,0.0,none,1018.1,cloudy,48.25,4,10
2018-10-27,50.73,0.96,0.0922,05:00AM,0.48,rain,999.48,rain,50.73,5,10
2018-10-28,51.67,0.75,0.0063,12:00AM,0.0,rain,1009.53,cloudy,51.67,6,10
2018-10-29,52.79,0.66,0.0104,01:00AM,0.0,rain,1012.45,partly-cloudy-night,52.79,0,10
2018-10-30,50.07,0.45,0.0016,07:00PM,0.0,rain,1019.57,clear-night,50.07,1,10
2018-10-31,59.86,0.72,0.0001,07:00AM,0.0,none,1013.57,partly-cloudy-night,59.86,2,10
2018-11-01,63.94,0.79,0.0,05:01AM,0.0,none,1009.91,partly-cloudy-night,63.94,3,11
2018-11-02,64.12,0.99,0.1424,10:00PM,0.71,rain,1005.99,rain,63.44,4,11
2018-11-03,52.29,0.5,0.1557,03:00AM,0.0,rain,1022.1,clear-night,52.29,5,11
2018-11-04,46.92,0.67,0.0023,06:00AM,0.0,rain,1032.36,clear-night,46.92,6,11
2018-11-05,51.53,0.96,0.0524,11:00AM,0.79,rain,1020.1,rain,51.53,0,11
2018-11-06,57.01,0.97,0.5273,12:00PM,0.0,rain,1009.48,partly-cloudy-night,57.01,1,11
2018-11-07,59.06,0.49,0.0002,05:00AM,0.0,none,1016.96,partly-cloudy-night,59.06,2,11
2018-11-08,45.24,0.52,0.0,05:01AM,0.0,none,1026.48,clear-night,47.99,3,11
2018-11-09,50.69,0.96,0.2149,07:00PM,0.95,rain,1012.75,rain,50.69,4,11
2018-11-10,31.23,0.42,0.0108,12:00AM,0.0,rain,1022.03,clear-night,37.78,5,11
2018-11-11,40.57,0.53,0.0011,12:00AM,0.0,none,1028.3,clear-night,40.57,6,11
2018-11-12,46.05,0.68,0.0157,12:00AM,0.0,rain,1027.74,partly-cloudy-night,46.05,0,11
2018-11-13,39.81,0.62,0.1403,05:00AM,0.0,rain,1017.2,cloudy,44.99,1,11
2018-11-14,27.86,0.44,0.0,05:01AM,0.0,none,1034.24,partly-cloudy-night,34.56,2,11
2018-11-15,23.0,0.99,0.0627,05:00PM,0.53,snow,1019.62,sleet,32.28,3,11
2018-11-16,34.37,0.65,0.0571,06:00AM,0.0,rain,1012.15,clear-night,40.49,4,11
2018-11-17,41.45,0.59,0.0,05:01AM,0.0,none,1024.11,cloudy,44.84,5,11
2018-11-18,43.22,0.69,0.0,05:01AM,0.0,none,1025.04,cloudy,43.22,6,11
2018-11-19,46.3,0.77,0.0,05:01AM,0.0,none,1015.65,partly-cloudy-night,46.3,0,11
2018-11-20,38.58,0.61,0.0012,07:00AM,0.0,rain,1016.25,cloudy,43.3,1,11
2018-11-21,29.34,0.56,0.006,07:00PM,0.0,rain,1019.73,partly-cloudy-night,37.19,2,11
2018-11-22,11.56,0.34,0.0,05:01AM,0.0,none,1035.08,clear-night,21.8,3,11
2018-11-23,29.63,0.39,0.0,05:01AM,0.0,none,1030.91,clear-night,29.63,4,11
2018-11-24,41.76,0.95,0.3288,11:00PM,0.91,rain,1008.32,rain,46.26,5,11
2018-11-25,51.16,0.62,0.2538,01:00AM,0.0,rain,1014.14,cloudy,51.16,6,11
2018-11-26,43.95,0.94,0.1992,04:00PM,1.0,rain,995.09,rain,48.77,0,11
2018-11-27,32.31,0.59,0.0117,12:00AM,0.0,rain,998.17,cloudy,39.34,1,11
2018-11-28,35.47,0.56,0.0,05:01AM,0.0,none,1004.47,cloudy,41.18,2,11
2018-11-29,35.64,0.55,0.0,05:01AM,0.0,none,1015.66,cloudy,40.86,3,11
2018-11-30,39.46,0.82,0.0041,03:00PM,0.0,rain,1018.85,cloudy,39.46,4,11
2018-12-01,37.93,0.83,0.0083,09:00PM,0.9,rain,1021.29,rain,41.35,5,12
2018-12-02,52.51,0.98,0.0782,04:00AM,0.6,rain,1002.99,rain,52.51,6,12
2018-12-03,44.45,0.59,0.0003,12:00AM,0.0,none,1006.72,partly-cloudy-night,48.05,0,12
2018-12-04,29.48,0.47,0.0,05:01AM,0.0,none,1017.82,clear-night,34.57,1,12
2018-12-05,29.84,0.51,0.0,05:01AM,0.0,none,1018.82,partly-cloudy-night,33.79,2,12
2018-12-06,32.48,0.53,0.0,05:01AM,0.0,none,1021.57,cloudy,38.2,3,12
2018-12-07,24.36,0.43,0.0,05:01AM,0.0,none,1031.08,clear-night,31.39,4,12
2018-12-08,30.96,0.58,0.0,05:01AM,0.0,none,1033.44,clear-night,30.96,5,12
