date,sales,covers,outside,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature,day_of_week,month,closed,ppa
2018-12-09,14290.71,186.0,0,28.03,0.57,0.0003,11:00AM,0.0,none,1023.22,clear-night,32.12,6,12,0,76.83177419354838
2018-12-10,14184.25,176.0,0,30.29,0.54,0.0,05:01AM,0.0,none,1021.56,clear-night,33.08,0,12,0,80.59232954545455
2018-12-11,18929.5,170.0,0,29.16,0.61,0.0,05:01AM,0.0,none,1014.67,clear-night,34.43,1,12,0,111.35
2018-12-12,13305.57,159.0,0,34.23,0.64,0.0,05:01AM,0.0,none,1023.74,partly-cloudy-night,34.23,2,12,0,83.68283018867925
2018-12-13,18817.5,164.0,0,34.5,0.92,0.0017,01:00PM,0.0,rain,1031.91,cloudy,39.32,3,12,0,114.74085365853658
2018-12-14,16720.16,183.0,0,46.49,0.97,0.0178,12:00AM,0.0,rain,1026.61,cloudy,47.28,4,12,0,91.36699453551913
2018-12-15,16371.82,202.0,0,45.97,0.73,0.0319,02:00AM,0.0,rain,1019.98,partly-cloudy-night,49.27,5,12,0,81.04861386138614
2018-12-16,13708.5,170.0,0,30.37,0.97,0.1198,07:00AM,1.0,rain,1009.15,rain,37.54,6,12,0,80.63823529411765
2018-12-17,14433.0,173.0,0,35.91,0.5,0.0031,12:00AM,0.0,rain,1008.53,cloudy,42.41,0,12,0,83.42774566473989
2018-12-18,15217.589999999995,169.0,0,21.45,0.5,0.0,05:01AM,0.0,none,1020.97,clear-night,30.11,1,12,0,90.04491124260352
2018-12-19,15203.41,194.0,0,35.88,0.65,0.0014,12:00AM,0.0,rain,1020.34,clear-night,35.88,2,12,0,78.36809278350515
2018-12-20,13216.0,159.0,0,39.95,0.97,0.0373,08:00PM,1.0,rain,1013.94,rain,44.02,3,12,0,83.11949685534591
2018-12-21,12837.89,180.0,0,54.19,0.96,0.2301,07:00AM,0.0,rain,991.13,cloudy,54.19,4,12,0,71.32161111111111
2018-12-22,16637.989999999998,204.0,0,35.5,0.56,0.0005,07:00AM,0.0,rain,1011.61,cloudy,42.03,5,12,0,81.55877450980391
2018-12-23,14078.37,189.0,0,36.16,0.62,0.0003,11:00PM,0.0,none,1019.41,partly-cloudy-night,39.11,6,12,0,74.48873015873016
2018-12-24,0.0,0.0,0,31.67,0.58,0.0079,05:00AM,0.0,rain,1018.97,partly-cloudy-night,38.37,0,12,1,0.0
2018-12-25,0.0,0.0,0,30.35,0.52,0.0,05:01AM,0.0,none,1027.37,partly-cloudy-night,35.96,1,12,1,0.0
2018-12-26,13206.7,176.0,0,32.53,0.64,0.0,05:01AM,0.0,none,1031.97,clear-night,37.44,2,12,0,75.03806818181819
2018-12-27,15357.03,201.0,0,35.45,0.74,0.0,05:01AM,0.0,none,1035.22,partly-cloudy-night,38.34,3,12,0,76.4031343283582
2018-12-28,15497.37,211.0,0,55.69,0.99,0.1619,11:00AM,0.0,rain,1010.54,cloudy,55.69,4,12,0,73.44725118483413
2018-12-29,16236.11,207.0,0,38.04,0.58,0.0001,06:00AM,0.0,none,1021.33,partly-cloudy-night,42.69,5,12,0,78.43531400966184
2018-12-30,15208.0,209.0,0,35.23,0.79,0.0001,10:00PM,0.0,none,1025.14,partly-cloudy-night,37.28,6,12,0,72.76555023923444
2018-12-31,15099.0,177.0,0,38.22,0.98,0.203,10:00PM,1.0,rain,1018.45,rain,43.57,0,12,0,85.30508474576271
2019-01-01,0.0,0.0,0,37.86,0.59,0.1357,12:00AM,0.0,rain,1019.9,partly-cloudy-night,43.47,1,1,1,0.0
2019-01-02,12685.24,191.0,0,30.77,0.61,0.0,05:01AM,0.0,none,1023.04,cloudy,36.3,2,1,0,66.41486910994765
2019-01-03,13580.96,184.0,0,36.85,0.61,0.0001,07:00AM,0.0,none,1016.97,partly-cloudy-night,36.85,3,1,0,73.8095652173913
2019-01-04,16002.75,199.0,0,41.11,0.78,0.0001,01:00PM,0.0,none,1011.64,clear-night,42.89,4,1,0,80.41582914572864
2019-01-05,16463.62,232.0,0,39.99,0.89,0.078,03:00AM,0.0,rain,1003.79,partly-cloudy-night,43.99,5,1,0,70.96387931034482
2019-01-06,12405.14,182.0,0,29.23,0.45,0.0001,12:00PM,0.0,none,1022.25,partly-cloudy-night,37.67,6,1,0,68.1601098901099
2019-01-07,14222.669999999998,178.0,0,31.14,0.38,0.0,05:01AM,0.0,none,1028.34,partly-cloudy-night,31.14,0,1,0,79.9026404494382
2019-01-08,10811.32,167.0,0,41.62,0.94,0.0808,12:00AM,0.0,rain,1006.33,cloudy,41.62,1,1,0,64.73844311377245
2019-01-09,12985.09,173.0,0,29.21,0.44,0.0808,12:00AM,0.0,rain,1003.81,partly-cloudy-night,37.34,2,1,0,75.05832369942196
2019-01-10,13196.76,151.0,0,21.61,0.55,0.0,05:01AM,0.0,none,1013.28,partly-cloudy-night,30.83,3,1,0,87.39576158940397
2019-01-11,14699.25,187.0,0,15.24,0.39,0.0,05:01AM,0.0,none,1028.47,clear-night,24.88,4,1,0,78.60561497326204
2019-01-12,17112.96,214.0,0,26.65,0.43,0.0,05:01AM,0.0,none,1033.31,partly-cloudy-night,30.22,5,1,0,79.96710280373831
2019-01-13,14285.0,189.0,0,18.46,0.49,0.0025,02:00AM,0.0,snow,1026.3,clear-night,28.42,6,1,0,75.58201058201058
2019-01-14,14422.25,189.0,0,28.17,0.5,0.0,05:01AM,0.0,none,1021.04,clear-night,28.17,0,1,0,76.30820105820106
2019-01-15,13893.17,190.0,0,30.37,0.57,0.0,05:01AM,0.0,none,1020.62,clear-night,30.37,1,1,0,73.12194736842105
2019-01-16,12378.42,178.0,0,30.77,0.53,0.0,05:01AM,0.0,none,1020.22,partly-cloudy-night,37.38,2,1,0,69.54168539325843
2019-01-17,13888.74,183.0,0,26.37,0.54,0.0,05:01AM,0.0,none,1026.45,partly-cloudy-night,29.68,3,1,0,75.89475409836065
2019-01-18,15526.62,192.0,0,29.75,0.87,0.0031,12:00PM,0.0,snow,1019.72,partly-cloudy-night,34.41,4,1,0,80.8678125
2019-01-19,15916.88,212.0,0,29.56,0.83,0.0643,12:00AM,0.0,rain,1016.43,cloudy,36.31,5,1,0,75.07962264150943
2019-01-20,16673.0,212.0,0,-0.22,0.61,0.168,03:00AM,0.0,rain,1004.42,clear-night,16.49,6,1,0,78.64622641509433
2019-01-21,11967.25,171.0,0,-3.19,0.49,0.0,05:01AM,0.0,none,1025.59,clear-night,11.48,0,1,0,69.98391812865498
2019-01-22,13409.07,187.0,0,26.8,0.45,0.0,05:01AM,0.0,none,1036.89,partly-cloudy-night,26.8,1,1,0,71.70625668449198
2019-01-23,13602.0,182.0,0,38.44,0.78,0.0,05:01AM,0.0,none,1016.78,partly-cloudy-night,42.04,2,1,0,74.73626373626374
2019-01-24,13681.91,194.0,0,32.13,0.69,0.2425,12:00PM,0.0,rain,1002.9,cloudy,39.62,3,1,0,70.52530927835052
2019-01-25,17980.69,202.0,0,24.49,0.32,0.0,05:01AM,0.0,none,1019.69,clear-night,32.26,4,1,0,89.01331683168316
2019-01-26,18994.275,238.0,0,31.39,0.49,0.0,05:01AM,0.0,none,1024.22,cloudy,31.39,5,1,0,79.80787815126051
2019-01-27,13926.0,179.0,0,37.82,0.57,0.0001,10:00PM,0.0,none,1014.9,partly-cloudy-night,41.07,6,1,0,77.79888268156425
2019-01-28,15725.4,190.0,0,21.12,0.43,0.0,05:01AM,0.0,none,1017.61,clear-night,26.2,0,1,0,82.76526315789474
2019-01-29,13610.53,158.0,0,31.55,0.93,0.0617,08:00PM,1.0,rain,1009.76,rain,38.17,1,1,0,86.14259493670886
2019-01-30,14601.53,174.0,0,-6.25,0.32,0.008,04:00PM,0.0,rain,1020.73,clear-night,10.39,2,1,0,83.91683908045978
2019-01-31,15421.91,186.0,0,1.74,0.38,0.0,05:01AM,0.0,none,1029.84,clear-night,13.74,3,1,0,82.91349462365591
2019-02-01,16049.24,195.0,0,12.61,0.47,0.0002,04:00PM,0.0,none,1029.05,clear-night,19.04,4,2,0,82.30379487179486
2019-02-02,18353.31,229.0,0,21.98,0.66,0.0,05:01AM,0.0,none,1018.87,partly-cloudy-night,31.04,5,2,0,80.14545851528385
2019-02-03,0.0,0.0,0,35.28,0.81,0.0,05:01AM,0.0,none,1020.57,clear-night,38.78,6,2,1,0.0
2019-02-04,11976.75,169.0,0,42.33,0.79,0.0,05:01AM,0.0,none,1016.23,clear-night,42.33,0,2,0,70.86834319526628
2019-02-05,14941.96,183.0,0,52.88,0.66,0.0002,12:00AM,0.0,none,1016.39,clear-night,52.88,1,2,0,81.65005464480873
2019-02-06,14392.54,191.0,0,34.44,0.93,0.1018,11:00PM,1.0,rain,1019.26,rain,40.35,2,2,0,75.35361256544503
2019-02-07,14755.85,188.0,0,40.33,0.93,0.0846,12:00AM,0.0,rain,1018.99,cloudy,42.32,3,2,0,78.48856382978724
2019-02-08,14796.74,186.0,0,29.6,0.39,0.0893,02:00AM,0.0,rain,1020.24,clear-night,38.57,4,2,0,79.55236559139784
2019-02-09,18597.28,216.0,0,21.33,0.42,0.0,05:01AM,0.0,none,1039.51,clear-night,28.4,5,2,0,86.09851851851852
2019-02-10,14265.28,211.0,0,28.07,0.39,0.0,05:01AM,0.0,none,1030.46,partly-cloudy-night,32.89,6,2,0,67.60796208530806
2019-02-11,13817.81,183.0,0,30.06,0.5,0.0019,11:00AM,0.0,snow,1027.74,partly-cloudy-night,34.48,0,2,0,75.50715846994535
2019-02-12,13575.01,160.0,0,26.18,0.96,0.0434,06:00PM,0.75,rain,1011.91,rain,34.5,1,2,0,84.8438125
2019-02-13,15300.51,175.0,0,25.15,0.53,0.0457,01:00AM,0.0,rain,1009.89,clear-night,34.03,2,2,0,87.43148571428571
2019-02-14,15169.45,184.0,0,39.97,0.46,0.0076,01:00PM,0.0,rain,1017.14,partly-cloudy-night,39.97,3,2,0,82.44266304347826
2019-02-15,16749.409999999996,219.0,0,51.24,0.66,0.0013,05:00AM,0.0,rain,1003.85,cloudy,51.24,4,2,0,76.48132420091322
2019-02-16,16851.88,233.0,0,30.0,0.46,0.0002,12:00AM,0.0,none,1014.27,clear-night,36.2,5,2,0,72.3256652360515
2019-02-17,16455.36,230.0,0,28.85,0.67,0.0098,12:00AM,0.0,rain,1016.99,cloudy,33.79,6,2,0,71.54504347826087
2019-02-18,15747.65,188.0,0,19.67,0.55,0.0266,06:00AM,0.0,rain,1022.64,partly-cloudy-night,30.02,0,2,0,83.76409574468084
2019-02-19,13941.2,178.0,0,27.48,0.35,0.0,05:01AM,0.0,none,1036.03,clear-night,32.22,1,2,0,78.32134831460675
2019-02-20,15769.0,157.0,0,24.26,0.97,0.067,12:00AM,0.57,rain,1025.99,sleet,30.35,2,2,0,100.43949044585987
2019-02-21,14799.51,190.0,0,42.67,0.58,0.0928,01:00AM,0.0,rain,1017.62,clear-night,45.85,3,2,0,77.89215789473684
2019-02-22,17253.5,210.0,0,34.57,0.51,0.0006,10:00PM,0.0,none,1030.34,clear-night,38.66,4,2,0,82.1595238095238
2019-02-23,17842.149999999998,229.0,0,33.59,0.79,0.0045,12:00AM,0.0,rain,1026.3,cloudy,37.84,5,2,0,77.91331877729257
2019-02-24,13862.72,197.0,0,39.11,0.77,0.1681,07:00AM,0.0,rain,996.28,partly-cloudy-night,45.87,6,2,0,70.36913705583756
2019-02-25,13771.25,162.0,0,24.21,0.37,0.0013,11:00AM,0.0,rain,1019.07,clear-night,33.77,0,2,0,85.00771604938272
2019-02-26,13913.67,178.0,0,18.88,0.38,0.0016,06:00AM,0.0,snow,1029.6,clear-night,28.63,1,2,0,78.16668539325843
2019-02-27,15551.425,179.0,0,21.17,0.61,0.0013,11:00PM,0.0,snow,1020.05,cloudy,28.6,2,2,0,86.87946927374301
2019-02-28,14560.02,169.0,0,24.98,0.43,0.0036,03:00AM,0.0,snow,1025.07,clear-night,31.55,3,2,0,86.15396449704143
2019-03-01,14837.11,194.0,0,27.07,0.82,0.0165,01:00PM,0.0,snow,1024.47,cloudy,33.77,4,3,0,76.47994845360824
2019-03-02,19093.57,198.0,0,33.22,0.76,0.0431,05:00AM,0.0,snow,1017.81,cloudy,38.11,5,3,0,96.43217171717171
2019-03-03,13957.5,188.0,0,32.19,0.98,0.0892,10:00PM,0.74,snow,1014.78,snow,32.19,6,3,0,74.24202127659575
2019-03-04,13369.25,188.0,0,26.91,0.52,0.0792,01:00AM,0.0,snow,1013.27,partly-cloudy-night,32.85,0,3,0,71.11303191489361
2019-03-05,13599.77,175.0,0,19.5,0.44,0.0018,01:00PM,0.0,snow,1014.77,clear-night,27.56,1,3,0,77.71297142857144
2019-03-06,11925.17,153.0,0,13.43,0.49,0.0018,04:00AM,0.0,snow,1023.33,partly-cloudy-night,22.62,2,3,0,77.94228758169935
2019-03-07,15261.42,204.0,0,23.64,0.47,0.0013,06:00AM,0.0,snow,1027.28,partly-cloudy-night,28.84,3,3,0,74.81088235294118
2019-03-08,17086.85,212.0,0,35.28,0.58,0.005,12:00PM,0.0,snow,1024.1,partly-cloudy-night,35.28,4,3,0,80.59834905660377
2019-03-09,19019.559999999983,269.0,0,34.35,0.63,0.0035,11:00AM,0.0,rain,1026.85,clear-night,37.36,5,3,0,70.70468401486983
2019-03-10,15061.3,206.0,0,39.55,0.98,0.0997,11:00AM,0.0,rain,1013.5,cloudy,39.55,6,3,0,73.1131067961165
2019-03-11,14179.58,191.0,0,45.96,0.32,0.0001,12:00AM,0.0,none,1016.15,clear-night,49.69,0,3,0,74.2386387434555
2019-03-12,14019.5,191.0,0,32.8,0.42,0.0003,01:00PM,0.0,none,1025.07,clear-night,39.14,1,3,0,73.40052356020942
2019-03-13,16744.55,183.0,0,34.11,0.61,0.0016,05:00PM,0.0,rain,1026.53,partly-cloudy-night,39.57,2,3,0,91.50027322404371
2019-03-14,14913.4,180.0,0,44.59,0.72,0.0,05:01AM,0.0,none,1018.3,partly-cloudy-night,48.32,3,3,0,82.85222222222222
2019-03-15,15491.38,197.0,0,60.4,0.74,0.1561,10:00PM,0.0,rain,1002.95,partly-cloudy-night,60.4,4,3,0,78.6364467005076
2019-03-16,16980.42,211.0,0,36.59,0.41,0.0078,12:00AM,0.0,rain,1018.38,partly-cloudy-night,42.27,5,3,0,80.47592417061611
2019-03-17,14554.25,189.0,0,34.99,0.32,0.0,05:01AM,0.0,none,1021.86,clear-night,40.35,6,3,0,77.00661375661376
2019-03-18,14174.46,186.0,0,40.59,0.41,0.0,05:01AM,0.0,none,1026.07,partly-cloudy-night,40.59,0,3,0,76.20677419354838
2019-03-19,13480.41,188.0,0,39.47,0.44,0.0014,02:00AM,0.0,rain,1029.07,partly-cloudy-night,41.9,1,3,0,71.7043085106383
2019-03-20,12259.69,167.0,0,37.69,0.67,0.0001,04:00AM,0.0,none,1026.16,partly-cloudy-night,43.21,2,3,0,73.41131736526947
2019-03-21,13971.17,176.0,0,36.77,0.88,0.0839,12:00AM,0.38,rain,1008.22,rain,42.99,3,3,0,79.38164772727272
2019-03-22,15905.089999999998,216.0,0,37.87,0.56,0.153,01:00AM,0.0,rain,997.68,partly-cloudy-night,44.14,4,3,0,73.63467592592592
2019-03-23,17432.25,215.0,0,38.09,0.26,0.0001,05:00AM,0.0,none,1017.76,clear-night,44.07,5,3,0,81.08023255813953
2019-03-24,14232.999999999995,220.0,0,56.34,0.26,0.0,05:01AM,0.0,none,1017.02,partly-cloudy-night,56.34,6,3,0,64.69545454545452
2019-03-25,14034.25,188.0,0,42.86,0.54,0.0001,11:00PM,0.0,none,1018.35,cloudy,45.85,0,3,0,74.6502659574468
2019-03-26,14285.5,185.0,0,39.17,0.2,0.0003,02:00PM,0.0,none,1025.87,clear-night,43.53,1,3,0,77.21891891891892
2019-03-27,15776.1,172.0,0,32.83,0.55,0.001,05:00AM,0.0,none,1033.08,clear-night,37.82,2,3,0,91.72151162790698
2019-03-28,13559.5,188.0,0,39.79,0.75,0.0,05:01AM,0.0,none,1024.41,partly-cloudy-night,43.89,3,3,0,72.125
2019-03-29,16291.09,204.0,0,54.1,0.7,0.0,05:01AM,0.0,none,1019.19,cloudy,54.1,4,3,0,79.85828431372549
2019-03-30,17937.190000000002,243.0,0,55.65,0.6,0.0005,06:00AM,0.0,none,1012.67,partly-cloudy-night,55.65,5,3,0,73.81559670781894
2019-03-31,14248.72,220.0,0,38.18,0.5,0.0205,01:00PM,0.0,rain,1010.45,partly-cloudy-night,44.52,6,3,0,64.76690909090908
2019-04-01,12858.5,167.0,0,39.27,0.29,0.0,05:01AM,0.0,none,1026.53,clear-night,41.99,0,4,0,76.99700598802396
2019-04-02,13983.0,173.0,0,39.82,0.65,0.0049,11:00PM,0.0,rain,1022.69,cloudy,43.94,1,4,0,80.82658959537572
2019-04-03,15275.979999999998,183.0,1,61.41,0.16,0.0083,03:00AM,0.0,rain,1016.98,clear-night,61.41,2,4,0,83.47530054644808
2019-04-04,14172.839999999998,190.0,0,52.91,0.24,0.0014,12:00PM,0.0,rain,1028.61,clear-night,52.91,3,4,0,74.5938947368421
2019-04-05,17164.91,210.0,0,33.81,0.89,0.0345,11:00PM,1.0,rain,1026.88,rain,38.79,4,4,0,81.73766666666667
2019-04-06,19636.7,253.0,0,59.4,0.49,0.0218,12:00AM,0.0,rain,1021.82,clear-night,59.4,5,4,0,77.61541501976285
2019-04-07,15262.66,206.0,0,54.67,0.68,0.0,05:01AM,0.0,none,1020.19,partly-cloudy-night,54.67,6,4,0,74.09058252427184
2019-04-08,13748.75,185.0,0,70.69,0.49,0.0772,03:00AM,0.0,rain,1005.69,partly-cloudy-night,70.69,0,4,0,74.31756756756756
2019-04-09,15610.75,184.0,0,43.95,0.95,0.0262,07:00PM,0.19,rain,1002.49,cloudy,45.6,1,4,0,84.84103260869566
2019-04-10,16141.53,213.0,1,51.23,0.39,0.0011,02:00PM,0.0,rain,1014.53,clear-night,51.23,2,4,0,75.78183098591549
2019-04-11,15233.42,193.0,1,43.41,0.48,0.0,05:01AM,0.0,none,1025.43,cloudy,45.84,3,4,0,78.92963730569949
2019-04-12,15499.54,195.0,0,58.98,0.89,0.1494,11:00PM,0.55,rain,1020.18,rain,58.98,4,4,0,79.48482051282052
2019-04-13,22044.699999999993,309.0,1,65.23,0.69,0.1234,06:00AM,0.0,rain,1015.94,partly-cloudy-night,65.23,5,4,0,71.34207119741099
2019-04-14,19197.14,273.0,1,59.19,0.93,0.0038,11:00PM,0.0,rain,1004.74,cloudy,59.19,6,4,0,70.31919413919414
2019-04-15,15071.21,207.0,0,42.04,0.51,0.6164,05:00AM,0.0,rain,1005.3,partly-cloudy-night,48.13,0,4,0,72.80777777777777
2019-04-16,16704.25,231.0,1,59.21,0.3,0.0015,05:00PM,0.0,rain,1015.2,partly-cloudy-night,59.21,1,4,0,72.31277056277057
2019-04-17,15640.2,210.0,1,50.11,0.5,0.0021,03:00PM,0.0,rain,1022.0,partly-cloudy-night,50.11,2,4,0,74.47714285714287
2019-04-18,18789.73,223.0,1,57.0,0.78,0.0001,06:00AM,0.0,none,1011.78,partly-cloudy-night,57.0,3,4,0,84.25887892376682
2019-04-19,18099.51,256.0,1,62.97,0.85,0.0235,10:00PM,0.0,rain,1007.77,cloudy,62.97,4,4,0,70.7012109375
2019-04-20,19922.12,285.0,1,55.88,0.75,0.2076,03:00AM,0.0,rain,1010.3,partly-cloudy-night,55.88,5,4,0,69.90217543859649
2019-04-21,17947.379999999994,262.0,1,56.3,0.69,0.0061,05:00AM,0.0,rain,1017.95,partly-cloudy-night,56.3,6,4,0,68.50145038167936
2019-04-22,14521.0,199.0,0,57.76,0.94,0.077,04:00PM,0.3,rain,1015.6,rain,57.76,0,4,0,72.96984924623115
2019-04-23,15124.71,226.0,1,61.58,0.68,0.0014,12:00AM,0.0,rain,1009.75,partly-cloudy-night,61.58,1,4,0,66.92349557522124
2019-04-24,18315.590000000004,263.0,1,64.96,0.37,0.0147,01:00AM,0.0,rain,1009.69,clear-night,64.96,2,4,0,69.6410266159696
2019-04-25,15795.0,194.0,0,52.19,0.8,0.0097,07:00PM,0.22,rain,1013.66,cloudy,52.19,3,4,0,81.41752577319588
2019-04-26,15665.17,190.0,0,57.78,0.96,0.1171,01:00PM,0.8,rain,993.89,rain,57.78,4,4,0,82.44826315789474
2019-04-27,20572.2,233.0,1,54.24,0.43,0.023,04:00AM,0.0,rain,1008.19,clear-night,54.24,5,4,0,88.29270386266094
2019-04-28,13385.27,187.0,1,46.29,0.69,0.0003,12:00PM,0.0,none,1020.72,partly-cloudy-night,49.6,6,4,0,71.57898395721925
2019-04-29,13533.34,194.0,1,46.18,0.58,0.0,05:01AM,0.0,none,1025.86,cloudy,49.82,0,4,0,69.75948453608248
2019-04-30,15476.48,160.0,1,55.12,0.79,0.026000000000000002,05:00AM,0.0,rain,1027.49,partly-cloudy-night,55.12,1,4,0,96.728
2019-05-01,13112.839999999998,174.0,0,48.0,0.94,0.0008,09:00PM,0.0,rain,1025.3,cloudy,49.9,2,5,0,75.36114942528735
2019-05-02,18046.26,208.0,1,55.19,0.81,0.008,10:00PM,0.21,rain,1021.58,cloudy,55.19,3,5,0,86.76086538461537
2019-05-03,17950.989999999994,236.0,1,52.95,0.96,0.1222,12:00AM,0.0,rain,1015.83,cloudy,52.95,4,5,0,76.06351694915251
2019-05-04,21879.9,304.0,1,58.91,0.89,0.1222,12:00AM,0.0,rain,1010.06,partly-cloudy-night,58.91,5,5,0,71.9733552631579
2019-05-05,14566.4,206.0,0,51.77,0.96,0.1043,07:00AM,1.0,rain,1009.84,rain,51.77,6,5,0,70.71067961165048
2019-05-06,15982.0,210.0,1,56.94,0.69,0.0257,12:00AM,0.0,rain,1018.35,cloudy,56.94,0,5,0,76.1047619047619
2019-05-07,16030.75,219.0,1,61.9,0.77,0.0549,09:00PM,0.0,rain,1018.98,partly-cloudy-night,61.9,1,5,0,73.19977168949772
2019-05-08,13849.69,193.0,1,58.48,0.68,0.0014,02:00AM,0.0,rain,1022.97,clear-night,58.48,2,5,0,71.7600518134715
2019-05-09,16304.6,203.0,1,54.47,0.71,0.0001,04:00PM,0.0,none,1024.61,cloudy,54.47,3,5,0,80.31822660098523
2019-05-10,24313.540000000005,301.0,1,69.79,0.71,0.0142,02:00PM,0.0,rain,1013.32,partly-cloudy-night,69.76,4,5,0,80.7758803986711
2019-05-11,20713.68,257.0,1,64.27,0.49,0.0173,04:00AM,0.0,rain,1015.17,cloudy,64.27,5,5,0,80.5979766536965
2019-05-12,12262.59,180.0,0,40.46,0.89,0.1446,02:00PM,0.0,rain,1012.05,cloudy,45.68,6,5,0,68.1255
2019-05-13,13163.0,179.0,0,42.63,0.92,0.1503,06:00PM,0.11,rain,1010.12,cloudy,47.21,0,5,0,73.53631284916202
2019-05-14,14125.75,170.0,0,48.78,0.93,0.0629,08:00PM,0.91,rain,1009.65,rain,48.78,1,5,0,83.09264705882353
2019-05-15,17601.21,238.0,1,61.1,0.6,0.0062,12:00AM,0.0,rain,1009.49,partly-cloudy-day,61.1,2,5,0,73.95466386554621
2019-05-16,18423.49,247.0,1,63.89,0.53,0.013999999999999999,05:00AM,0.0,rain,1010.91,partly-cloudy-day,63.89,3,5,0,74.58902834008097
2019-05-17,21350.49,245.0,1,73.55,0.57,0.0299,10:00PM,0.0,rain,1006.98,partly-cloudy-day,73.55,4,5,0,87.14485714285715
2019-05-18,24635.399999999994,314.0,1,62.3,0.54,0.0005,12:00AM,0.0,none,1016.46,partly-cloudy-day,62.3,5,5,0,78.45668789808916
2019-05-19,17560.63,270.0,1,70.12,0.81,0.0145,08:00AM,0.0,rain,1013.11,partly-cloudy-day,69.63,6,5,0,65.03937037037038
2019-05-20,17033.5,257.0,1,81.02,0.48,0.1306,02:00AM,0.0,rain,1005.85,partly-cloudy-day,80.41,0,5,0,66.27821011673151
2019-05-21,20307.91,228.0,1,67.77,0.27,0.0,05:01AM,0.0,none,1015.76,partly-cloudy-day,67.77,1,5,0,89.06978070175438
2019-05-22,17455.46,251.0,1,68.41,0.39,0.0,05:01AM,0.0,none,1022.66,clear-day,68.41,2,5,0,69.54366533864541
2019-05-23,16084.5,213.0,1,65.27,0.87,0.0815,05:00PM,0.0,rain,1012.34,partly-cloudy-day,64.98,3,5,0,75.51408450704226
2019-05-24,21672.14,300.0,1,69.1,0.49,0.0013,12:00AM,0.0,rain,1018.16,partly-cloudy-day,69.1,4,5,0,72.24046666666666
2019-05-25,18994.275,238.0,0,61.59,0.63,0.0029,12:00AM,0.0,rain,1019.59,partly-cloudy-day,61.59,5,5,0,79.80787815126051
2019-05-26,20863.74,281.0,1,71.53,0.84,0.0505,07:00PM,0.05,rain,1011.35,partly-cloudy-day,70.81,6,5,0,74.2481850533808
2019-05-27,19083.489999999983,309.0,1,75.87,0.4,0.0005,12:00AM,0.0,none,1012.05,clear-day,75.87,0,5,0,61.7588673139158
2019-05-28,13647.99,181.0,1,68.97,0.84,0.0569,10:00PM,0.0,rain,1004.88,cloudy,68.46,1,5,0,75.40325966850828
2019-05-29,13669.77,184.0,0,56.5,0.96,0.3805,06:00PM,1.0,rain,1006.47,rain,56.5,2,5,0,74.29222826086956
2019-05-30,14610.13,180.0,0,63.03,0.94,0.33899999999999997,07:00PM,1.0,rain,1005.57,rain,62.65,3,5,0,81.16738888888888
2019-05-31,22367.26,307.0,1,74.8,0.55,0.0223,01:00AM,0.0,rain,1008.02,partly-cloudy-day,74.8,4,5,0,72.85752442996743
2019-06-01,23309.000000000004,334.0,1,68.79,0.72,0.0012,12:00AM,0.0,rain,1008.78,partly-cloudy-day,68.79,5,6,0,69.78742514970061
2019-06-02,17890.579999999998,252.0,1,74.21,0.64,0.0717,10:00PM,0.0,rain,1004.46,partly-cloudy-day,74.1,6,6,0,70.99436507936507
2019-06-03,18854.799999999992,278.0,1,66.57,0.31,0.0073,12:00AM,0.0,rain,1015.31,clear-day,66.57,0,6,0,67.82302158273379
2019-06-04,19001.46,243.0,1,68.65,0.4,0.0006,11:00AM,0.0,none,1016.34,partly-cloudy-day,68.65,1,6,0,78.1953086419753
2019-06-05,15613.58,231.0,1,74.82,0.76,0.0003,04:00PM,0.0,none,1007.23,partly-cloudy-day,74.13,2,6,0,67.59125541125542
2019-06-06,18421.26,253.0,1,78.18,0.54,0.1395,01:00AM,0.0,rain,1008.91,partly-cloudy-day,78.15,3,6,0,72.81130434782608
2019-06-07,19023.88,270.0,1,68.62,0.8,0.0004,05:00PM,0.0,rain,1014.51,partly-cloudy-day,68.34,4,6,0,70.45881481481482
2019-06-08,21201.51,311.0,1,69.47,0.44,0.0001,01:00AM,0.0,none,1022.73,clear-day,69.47,5,6,0,68.1720578778135
2019-06-09,20616.1,307.0,1,68.26,0.4,0.0,05:01AM,0.0,none,1025.12,clear-day,68.26,6,6,0,67.15342019543974
2019-06-10,13564.7,184.0,0,68.65,0.96,0.1063,03:00PM,0.5,rain,1013.02,rain,67.66,0,6,0,73.72119565217392
2019-06-11,18338.47,253.0,1,73.81,0.31,0.1172,04:00AM,0.0,rain,1015.92,clear-day,73.81,1,6,0,72.48407114624506
2019-06-12,18032.37,246.0,1,65.8,0.56,0.0,05:01AM,0.0,none,1020.48,partly-cloudy-day,65.8,2,6,0,73.30231707317073
2019-06-13,15209.75,207.0,1,64.06,0.76,0.1721,10:00AM,0.0,rain,1007.55,cloudy,64.06,3,6,0,73.47705314009661
2019-06-14,19688.38,292.0,1,73.42,0.34,0.0191,12:00AM,0.0,rain,1014.65,clear-day,73.42,4,6,0,67.42595890410959
2019-06-15,21059.31,306.0,1,76.24,0.45,0.0054,12:00AM,0.0,rain,1015.18,partly-cloudy-day,76.24,5,6,0,68.82127450980393
