date,inside_sales,outside_sales,inside_covers,outside_covers
2019-05-30,14610.130000000001,0.0,180,0
2019-05-31,15443.76,6923.5,221,86
2019-06-01,19493.5,5815.5,256,78
2019-06-02,15814.079999999998,2076.5,222,30
2019-06-03,13954.8,4900.0,213,65
2019-06-04,14353.46,4648.0,171,72
2019-06-05,14050.58,1563.0,202,29
2019-06-06,13202.26,5219.0,177,76
2019-06-07,15962.380000000001,5061.5,190,80
2019-06-08,15591.25,5610.26,222,82
2019-06-09,15010.85,5605.25,221,84
